a_Sentence_Type	b_Sentence	c_GenderN1	d_NumN1	e_GenderN2	f_NumN2	g_GenderN3	h_NumN3	i_NumFraseOrigine	j_New_word	k_Verb1	l_Verb2	m_Element_changed	n_Old_word	o_Violation_Type		p_number	q_condition
objrel_that	le donne che il padre conosce accoglie la ragazza	feminine	plural	masculine	singular			857	accoglie	conoscono	accoglie	V2	accolgono	num_violation		15	PS
objrel_that	le figlie che il padre conosce accoglie le amiche	feminine	plural	masculine	singular			882	accoglie	conoscono	accoglie	V2	accolgono	num_violation		16	PS
objrel_that	gli studenti che l' attrice conosce accoglie il figlio	masculine	plural	feminine	singular			2302	accoglie	conoscono	accoglie	V2	accolgono	num_violation		17	PS
objrel_that	i ragazzi che la studentessa conosce accoglie le figlie	masculine	plural	feminine	singular			2497	accoglie	conoscono	accoglie	V2	accolgono	num_violation		18	PS
objrel_that	le figlie che il padre critica accoglie l' attore	feminine	plural	masculine	singular			883	accoglie	criticano	accoglie	V2	accolgono	num_violation		19	PS
objrel_that	le sorelle che il figlio critica accoglie i padri	feminine	plural	masculine	singular			959	accoglie	criticano	accoglie	V2	accolgono	num_violation		20	PS
objrel_that	gli studenti che l' amica critica accoglie i contadini	masculine	plural	feminine	singular			2297	accoglie	criticano	accoglie	V2	accolgono	num_violation		21	PS
objrel_that	i figli che la madre critica accoglie l' attrice	masculine	plural	feminine	singular			2411	accoglie	criticano	accoglie	V2	accolgono	num_violation		22	PS
objrel_that	i fratelli che la studentessa critica accoglie il bambino	masculine	plural	feminine	singular			2454	accoglie	criticano	accoglie	V2	accolgono	num_violation		23	PS
objrel_that	i contadini che l' attore critica accoglie la ragazza	masculine	plural	masculine	singular			2896	accoglie	criticano	accoglie	V2	accolgono	num_violation		24	PS
objrel_that	le sorelle che la madre difende accoglie i bambini	feminine	plural	feminine	singular			456	accoglie	difendono	accoglie	V2	accolgono	num_violation		25	PS
objrel_that	le amiche che il ragazzo difende accoglie gli uomini	feminine	plural	masculine	singular			769	accoglie	difendono	accoglie	V2	accolgono	num_violation		26	PS
objrel_that	i contadini che la sorella difende accoglie le figlie	masculine	plural	feminine	singular			2390	accoglie	difendono	accoglie	V2	accolgono	num_violation		27	PS
objrel_that	le figlie che la ragazza evita accoglie la contadina	feminine	plural	feminine	singular			387	accoglie	evitano	accoglie	V2	accolgono	num_violation		28	PS
objrel_that	le sorelle che la ragazza evita accoglie gli uomini	feminine	plural	feminine	singular			460	accoglie	evitano	accoglie	V2	accolgono	num_violation		29	PS
objrel_that	le ragazze che il contadino evita accoglie la madre	feminine	plural	masculine	singular			923	accoglie	evitano	accoglie	V2	accolgono	num_violation		30	PS
objrel_that	i figli che la ragazza evita accoglie gli attori	masculine	plural	feminine	singular			2418	accoglie	evitano	accoglie	V2	accolgono	num_violation		31	PS
objrel_that	le amiche che la madre ferma accoglie le sorelle	feminine	plural	feminine	singular			263	accoglie	fermano	accoglie	V2	accolgono	num_violation		32	PS
objrel_that	gli amici che la contadina ferma accoglie la bambina	masculine	plural	feminine	singular			2259	accoglie	fermano	accoglie	V2	accolgono	num_violation		33	PS
objrel_that	le amiche che il bambino guarda accoglie la contadina	feminine	plural	masculine	singular			752	accoglie	guardano	accoglie	V2	accolgono	num_violation		34	PS
objrel_that	le attrici che l' amico guarda accoglie i bambini	feminine	plural	masculine	singular			794	accoglie	guardano	accoglie	V2	accolgono	num_violation		35	PS
objrel_that	le bambine che la donna ignora accoglie i figli	feminine	plural	feminine	singular			311	accoglie	ignorano	accoglie	V2	accolgono	num_violation		36	PS
objrel_that	gli amici che la donna ignora accoglie gli uomini	masculine	plural	feminine	singular			2263	accoglie	ignorano	accoglie	V2	accolgono	num_violation		37	PS
objrel_that	gli studenti che l' amica ignora accoglie le sorelle	masculine	plural	feminine	singular			2299	accoglie	ignorano	accoglie	V2	accolgono	num_violation		38	PS
objrel_that	gli studenti che la contadina ignora accoglie il figlio	masculine	plural	feminine	singular			2313	accoglie	ignorano	accoglie	V2	accolgono	num_violation		39	PS
objrel_that	i padri che la donna ignora accoglie le figlie	masculine	plural	feminine	singular			2470	accoglie	ignorano	accoglie	V2	accolgono	num_violation		40	PS
objrel_that	gli studenti che l' attore ignora accoglie il fratello	masculine	plural	masculine	singular			2814	accoglie	ignorano	accoglie	V2	accolgono	num_violation		41	PS
objrel_that	i contadini che l' amico ignora accoglie l' attore	masculine	plural	masculine	singular			2894	accoglie	ignorano	accoglie	V2	accolgono	num_violation		42	PS
objrel_that	le donne che la bambina incontra accoglie l' attrice	feminine	plural	feminine	singular			350	accoglie	incontrano	accoglie	V2	accolgono	num_violation		43	PS
objrel_that	i figli che il contadino incontra accoglie l' attrice	masculine	plural	masculine	singular			2908	accoglie	incontrano	accoglie	V2	accolgono	num_violation		44	PS
objrel_that	le sorelle che la studentessa indica accoglie il ragazzo	feminine	plural	feminine	singular			466	accoglie	indicano	accoglie	V2	accolgono	num_violation		45	PS
objrel_that	le donne che il bambino indica accoglie la contadina	feminine	plural	masculine	singular			847	accoglie	indicano	accoglie	V2	accolgono	num_violation		46	PS
objrel_that	i contadini che la ragazza indica accoglie gli amici	masculine	plural	feminine	singular			2385	accoglie	indicano	accoglie	V2	accolgono	num_violation		47	PS
objrel_that	i fratelli che la bambina indica accoglie il figlio	masculine	plural	feminine	singular			2439	accoglie	indicano	accoglie	V2	accolgono	num_violation		48	PS
objrel_that	le bambine che la ragazza interrompe accoglie l' attore	feminine	plural	feminine	singular			321	accoglie	interrompono	accoglie	V2	accolgono	num_violation		49	PS
objrel_that	i fratelli che l' attrice interrompe accoglie la contadina	masculine	plural	feminine	singular			2434	accoglie	interrompono	accoglie	V2	accolgono	num_violation		50	PS
objrel_that	i bambini che l' uomo interrompe accoglie la sorella	masculine	plural	masculine	singular			2877	accoglie	interrompono	accoglie	V2	accolgono	num_violation		51	PS
objrel_that	le sorelle che la contadina osserva accoglie le attrici	feminine	plural	feminine	singular			452	accoglie	osservano	accoglie	V2	accolgono	num_violation		52	PS
objrel_that	gli studenti che la sorella osserva accoglie l' amica	masculine	plural	feminine	singular			2328	accoglie	osservano	accoglie	V2	accolgono	num_violation		53	PS
objrel_that	i bambini che la madre osserva accoglie la sorella	masculine	plural	feminine	singular			2363	accoglie	osservano	accoglie	V2	accolgono	num_violation		54	PS
objrel_that	i figli che l' amica osserva accoglie la donna	masculine	plural	feminine	singular			2396	accoglie	osservano	accoglie	V2	accolgono	num_violation		55	PS
objrel_that	le bambine che l' amica ricorda accoglie le studentesse	feminine	plural	feminine	singular			303	accoglie	ricordano	accoglie	V2	accolgono	num_violation		56	PS
objrel_that	le madri che il ragazzo ricorda accoglie i figli	feminine	plural	masculine	singular			912	accoglie	ricordano	accoglie	V2	accolgono	num_violation		57	PS
objrel_that	i bambini che la studentessa ricorda accoglie la sorella	masculine	plural	feminine	singular			2369	accoglie	ricordano	accoglie	V2	accolgono	num_violation		58	PS
objrel_that	i ragazzi che il fratello ricorda accoglie le madri	masculine	plural	masculine	singular			2990	accoglie	ricordano	accoglie	V2	accolgono	num_violation		59	PS
objrel_that	i figli che l' attore saluta accoglie il bambino	masculine	plural	masculine	singular			2928	accoglie	salutano	accoglie	V2	accolgono	num_violation		60	PS
objrel_that	i fratelli che l' uomo saluta accoglie la figlia	masculine	plural	masculine	singular			2953	accoglie	salutano	accoglie	V2	accolgono	num_violation		61	PS
objrel_that	i ragazzi che l' attore saluta accoglie i fratelli	masculine	plural	masculine	singular			2998	accoglie	salutano	accoglie	V2	accolgono	num_violation		62	PS
objrel_that	l' uomo che le sorelle accoglie ama l' attrice	masculine	singular	feminine	plural			3203	accoglie	accoglie	amano	V1	accolgono	num_violation		63	SP
objrel_that	il figlio che gli uomini accoglie ama le studentesse	masculine	singular	masculine	plural			3556	accoglie	accoglie	amano	V1	accolgono	num_violation		64	SP
objrel_that	il figlio che i ragazzi accoglie ama la donna	masculine	singular	masculine	plural			3573	accoglie	accoglie	amano	V1	accolgono	num_violation		65	SP
objrel_that	la ragazza che le madri accoglie attrae il contadino	feminine	singular	feminine	plural			1195	accoglie	accoglie	attraggono	V1	accolgono	num_violation		66	SP
objrel_that	la studentessa che le bambine accoglie attrae la madre	feminine	singular	feminine	plural			1233	accoglie	accoglie	attraggono	V1	accolgono	num_violation		67	SP
objrel_that	il ragazzo che le sorelle accoglie attrae la figlia	masculine	singular	feminine	plural			3130	accoglie	accoglie	attraggono	V1	accolgono	num_violation		68	SP
objrel_that	la ragazza che i padri accoglie blocca la donna	feminine	singular	masculine	plural			1691	accoglie	accoglie	bloccano	V1	accolgono	num_violation		69	SP
objrel_that	l' attore che gli amici accoglie blocca la contadina	masculine	singular	masculine	plural			3670	accoglie	accoglie	bloccano	V1	accolgono	num_violation		70	SP
objrel_that	lo studente che i fratelli accoglie blocca i ragazzi	masculine	singular	masculine	plural			3738	accoglie	accoglie	bloccano	V1	accolgono	num_violation		71	SP
objrel_that	la donna che i figli accoglie conosce l' uomo	feminine	singular	masculine	plural			1601	accoglie	accoglie	conoscono	V1	accolgono	num_violation		72	SP
objrel_that	il figlio che le madri accoglie conosce i padri	masculine	singular	feminine	plural			3052	accoglie	accoglie	conoscono	V1	accolgono	num_violation		73	SP
objrel_that	l' attore che le studentesse accoglie conosce i bambini	masculine	singular	feminine	plural			3184	accoglie	accoglie	conoscono	V1	accolgono	num_violation		74	SP
objrel_that	il figlio che gli amici accoglie conosce la donna	masculine	singular	masculine	plural			3548	accoglie	accoglie	conoscono	V1	accolgono	num_violation		75	SP
objrel_that	la donna che le amiche accoglie critica l' attore	feminine	singular	feminine	plural			1106	accoglie	accoglie	criticano	V1	accolgono	num_violation		76	SP
objrel_that	la contadina che i padri accoglie critica il fratello	feminine	singular	masculine	plural			1587	accoglie	accoglie	criticano	V1	accolgono	num_violation		77	SP
objrel_that	la studentessa che i ragazzi accoglie critica le donne	feminine	singular	masculine	plural			1750	accoglie	accoglie	criticano	V1	accolgono	num_violation		78	SP
objrel_that	il fratello che i contadini accoglie critica le bambine	masculine	singular	masculine	plural			3591	accoglie	accoglie	criticano	V1	accolgono	num_violation		79	SP
objrel_that	lo studente che i ragazzi accoglie critica i contadini	masculine	singular	masculine	plural			3747	accoglie	accoglie	criticano	V1	accolgono	num_violation		80	SP
objrel_that	l' amica che i ragazzi accoglie difende lo studente	feminine	singular	masculine	plural			1521	accoglie	accoglie	difendono	V1	accolgono	num_violation		81	SP
objrel_that	la studentessa che gli amici accoglie difende le madri	feminine	singular	masculine	plural			1727	accoglie	accoglie	difendono	V1	accolgono	num_violation		82	SP
objrel_that	il fratello che le contadine accoglie difende le attrici	masculine	singular	feminine	plural			3076	accoglie	accoglie	difendono	V1	accolgono	num_violation		83	SP
objrel_that	l' attore che i figli accoglie difende la madre	masculine	singular	masculine	plural			3683	accoglie	accoglie	difendono	V1	accolgono	num_violation		84	SP
objrel_that	la figlia che le ragazze accoglie evita l' attore	feminine	singular	feminine	plural			1144	accoglie	accoglie	evitano	V1	accolgono	num_violation		85	SP
objrel_that	la ragazza che gli attori accoglie evita la donna	feminine	singular	masculine	plural			1672	accoglie	accoglie	evitano	V1	accolgono	num_violation		86	SP
objrel_that	la ragazza che gli uomini accoglie evita gli amici	feminine	singular	masculine	plural			1677	accoglie	accoglie	evitano	V1	accolgono	num_violation		87	SP
objrel_that	il contadino che gli uomini accoglie evita i bambini	masculine	singular	masculine	plural			3531	accoglie	accoglie	evitano	V1	accolgono	num_violation		88	SP
objrel_that	la contadina che le madri accoglie ferma l' amico	feminine	singular	feminine	plural			1095	accoglie	accoglie	fermano	V1	accolgono	num_violation		89	SP
objrel_that	la studentessa che i bambini accoglie ferma le ragazze	feminine	singular	masculine	plural			1732	accoglie	accoglie	fermano	V1	accolgono	num_violation		90	SP
objrel_that	l' uomo che le amiche accoglie ferma i bambini	masculine	singular	feminine	plural			3187	accoglie	accoglie	fermano	V1	accolgono	num_violation		91	SP
objrel_that	lo studente che i fratelli accoglie ferma gli uomini	masculine	singular	masculine	plural			3739	accoglie	accoglie	fermano	V1	accolgono	num_violation		92	SP
objrel_that	l' amico che le contadine accoglie guarda i figli	masculine	singular	feminine	plural			3142	accoglie	accoglie	guardano	V1	accolgono	num_violation		93	SP
objrel_that	l' uomo che gli amici accoglie guarda le figlie	masculine	singular	masculine	plural			3691	accoglie	accoglie	guardano	V1	accolgono	num_violation		94	SP
objrel_that	la bambina che le amiche accoglie ignora il contadino	feminine	singular	feminine	plural			1048	accoglie	accoglie	ignorano	V1	accolgono	num_violation		95	SP
objrel_that	la bambina che gli attori accoglie ignora il ragazzo	feminine	singular	masculine	plural			1544	accoglie	accoglie	ignorano	V1	accolgono	num_violation		96	SP
objrel_that	l' amica che le ragazze accoglie incontra l' attrice	feminine	singular	feminine	plural			1016	accoglie	accoglie	incontrano	V1	accolgono	num_violation		97	SP
objrel_that	la bambina che gli attori accoglie incontra le madri	feminine	singular	masculine	plural			1545	accoglie	accoglie	incontrano	V1	accolgono	num_violation		98	SP
objrel_that	la madre che gli attori accoglie incontra l' amica	feminine	singular	masculine	plural			1653	accoglie	accoglie	incontrano	V1	accolgono	num_violation		99	SP
objrel_that	il padre che le attrici accoglie incontra la donna	masculine	singular	feminine	plural			3091	accoglie	accoglie	incontrano	V1	accolgono	num_violation		100	SP
objrel_that	l' amico che i figli accoglie incontra la studentessa	masculine	singular	masculine	plural			3657	accoglie	accoglie	incontrano	V1	accolgono	num_violation		101	SP
objrel_that	l' uomo che i fratelli accoglie incontra le attrici	masculine	singular	masculine	plural			3713	accoglie	accoglie	incontrano	V1	accolgono	num_violation		102	SP
objrel_that	la donna che le contadine accoglie indica le sorelle	feminine	singular	feminine	plural			1113	accoglie	accoglie	indicano	V1	accolgono	num_violation		103	SP
objrel_that	la studentessa che i contadini accoglie indica la figlia	feminine	singular	masculine	plural			1735	accoglie	accoglie	indicano	V1	accolgono	num_violation		104	SP
objrel_that	il bambino che le attrici accoglie indica gli amici	masculine	singular	feminine	plural			3002	accoglie	accoglie	indicano	V1	accolgono	num_violation		105	SP
objrel_that	il fratello che i figli accoglie indica le studentesse	masculine	singular	masculine	plural			3594	accoglie	accoglie	indicano	V1	accolgono	num_violation		106	SP
objrel_that	la contadina che le sorelle accoglie interrompe gli uomini	feminine	singular	feminine	plural			1101	accoglie	accoglie	interrompono	V1	accolgono	num_violation		107	SP
objrel_that	il bambino che le donne accoglie interrompe il contadino	masculine	singular	feminine	plural			3006	accoglie	accoglie	interrompono	V1	accolgono	num_violation		108	SP
objrel_that	il padre che le donne accoglie interrompe l' attrice	masculine	singular	feminine	plural			3099	accoglie	accoglie	interrompono	V1	accolgono	num_violation		109	SP
objrel_that	la contadina che le figlie accoglie osserva l' attrice	feminine	singular	feminine	plural			1091	accoglie	accoglie	osservano	V1	accolgono	num_violation		110	SP
objrel_that	il padre che i fratelli accoglie ricorda l' uomo	masculine	singular	masculine	plural			3623	accoglie	accoglie	ricordano	V1	accolgono	num_violation		111	SP
objrel_that	l' attore che i contadini accoglie ricorda il figlio	masculine	singular	masculine	plural			3679	accoglie	accoglie	ricordano	V1	accolgono	num_violation		112	SP
objrel_that	l' uomo che gli amici accoglie ricorda l' attrice	masculine	singular	masculine	plural			3692	accoglie	accoglie	ricordano	V1	accolgono	num_violation		113	SP
objrel_that	la bambina che le attrici accoglie saluta la donna	feminine	singular	feminine	plural			1052	accoglie	accoglie	salutano	V1	accolgono	num_violation		114	SP
objrel_that	la studentessa che le madri accoglie saluta il contadino	feminine	singular	feminine	plural			1242	accoglie	accoglie	salutano	V1	accolgono	num_violation		115	SP
objrel_that	la ragazza che gli amici accoglie saluta la donna	feminine	singular	masculine	plural			1669	accoglie	accoglie	salutano	V1	accolgono	num_violation		116	SP
objrel_that	il fratello che i padri accoglie saluta gli uomini	masculine	singular	masculine	plural			3597	accoglie	accoglie	salutano	V1	accolgono	num_violation		117	SP
objrel_that	le studentesse che le figlie accoglie amano le amiche	feminine	plural	feminine	plural			239	accoglie	accoglie	ama	V1	accolgono	num_violation		118	PP
objrel_that	le amiche che i padri accoglie amano la studentessa	feminine	plural	masculine	plural			513	accoglie	accoglie	ama	V1	accolgono	num_violation		119	PP
objrel_that	i contadini che le attrici accoglie amano l' uomo	masculine	plural	feminine	plural			2117	accoglie	accoglie	ama	V1	accolgono	num_violation		120	PP
objrel_that	i fratelli che le bambine accoglie amano il padre	masculine	plural	feminine	plural			2187	accoglie	accoglie	ama	V1	accolgono	num_violation		121	PP
objrel_that	i ragazzi che gli attori accoglie amano gli amici	masculine	plural	masculine	plural			2732	accoglie	accoglie	ama	V1	accolgono	num_violation		122	PP
objrel_that	le amiche che le bambine accoglie attraggono i fratelli	feminine	plural	feminine	plural			5	accoglie	accoglie	attrae	V1	accolgono	num_violation		123	PP
objrel_that	le figlie che i contadini accoglie attraggono gli amici	feminine	plural	masculine	plural			630	accoglie	accoglie	attrae	V1	accolgono	num_violation		124	PP
objrel_that	le figlie che i fratelli accoglie attraggono le ragazze	feminine	plural	masculine	plural			633	accoglie	accoglie	attrae	V1	accolgono	num_violation		125	PP
objrel_that	le donne che gli studenti accoglie bloccano le contadine	feminine	plural	masculine	plural			595	accoglie	accoglie	blocca	V1	accolgono	num_violation		126	PP
objrel_that	i ragazzi che i contadini accoglie bloccano l' attore	masculine	plural	masculine	plural			2740	accoglie	accoglie	blocca	V1	accolgono	num_violation		127	PP
objrel_that	le figlie che le madri accoglie conoscono i bambini	feminine	plural	feminine	plural			140	accoglie	accoglie	conosce	V1	accolgono	num_violation		128	PP
objrel_that	le bambine che gli attori accoglie conoscono l' uomo	feminine	plural	masculine	plural			549	accoglie	accoglie	conosce	V1	accolgono	num_violation		129	PP
objrel_that	i fratelli che le figlie accoglie conoscono la sorella	masculine	plural	feminine	plural			2201	accoglie	accoglie	conosce	V1	accolgono	num_violation		130	PP
objrel_that	i contadini che gli studenti accoglie conoscono il padre	masculine	plural	masculine	plural			2634	accoglie	accoglie	conosce	V1	accolgono	num_violation		131	PP
objrel_that	le amiche che le studentesse accoglie criticano la madre	feminine	plural	feminine	plural			25	accoglie	accoglie	critica	V1	accolgono	num_violation		132	PP
objrel_that	le attrici che gli uomini accoglie criticano il contadino	feminine	plural	masculine	plural			524	accoglie	accoglie	critica	V1	accolgono	num_violation		133	PP
objrel_that	gli amici che le sorelle accoglie criticano l' attore	masculine	plural	feminine	plural			2016	accoglie	accoglie	critica	V1	accolgono	num_violation		134	PP
objrel_that	i figli che i fratelli accoglie criticano lo studente	masculine	plural	masculine	plural			2661	accoglie	accoglie	critica	V1	accolgono	num_violation		135	PP
objrel_that	i ragazzi che i padri accoglie criticano il fratello	masculine	plural	masculine	plural			2747	accoglie	accoglie	critica	V1	accolgono	num_violation		136	PP
objrel_that	gli amici che le studentesse accoglie difendono i bambini	masculine	plural	feminine	plural			2019	accoglie	accoglie	difende	V1	accolgono	num_violation		137	PP
objrel_that	i contadini che gli attori accoglie difendono i padri	masculine	plural	masculine	plural			2629	accoglie	accoglie	difende	V1	accolgono	num_violation		138	PP
objrel_that	i ragazzi che gli studenti accoglie difendono l' attrice	masculine	plural	masculine	plural			2735	accoglie	accoglie	difende	V1	accolgono	num_violation		139	PP
objrel_that	le bambine che le attrici accoglie evitano il fratello	feminine	plural	feminine	plural			61	accoglie	accoglie	evita	V1	accolgono	num_violation		140	PP
objrel_that	le bambine che le figlie accoglie evitano l' uomo	feminine	plural	feminine	plural			70	accoglie	accoglie	evita	V1	accolgono	num_violation		141	PP
objrel_that	le ragazze che le attrici accoglie evitano la studentessa	feminine	plural	feminine	plural			183	accoglie	accoglie	evita	V1	accolgono	num_violation		142	PP
objrel_that	le madri che gli attori accoglie evitano l' amica	feminine	plural	masculine	plural			643	accoglie	accoglie	evita	V1	accolgono	num_violation		143	PP
objrel_that	le studentesse che i padri accoglie evitano gli amici	feminine	plural	masculine	plural			739	accoglie	accoglie	evita	V1	accolgono	num_violation		144	PP
objrel_that	gli uomini che le contadine accoglie evitano l' amico	masculine	plural	feminine	plural			2080	accoglie	accoglie	evita	V1	accolgono	num_violation		145	PP
objrel_that	i padri che le bambine accoglie evitano le attrici	masculine	plural	feminine	plural			2219	accoglie	accoglie	evita	V1	accolgono	num_violation		146	PP
objrel_that	i padri che gli studenti accoglie evitano il bambino	masculine	plural	masculine	plural			2704	accoglie	accoglie	evita	V1	accolgono	num_violation		147	PP
objrel_that	i fratelli che le amiche accoglie fermano il figlio	masculine	plural	feminine	plural			2177	accoglie	accoglie	ferma	V1	accolgono	num_violation		148	PP
objrel_that	le amiche che i fratelli accoglie guardano la studentessa	feminine	plural	masculine	plural			510	accoglie	accoglie	guarda	V1	accolgono	num_violation		149	PP
objrel_that	le ragazze che gli studenti accoglie guardano gli uomini	feminine	plural	masculine	plural			666	accoglie	accoglie	guarda	V1	accolgono	num_violation		150	PP
objrel_that	le madri che gli amici accoglie ignorano i fratelli	feminine	plural	masculine	plural			638	accoglie	accoglie	ignora	V1	accolgono	num_violation		151	PP
objrel_that	le studentesse che i ragazzi accoglie ignorano la donna	feminine	plural	masculine	plural			747	accoglie	accoglie	ignora	V1	accolgono	num_violation		152	PP
objrel_that	i fratelli che le studentesse accoglie ignorano l' attrice	masculine	plural	feminine	plural			2211	accoglie	accoglie	ignora	V1	accolgono	num_violation		153	PP
objrel_that	i padri che le amiche accoglie ignorano gli studenti	masculine	plural	feminine	plural			2214	accoglie	accoglie	ignora	V1	accolgono	num_violation		154	PP
objrel_that	gli attori che gli amici accoglie ignorano gli uomini	masculine	plural	masculine	plural			2517	accoglie	accoglie	ignora	V1	accolgono	num_violation		155	PP
objrel_that	le bambine che le figlie accoglie incontrano i ragazzi	feminine	plural	feminine	plural			71	accoglie	accoglie	incontra	V1	accolgono	num_violation		156	PP
objrel_that	le ragazze che le attrici accoglie incontrano la contadina	feminine	plural	feminine	plural			184	accoglie	accoglie	incontra	V1	accolgono	num_violation		157	PP
objrel_that	gli uomini che le figlie accoglie incontrano il contadino	masculine	plural	feminine	plural			2083	accoglie	accoglie	incontra	V1	accolgono	num_violation		158	PP
objrel_that	le bambine che le sorelle accoglie indicano la donna	feminine	plural	feminine	plural			80	accoglie	accoglie	indica	V1	accolgono	num_violation		159	PP
objrel_that	le contadine che i bambini accoglie indicano il fratello	feminine	plural	masculine	plural			574	accoglie	accoglie	indica	V1	accolgono	num_violation		160	PP
objrel_that	le ragazze che i fratelli accoglie interrompono il figlio	feminine	plural	masculine	plural			677	accoglie	accoglie	interrompe	V1	accolgono	num_violation		161	PP
objrel_that	gli studenti che le donne accoglie interrompono i contadini	masculine	plural	feminine	plural			2055	accoglie	accoglie	interrompe	V1	accolgono	num_violation		162	PP
objrel_that	i bambini che gli amici accoglie interrompono gli uomini	masculine	plural	masculine	plural			2601	accoglie	accoglie	interrompe	V1	accolgono	num_violation		163	PP
objrel_that	le contadine che le madri accoglie osservano le amiche	feminine	plural	feminine	plural			98	accoglie	accoglie	osserva	V1	accolgono	num_violation		164	PP
objrel_that	le attrici che gli uomini accoglie osservano i figli	feminine	plural	masculine	plural			525	accoglie	accoglie	osserva	V1	accolgono	num_violation		165	PP
objrel_that	gli attori che le amiche accoglie osservano le contadine	masculine	plural	feminine	plural			2022	accoglie	accoglie	osserva	V1	accolgono	num_violation		166	PP
objrel_that	i contadini che le ragazze accoglie osservano la donna	masculine	plural	feminine	plural			2135	accoglie	accoglie	osserva	V1	accolgono	num_violation		167	PP
objrel_that	le donne che le figlie accoglie ricordano la studentessa	feminine	plural	feminine	plural			117	accoglie	accoglie	ricorda	V1	accolgono	num_violation		168	PP
objrel_that	le madri che le studentesse accoglie ricordano il contadino	feminine	plural	feminine	plural			176	accoglie	accoglie	ricorda	V1	accolgono	num_violation		169	PP
objrel_that	le studentesse che le bambine accoglie ricordano l' uomo	feminine	plural	feminine	plural			228	accoglie	accoglie	ricorda	V1	accolgono	num_violation		170	PP
objrel_that	gli studenti che gli amici accoglie ricordano l' attore	masculine	plural	masculine	plural			2545	accoglie	accoglie	ricorda	V1	accolgono	num_violation		171	PP
objrel_that	le attrici che le figlie accoglie salutano la contadina	feminine	plural	feminine	plural			41	accoglie	accoglie	saluta	V1	accolgono	num_violation		172	PP
objrel_that	le ragazze che gli amici accoglie salutano l' attore	feminine	plural	masculine	plural			661	accoglie	accoglie	saluta	V1	accolgono	num_violation		173	PP
objrel_that	le sorelle che i figli accoglie salutano il padre	feminine	plural	masculine	plural			705	accoglie	accoglie	saluta	V1	accolgono	num_violation		174	PP
objrel_that	gli uomini che le figlie accoglie salutano la studentessa	masculine	plural	feminine	plural			2084	accoglie	accoglie	saluta	V1	accolgono	num_violation		175	PP
objrel_that	i contadini che le donne accoglie salutano la bambina	masculine	plural	feminine	plural			2125	accoglie	accoglie	saluta	V1	accolgono	num_violation		176	PP
objrel_that	le amiche che i ragazzi amano accoglie la bambina	feminine	plural	masculine	plural			516	accoglie	ama	accoglie	V2	accolgono	num_violation		177	PP
objrel_that	i bambini che le studentesse amano accoglie la contadina	masculine	plural	feminine	plural			2111	accoglie	ama	accoglie	V2	accolgono	num_violation		178	PP
objrel_that	i contadini che i fratelli amano accoglie l' amico	masculine	plural	masculine	plural			2643	accoglie	ama	accoglie	V2	accolgono	num_violation		179	PP
objrel_that	le madri che gli amici attraggono accoglie la ragazza	feminine	plural	masculine	plural			640	accoglie	attrae	accoglie	V2	accolgono	num_violation		180	PP
