a_Sentence_Type	b_Sentence	c_GenderN1	d_NumN1	e_GenderN2	f_NumN2	g_GenderN3	h_NumN3	i_NumFraseOrigine	j_New_word	k_Verb1	l_Verb2	m_Element_changed	n_Old_word	o_Violation_Type	p_number	q_condition
objrel_that	la figlia che l' amico accogliere ignora le bambine	feminine	singular	masculine	singular			1874	accogliere	V1	accolgono	ignorano	accoglie	infinitive	29	SS
objrel_that	la studentessa che il contadino accogliere ignora la ragazza	feminine	singular	masculine	singular			1974	accogliere	V1	accolgono	ignorano	accoglie	infinitive	30	SS
objrel_that	l' attore che il padre accogliere ignora la studentessa	masculine	singular	masculine	singular			3922	accogliere	V1	accolgono	ignorano	accoglie	infinitive	31	SS
objrel_that	la contadina che la madre accogliere incontra i figli	feminine	singular	feminine	singular			1340	accogliere	V1	accolgono	incontrano	accoglie	infinitive	32	SS
objrel_that	la sorella che l' uomo accogliere incontra il bambino	feminine	singular	masculine	singular			1967	accogliere	V1	accolgono	incontrano	accoglie	infinitive	33	SS
objrel_that	il ragazzo che l' amica accogliere incontra il fratello	masculine	singular	feminine	singular			3363	accogliere	V1	accolgono	incontrano	accoglie	infinitive	34	SS
objrel_that	l' uomo che l' amica accogliere incontra i padri	masculine	singular	feminine	singular			3447	accogliere	V1	accolgono	incontrano	accoglie	infinitive	35	SS
objrel_that	lo studente che l' amica accogliere incontra il ragazzo	masculine	singular	feminine	singular			3475	accogliere	V1	accolgono	incontrano	accoglie	infinitive	36	SS
objrel_that	la studentessa che la sorella accogliere indica gli amici	feminine	singular	feminine	singular			1500	accogliere	V1	accolgono	indicano	accoglie	infinitive	37	SS
objrel_that	la ragazza che il contadino accogliere indica i padri	feminine	singular	masculine	singular			1912	accogliere	V1	accolgono	indicano	accoglie	infinitive	38	SS
objrel_that	l' attore che l' amica accogliere indica lo studente	masculine	singular	feminine	singular			3422	accogliere	V1	accolgono	indicano	accoglie	infinitive	39	SS
objrel_that	l' attrice che la figlia accogliere interrompe l' uomo	feminine	singular	feminine	singular			1287	accogliere	V1	accolgono	interrompono	accoglie	infinitive	40	SS
objrel_that	la donna che la sorella accogliere interrompe le madri	feminine	singular	feminine	singular			1370	accogliere	V1	accolgono	interrompono	accoglie	infinitive	41	SS
objrel_that	la figlia che la bambina accogliere interrompe i contadini	feminine	singular	feminine	singular			1382	accogliere	V1	accolgono	interrompono	accoglie	infinitive	42	SS
objrel_that	la ragazza che l' amico accogliere interrompe il figlio	feminine	singular	masculine	singular			1929	accogliere	V1	accolgono	interrompono	accoglie	infinitive	43	SS
objrel_that	il figlio che la studentessa accogliere interrompe l' attrice	masculine	singular	feminine	singular			3313	accogliere	V1	accolgono	interrompono	accoglie	infinitive	44	SS
objrel_that	la madre che la donna accogliere osserva le amiche	feminine	singular	feminine	singular			1419	accogliere	V1	accolgono	osservano	accoglie	infinitive	45	SS
objrel_that	la studentessa che la figlia accogliere osserva il ragazzo	feminine	singular	feminine	singular			1490	accogliere	V1	accolgono	osservano	accoglie	infinitive	46	SS
objrel_that	l' attrice che la madre accogliere ricorda la figlia	feminine	singular	feminine	singular			1289	accogliere	V1	accolgono	ricordano	accoglie	infinitive	47	SS
objrel_that	la madre che la contadina accogliere ricorda il fratello	feminine	singular	feminine	singular			1418	accogliere	V1	accolgono	ricordano	accoglie	infinitive	48	SS
objrel_that	la contadina che il padre accogliere ricorda la studentessa	feminine	singular	masculine	singular			1826	accogliere	V1	accolgono	ricordano	accoglie	infinitive	49	SS
objrel_that	il padre che la studentessa accogliere ricorda la bambina	masculine	singular	feminine	singular			3357	accogliere	V1	accolgono	ricordano	accoglie	infinitive	50	SS
objrel_that	il ragazzo che la figlia accogliere ricorda l' attrice	masculine	singular	feminine	singular			3379	accogliere	V1	accolgono	ricordano	accoglie	infinitive	51	SS
objrel_that	il bambino che l' uomo accogliere ricorda il contadino	masculine	singular	masculine	singular			3772	accogliere	V1	accolgono	ricordano	accoglie	infinitive	52	SS
objrel_that	la contadina che la ragazza accogliere saluta la bambina	feminine	singular	feminine	singular			1344	accogliere	V1	accolgono	salutano	accoglie	infinitive	53	SS
objrel_that	il padre che la donna accogliere saluta il bambino	masculine	singular	feminine	singular			3344	accogliere	V1	accolgono	salutano	accoglie	infinitive	54	SS
objrel_that	l' uomo che la figlia accogliere saluta la contadina	masculine	singular	feminine	singular			3460	accogliere	V1	accolgono	salutano	accoglie	infinitive	55	SS
objrel_that	le ragazze che il contadino accogliere amano il figlio	feminine	plural	masculine	singular			922	accogliere	V1	accolgono	ama	accoglie	infinitive	56	PS
objrel_that	i fratelli che l' amica accogliere amano i figli	masculine	plural	feminine	singular			2426	accogliere	V1	accolgono	ama	accoglie	infinitive	57	PS
objrel_that	le studentesse che il padre accogliere attraggono la contadina	feminine	plural	masculine	singular			993	accogliere	V1	accolgono	attrae	accoglie	infinitive	58	PS
objrel_that	gli attori che la contadina accogliere attraggono la bambina	masculine	plural	feminine	singular			2273	accogliere	V1	accolgono	attrae	accoglie	infinitive	59	PS
objrel_that	le attrici che la donna accogliere bloccano il fratello	feminine	plural	feminine	singular			279	accogliere	V1	accolgono	blocca	accoglie	infinitive	60	PS
objrel_that	i figli che la sorella accogliere conoscono l' uomo	masculine	plural	feminine	singular			2420	accogliere	V1	accolgono	conosce	accoglie	infinitive	61	PS
objrel_that	gli uomini che il contadino accogliere conoscono la donna	masculine	plural	masculine	singular			2822	accogliere	V1	accolgono	conosce	accoglie	infinitive	62	PS
objrel_that	i fratelli che l' amico accogliere conoscono la bambina	masculine	plural	masculine	singular			2949	accogliere	V1	accolgono	conosce	accoglie	infinitive	63	PS
objrel_that	i padri che il contadino accogliere conoscono la donna	masculine	plural	masculine	singular			2958	accogliere	V1	accolgono	conosce	accoglie	infinitive	64	PS
objrel_that	gli uomini che la studentessa accogliere criticano la contadina	masculine	plural	feminine	singular			2348	accogliere	V1	accolgono	critica	accoglie	infinitive	65	PS
objrel_that	i ragazzi che la madre accogliere criticano gli attori	masculine	plural	feminine	singular			2491	accogliere	V1	accolgono	critica	accoglie	infinitive	66	PS
objrel_that	i contadini che lo studente accogliere criticano l' amico	masculine	plural	masculine	singular			2902	accogliere	V1	accolgono	critica	accoglie	infinitive	67	PS
objrel_that	i figli che l' uomo accogliere criticano il fratello	masculine	plural	masculine	singular			2929	accogliere	V1	accolgono	critica	accoglie	infinitive	68	PS
objrel_that	i fratelli che il contadino accogliere criticano i ragazzi	masculine	plural	masculine	singular			2940	accogliere	V1	accolgono	critica	accoglie	infinitive	69	PS
objrel_that	i padri che l' uomo accogliere criticano la madre	masculine	plural	masculine	singular			2974	accogliere	V1	accolgono	critica	accoglie	infinitive	70	PS
objrel_that	le bambine che il fratello accogliere difendono la madre	feminine	plural	masculine	singular			805	accogliere	V1	accolgono	difende	accoglie	infinitive	71	PS
objrel_that	le donne che il contadino accogliere difendono la ragazza	feminine	plural	masculine	singular			850	accogliere	V1	accolgono	difende	accoglie	infinitive	72	PS
objrel_that	le madri che il ragazzo accogliere difendono la studentessa	feminine	plural	masculine	singular			907	accogliere	V1	accolgono	difende	accoglie	infinitive	73	PS
objrel_that	gli studenti che la bambina accogliere difendono l' amica	masculine	plural	feminine	singular			2307	accogliere	V1	accolgono	difende	accoglie	infinitive	74	PS
objrel_that	gli studenti che la figlia accogliere difendono la contadina	masculine	plural	feminine	singular			2318	accogliere	V1	accolgono	difende	accoglie	infinitive	75	PS
objrel_that	i padri che la bambina accogliere difendono gli amici	masculine	plural	feminine	singular			2461	accogliere	V1	accolgono	difende	accoglie	infinitive	76	PS
objrel_that	le contadine che il bambino accogliere evitano l' attore	feminine	plural	masculine	singular			828	accogliere	V1	accolgono	evita	accoglie	infinitive	77	PS
objrel_that	i bambini che la madre accogliere evitano le sorelle	masculine	plural	feminine	singular			2360	accogliere	V1	accolgono	evita	accoglie	infinitive	78	PS
objrel_that	i fratelli che la contadina accogliere evitano i figli	masculine	plural	feminine	singular			2441	accogliere	V1	accolgono	evita	accoglie	infinitive	79	PS
objrel_that	i padri che la bambina accogliere evitano le ragazze	masculine	plural	feminine	singular			2462	accogliere	V1	accolgono	evita	accoglie	infinitive	80	PS
objrel_that	i contadini che il ragazzo accogliere evitano l' attore	masculine	plural	masculine	singular			2889	accogliere	V1	accolgono	evita	accoglie	infinitive	81	PS
objrel_that	le attrici che la ragazza accogliere fermano i bambini	feminine	plural	feminine	singular			286	accogliere	V1	accolgono	ferma	accoglie	infinitive	82	PS
objrel_that	le attrici che la studentessa accogliere fermano la ragazza	feminine	plural	feminine	singular			293	accogliere	V1	accolgono	ferma	accoglie	infinitive	83	PS
objrel_that	le donne che la studentessa accogliere fermano le figlie	feminine	plural	feminine	singular			360	accogliere	V1	accolgono	ferma	accoglie	infinitive	84	PS
objrel_that	gli uomini che la sorella accogliere fermano il bambino	masculine	plural	feminine	singular			2343	accogliere	V1	accolgono	ferma	accoglie	infinitive	85	PS
objrel_that	gli amici che il ragazzo accogliere fermano le donne	masculine	plural	masculine	singular			2764	accogliere	V1	accolgono	ferma	accoglie	infinitive	86	PS
objrel_that	i ragazzi che il figlio accogliere fermano le madri	masculine	plural	masculine	singular			2982	accogliere	V1	accolgono	ferma	accoglie	infinitive	87	PS
objrel_that	le ragazze che la contadina accogliere guardano le sorelle	feminine	plural	feminine	singular			425	accogliere	V1	accolgono	guarda	accoglie	infinitive	88	PS
objrel_that	gli attori che la madre accogliere guardano le ragazze	masculine	plural	feminine	singular			2281	accogliere	V1	accolgono	guarda	accoglie	infinitive	89	PS
objrel_that	i bambini che il contadino accogliere guardano gli uomini	masculine	plural	masculine	singular			2849	accogliere	V1	accolgono	guarda	accoglie	infinitive	90	PS
objrel_that	i ragazzi che il fratello accogliere guardano la studentessa	masculine	plural	masculine	singular			2986	accogliere	V1	accolgono	guarda	accoglie	infinitive	91	PS
objrel_that	le attrici che la studentessa accogliere ignorano l' uomo	feminine	plural	feminine	singular			294	accogliere	V1	accolgono	ignora	accoglie	infinitive	92	PS
objrel_that	le contadine che la figlia accogliere ignorano la sorella	feminine	plural	feminine	singular			335	accogliere	V1	accolgono	ignora	accoglie	infinitive	93	PS
objrel_that	le madri che l' amica accogliere ignorano gli studenti	feminine	plural	feminine	singular			396	accogliere	V1	accolgono	ignora	accoglie	infinitive	94	PS
objrel_that	le bambine che il padre accogliere ignorano la ragazza	feminine	plural	masculine	singular			809	accogliere	V1	accolgono	ignora	accoglie	infinitive	95	PS
objrel_that	i padri che la figlia accogliere ignorano il fratello	masculine	plural	feminine	singular			2472	accogliere	V1	accolgono	ignora	accoglie	infinitive	96	PS
objrel_that	i bambini che l' attore accogliere ignorano le figlie	masculine	plural	masculine	singular			2871	accogliere	V1	accolgono	ignora	accoglie	infinitive	97	PS
objrel_that	le madri che l' attrice accogliere incontrano l' amico	feminine	plural	feminine	singular			397	accogliere	V1	accolgono	incontra	accoglie	infinitive	98	PS
objrel_that	le studentesse che l' amica accogliere incontrano il padre	feminine	plural	feminine	singular			467	accogliere	V1	accolgono	incontra	accoglie	infinitive	99	PS
objrel_that	i ragazzi che la sorella accogliere incontrano il figlio	masculine	plural	feminine	singular			2494	accogliere	V1	accolgono	incontra	accoglie	infinitive	100	PS
objrel_that	i bambini che l' attore accogliere incontrano il padre	masculine	plural	masculine	singular			2872	accogliere	V1	accolgono	incontra	accoglie	infinitive	101	PS
objrel_that	le madri che la ragazza accogliere indicano la studentessa	feminine	plural	feminine	singular			411	accogliere	V1	accolgono	indica	accoglie	infinitive	102	PS
objrel_that	le attrici che il figlio accogliere indicano l' amico	feminine	plural	masculine	singular			782	accogliere	V1	accolgono	indica	accoglie	infinitive	103	PS
objrel_that	le madri che il bambino accogliere indicano il fratello	feminine	plural	masculine	singular			895	accogliere	V1	accolgono	indica	accoglie	infinitive	104	PS
objrel_that	i bambini che l' amica accogliere indicano l' uomo	masculine	plural	feminine	singular			2352	accogliere	V1	accolgono	indica	accoglie	infinitive	105	PS
objrel_that	le madri che la figlia accogliere interrompono i contadini	feminine	plural	feminine	singular			406	accogliere	V1	accolgono	interrompe	accoglie	infinitive	106	PS
objrel_that	le bambine che l' attore accogliere interrompono la contadina	feminine	plural	masculine	singular			817	accogliere	V1	accolgono	interrompe	accoglie	infinitive	107	PS
objrel_that	gli amici che la contadina accogliere interrompono la ragazza	masculine	plural	feminine	singular			2256	accogliere	V1	accolgono	interrompe	accoglie	infinitive	108	PS
objrel_that	gli studenti che la sorella accogliere interrompono le madri	masculine	plural	feminine	singular			2323	accogliere	V1	accolgono	interrompe	accoglie	infinitive	109	PS
objrel_that	i ragazzi che la madre accogliere interrompono i padri	masculine	plural	feminine	singular			2492	accogliere	V1	accolgono	interrompe	accoglie	infinitive	110	PS
objrel_that	le sorelle che l' uomo accogliere osservano l' attore	feminine	plural	masculine	singular			971	accogliere	V1	accolgono	osserva	accoglie	infinitive	111	PS
objrel_that	i fratelli che la studentessa accogliere osservano le figlie	masculine	plural	feminine	singular			2452	accogliere	V1	accolgono	osserva	accoglie	infinitive	112	PS
objrel_that	i padri che la ragazza accogliere osservano la madre	masculine	plural	feminine	singular			2476	accogliere	V1	accolgono	osserva	accoglie	infinitive	113	PS
objrel_that	gli amici che il ragazzo accogliere osservano gli attori	masculine	plural	masculine	singular			2765	accogliere	V1	accolgono	osserva	accoglie	infinitive	114	PS
objrel_that	gli studenti che l' uomo accogliere osservano il contadino	masculine	plural	masculine	singular			2815	accogliere	V1	accolgono	osserva	accoglie	infinitive	115	PS
objrel_that	le madri che lo studente accogliere ricordano i fratelli	feminine	plural	masculine	singular			919	accogliere	V1	accolgono	ricorda	accoglie	infinitive	116	PS
objrel_that	gli amici che l' attrice accogliere ricordano i bambini	masculine	plural	feminine	singular			2251	accogliere	V1	accolgono	ricorda	accoglie	infinitive	117	PS
objrel_that	i bambini che il padre accogliere ricordano la madre	masculine	plural	masculine	singular			2865	accogliere	V1	accolgono	ricorda	accoglie	infinitive	118	PS
objrel_that	le donne che la contadina accogliere salutano i ragazzi	feminine	plural	feminine	singular			352	accogliere	V1	accolgono	saluta	accoglie	infinitive	119	PS
objrel_that	i ragazzi che la sorella accogliere salutano l' amico	masculine	plural	feminine	singular			2495	accogliere	V1	accolgono	saluta	accoglie	infinitive	120	PS
objrel_that	l' amica che la sorella ama accogliere le madri	feminine	singular	feminine	singular			1264	accogliere	V2	amano	accolgono	accoglie	infinitive	121	SS
objrel_that	la studentessa che il bambino ama accogliere il padre	feminine	singular	masculine	singular			1970	accogliere	V2	amano	accolgono	accoglie	infinitive	122	SS
objrel_that	le amiche che il contadino ama accogliere la ragazza	feminine	plural	masculine	singular			756	accogliere	V2	amano	accoglie	accolgono	infinitive	123	PS
objrel_that	le attrici che il bambino ama accogliere i fratelli	feminine	plural	masculine	singular			777	accogliere	V2	amano	accoglie	accolgono	infinitive	124	PS
objrel_that	le attrici che il fratello ama accogliere le studentesse	feminine	plural	masculine	singular			785	accogliere	V2	amano	accoglie	accolgono	infinitive	125	PS
objrel_that	le sorelle che il figlio ama accogliere le madri	feminine	plural	masculine	singular			955	accogliere	V2	amano	accoglie	accolgono	infinitive	126	PS
objrel_that	i ragazzi che la bambina ama accogliere il fratello	masculine	plural	feminine	singular			2486	accogliere	V2	amano	accoglie	accolgono	infinitive	127	PS
objrel_that	gli uomini che il padre ama accogliere l' amico	masculine	plural	masculine	singular			2828	accogliere	V2	amano	accoglie	accolgono	infinitive	128	PS
objrel_that	la studentessa che la bambina attrae accogliere le ragazze	feminine	singular	feminine	singular			1481	accogliere	V2	attraggono	accolgono	accoglie	infinitive	129	SS
objrel_that	le bambine che il contadino attrae accogliere i figli	feminine	plural	masculine	singular			800	accogliere	V2	attraggono	accoglie	accolgono	infinitive	130	PS
objrel_that	le donne che l' amico attrae accogliere la bambina	feminine	plural	masculine	singular			865	accogliere	V2	attraggono	accoglie	accolgono	infinitive	131	PS
objrel_that	gli attori che la studentessa attrae accogliere i ragazzi	masculine	plural	feminine	singular			2291	accogliere	V2	attraggono	accoglie	accolgono	infinitive	132	PS
objrel_that	la madre che l' amico blocca accogliere la donna	feminine	singular	masculine	singular			1902	accogliere	V2	bloccano	accolgono	accoglie	infinitive	133	SS
objrel_that	il contadino che l' attore blocca accogliere la donna	masculine	singular	masculine	singular			3786	accogliere	V2	bloccano	accolgono	accoglie	infinitive	134	SS
objrel_that	il figlio che il fratello blocca accogliere la ragazza	masculine	singular	masculine	singular			3795	accogliere	V2	bloccano	accolgono	accoglie	infinitive	135	SS
objrel_that	l' amico che il fratello blocca accogliere gli attori	masculine	singular	masculine	singular			3891	accogliere	V2	bloccano	accolgono	accoglie	infinitive	136	SS
objrel_that	le figlie che l' amica blocca accogliere il ragazzo	feminine	plural	feminine	singular			364	accogliere	V2	bloccano	accoglie	accolgono	infinitive	137	PS
objrel_that	le madri che la figlia blocca accogliere l' attore	feminine	plural	feminine	singular			407	accogliere	V2	bloccano	accoglie	accolgono	infinitive	138	PS
objrel_that	le studentesse che la donna blocca accogliere la madre	feminine	plural	feminine	singular			481	accogliere	V2	bloccano	accoglie	accolgono	infinitive	139	PS
objrel_that	la sorella che il contadino conosce accogliere gli amici	feminine	singular	masculine	singular			1944	accogliere	V2	conoscono	accolgono	accoglie	infinitive	140	SS
objrel_that	il ragazzo che il fratello conosce accogliere i bambini	masculine	singular	masculine	singular			3870	accogliere	V2	conoscono	accolgono	accoglie	infinitive	141	SS
objrel_that	l' amico che il ragazzo conosce accogliere i bambini	masculine	singular	masculine	singular			3901	accogliere	V2	conoscono	accolgono	accoglie	infinitive	142	SS
objrel_that	le contadine che la madre conosce accogliere le attrici	feminine	plural	feminine	singular			338	accogliere	V2	conoscono	accoglie	accolgono	infinitive	143	PS
objrel_that	le studentesse che la ragazza conosce accogliere i bambini	feminine	plural	feminine	singular			495	accogliere	V2	conoscono	accoglie	accolgono	infinitive	144	PS
objrel_that	le donne che il padre conosce accogliere la ragazza	feminine	plural	masculine	singular			857	accogliere	V2	conoscono	accoglie	accolgono	infinitive	145	PS
objrel_that	le figlie che il padre conosce accogliere le amiche	feminine	plural	masculine	singular			882	accogliere	V2	conoscono	accoglie	accolgono	infinitive	146	PS
objrel_that	gli studenti che l' attrice conosce accogliere il figlio	masculine	plural	feminine	singular			2302	accogliere	V2	conoscono	accoglie	accolgono	infinitive	147	PS
objrel_that	i ragazzi che la studentessa conosce accogliere le figlie	masculine	plural	feminine	singular			2497	accogliere	V2	conoscono	accoglie	accolgono	infinitive	148	PS
objrel_that	la ragazza che la madre critica accogliere i figli	feminine	singular	feminine	singular			1447	accogliere	V2	criticano	accolgono	accoglie	infinitive	149	SS
objrel_that	la donna che il padre critica accogliere i fratelli	feminine	singular	masculine	singular			1857	accogliere	V2	criticano	accolgono	accoglie	infinitive	150	SS
objrel_that	il ragazzo che la contadina critica accogliere la figlia	masculine	singular	feminine	singular			3376	accogliere	V2	criticano	accolgono	accoglie	infinitive	151	SS
objrel_that	l' amico che la contadina critica accogliere gli studenti	masculine	singular	feminine	singular			3396	accogliere	V2	criticano	accolgono	accoglie	infinitive	152	SS
objrel_that	il figlio che l' amico critica accogliere gli attori	masculine	singular	masculine	singular			3802	accogliere	V2	criticano	accolgono	accoglie	infinitive	153	SS
objrel_that	il figlio che l' uomo critica accogliere le bambine	masculine	singular	masculine	singular			3806	accogliere	V2	criticano	accolgono	accoglie	infinitive	154	SS
objrel_that	le figlie che il padre critica accogliere l' attore	feminine	plural	masculine	singular			883	accogliere	V2	criticano	accoglie	accolgono	infinitive	155	PS
objrel_that	le sorelle che il figlio critica accogliere i padri	feminine	plural	masculine	singular			959	accogliere	V2	criticano	accoglie	accolgono	infinitive	156	PS
objrel_that	gli studenti che l' amica critica accogliere i contadini	masculine	plural	feminine	singular			2297	accogliere	V2	criticano	accoglie	accolgono	infinitive	157	PS
objrel_that	i figli che la madre critica accogliere l' attrice	masculine	plural	feminine	singular			2411	accogliere	V2	criticano	accoglie	accolgono	infinitive	158	PS
objrel_that	i fratelli che la studentessa critica accogliere il bambino	masculine	plural	feminine	singular			2454	accogliere	V2	criticano	accoglie	accolgono	infinitive	159	PS
objrel_that	i contadini che l' attore critica accogliere la ragazza	masculine	plural	masculine	singular			2896	accogliere	V2	criticano	accoglie	accolgono	infinitive	160	PS
objrel_that	l' amica che la figlia difende accogliere l' attore	feminine	singular	feminine	singular			1262	accogliere	V2	difendono	accolgono	accoglie	infinitive	161	SS
objrel_that	l' attrice che la bambina difende accogliere la studentessa	feminine	singular	feminine	singular			1276	accogliere	V2	difendono	accolgono	accoglie	infinitive	162	SS
objrel_that	la contadina che la madre difende accogliere l' uomo	feminine	singular	feminine	singular			1342	accogliere	V2	difendono	accolgono	accoglie	infinitive	163	SS
objrel_that	il padre che la bambina difende accogliere i ragazzi	masculine	singular	feminine	singular			3339	accogliere	V2	difendono	accolgono	accoglie	infinitive	164	SS
objrel_that	il ragazzo che la studentessa difende accogliere le madri	masculine	singular	feminine	singular			3391	accogliere	V2	difendono	accolgono	accoglie	infinitive	165	SS
objrel_that	l' attore che l' uomo difende accogliere i contadini	masculine	singular	masculine	singular			3935	accogliere	V2	difendono	accolgono	accoglie	infinitive	166	SS
objrel_that	le sorelle che la madre difende accogliere i bambini	feminine	plural	feminine	singular			456	accogliere	V2	difendono	accoglie	accolgono	infinitive	167	PS
objrel_that	le amiche che il ragazzo difende accogliere gli uomini	feminine	plural	masculine	singular			769	accogliere	V2	difendono	accoglie	accolgono	infinitive	168	PS
objrel_that	i contadini che la sorella difende accogliere le figlie	masculine	plural	feminine	singular			2390	accogliere	V2	difendono	accoglie	accolgono	infinitive	169	PS
objrel_that	la figlia che l' attrice evita accogliere le studentesse	feminine	singular	feminine	singular			1380	accogliere	V2	evitano	accolgono	accoglie	infinitive	170	SS
objrel_that	il figlio che il ragazzo evita accogliere le madri	masculine	singular	masculine	singular			3800	accogliere	V2	evitano	accolgono	accoglie	infinitive	171	SS
objrel_that	le figlie che la ragazza evita accogliere la contadina	feminine	plural	feminine	singular			387	accogliere	V2	evitano	accoglie	accolgono	infinitive	172	PS
objrel_that	le sorelle che la ragazza evita accogliere gli uomini	feminine	plural	feminine	singular			460	accogliere	V2	evitano	accoglie	accolgono	infinitive	173	PS
objrel_that	le ragazze che il contadino evita accogliere la madre	feminine	plural	masculine	singular			923	accogliere	V2	evitano	accoglie	accolgono	infinitive	174	PS
objrel_that	i figli che la ragazza evita accogliere gli attori	masculine	plural	feminine	singular			2418	accogliere	V2	evitano	accoglie	accolgono	infinitive	175	PS
objrel_that	il ragazzo che l' amica ferma accogliere il fratello	masculine	singular	feminine	singular			3365	accogliere	V2	fermano	accolgono	accoglie	infinitive	176	SS
objrel_that	l' amico che l' attore ferma accogliere le sorelle	masculine	singular	masculine	singular			3903	accogliere	V2	fermano	accolgono	accoglie	infinitive	177	SS
objrel_that	le amiche che la madre ferma accogliere le sorelle	feminine	plural	feminine	singular			263	accogliere	V2	fermano	accoglie	accolgono	infinitive	178	PS
objrel_that	gli amici che la contadina ferma accogliere la bambina	masculine	plural	feminine	singular			2259	accogliere	V2	fermano	accoglie	accolgono	infinitive	179	PS
objrel_that	la figlia che la contadina guarda accogliere gli studenti	feminine	singular	feminine	singular			1390	accogliere	V2	guardano	accolgono	accoglie	infinitive	180	SS
