Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
objrel_nounpp,l'_amica che il_ragazzo accanto alle_contadine fermo indica le_madri,feminine,singular,masculine,singular,feminine,plural,1768,fermo,fermano,indicano,V1,ferma,wrong_person,4116,SSP,-7,NaN,NaN,4,amica,ragazzo,contadine,fermo,indica,madri,7.88887553292818,6.16666666666667,objrel_nounpp_______SSP
embedding_mental,il_fratello dice che gli_uomini davanti alla_studentessa conosce le_bambine,masculine,singular,masculine,plural,feminine,singular,3610,conosce,dicono,conosce,V2,conoscono,num_violation,928,SPS,7,NaN,NaN,1,fratello,dice,uomini,studentessa,conosce,bambine,9.21745058994403,7.16666666666667,embedding_mental____SPS
objrel_that,il_salto che la_studentessa accoglie interrompe l'_attrice,masculine,singular,feminine,singular,NaN,NaN,3313,salto,accolgono,interrompono,N1,il figlio,abstract,6063,SS,-1,NaN,NaN,1,salto,studentessa,accoglie,interrompe,attrice,,6.44534689752525,8.2,objrel_that_________SS
objrel_that,gli_attori che lo_studente ragazze evitano la_bambina,masculine,plural,masculine,singular,NaN,NaN,2791,ragazze,criticano,evita,V1,critica,verb_noun,5907,PS,-4,NaN,NaN,4,attori,studente,ragazze,evitano,bambina,,7.77728272707643,7,objrel_that_________PS
embedding_mental_SR,le_figlie dichiarano che la_ragazza salutano le_donne,feminine,plural,feminine,singular,NaN,NaN,377,salutano,dichiara,salutano,V2,saluta,num_violation,3834,PS,5,NaN,NaN,3,figlie,dichiarano,ragazza,salutano,donne,,7.52465475391109,7.2,embedding_mental_SR_PS
objrel_nounpp,i_bambini che il_figlio accanto alla_sorella blocca osservano i_contadini,masculine,plural,masculine,singular,feminine,singular,2210,NaN,bloccano,osserva,NaN,NaN,acceptable,2210,PSS,0,NaN,NaN,5,bambini,figlio,sorella,blocca,osservano,contadini,8.17954453336281,7.33333333333333,objrel_nounpp_______PSS
embedding_mental_SR,i_padri dichiarano che la_contadina difendi i_figli,masculine,plural,feminine,singular,NaN,NaN,2450,difendi,dichiara,difendono,V2,difende,wrong_person,1663,PS,-5,NaN,NaN,5,padri,dichiarano,contadina,difendi,figli,,6.42802140726619,7.2,embedding_mental_SR_PS
objrel_nounpp,la_studentessa che la_figlia vicino alla_contadina ricorda incontrano l'_attrice,feminine,singular,feminine,singular,feminine,singular,1384,incontrano,ricordano,incontrano,V2,incontra,num_violation,5570,SSS,8,NaN,NaN,4,studentessa,figlia,contadina,ricorda,incontrano,attrice,7.42624081614224,8.33333333333333,objrel_nounpp_______SSS
objrel_nounpp,i_bambini che i_fratelli davanti alle_studentesse salutano evitano gli_uomini,masculine,plural,masculine,plural,feminine,plural,3228,NaN,saluta,evita,NaN,NaN,acceptable,3228,PPP,0,NaN,NaN,2,bambini,fratelli,studentesse,salutano,evitano,uomini,7.32034759001581,7.83333333333333,objrel_nounpp_______PPP
objrel_nounpp,il_padre che i_ragazzi vicino ai_contadini amano guarda la_madre,masculine,singular,masculine,plural,masculine,plural,1237,NaN,ama,guardano,NaN,NaN,acceptable,1237,SPP,0,NaN,NaN,3,padre,ragazzi,contadini,amano,guarda,madre,9.70818370328124,6.16666666666667,objrel_nounpp_______SPP
objrel_nounpp,le_studentesse che le_antipatie dietro alle_contadine ricordano difendono i_padri,feminine,plural,feminine,plural,feminine,plural,61,antipatie,ricorda,difende,N2,leattrici,abstract,821,PPP,-3,NaN,NaN,3,studentesse,antipatie,contadine,ricordano,difendono,padri,4.79392856299901,8.66666666666667,objrel_nounpp_______PPP
embedding_mental_SR,le_ragazze dichiarano che l'_amica attraggono il_figlio,feminine,plural,feminine,singular,NaN,NaN,428,attraggono,dichiara,attraggono,V2,attrae,num_violation,720,PS,5,NaN,NaN,2,ragazze,dichiarano,amica,attraggono,figlio,,7.89900724083621,7.6,embedding_mental_SR_PS
embedding_mental,gli_studenti dicono che i_contadini accanto alla_sorella ignora gli_uomini,masculine,plural,masculine,plural,feminine,singular,2605,ignora,dice,ignora,V2,ignorano,num_violation,2611,PPS,7,NaN,NaN,4,studenti,dicono,contadini,sorella,ignora,uomini,8.43054973427131,7,embedding_mental____PPS
objrel_nounpp,le_amiche che la_figlia davanti al_padre difendere fermano le_attrici,feminine,plural,feminine,singular,masculine,singular,446,difendere,difendono,ferma,V1,difende,infinitive,2914,PSS,-7,NaN,NaN,2,amiche,figlia,padre,difendere,fermano,attrici,8.06060405175744,6.66666666666667,objrel_nounpp_______PSS
embedding_mental,gli_attori dichiarano che le_bambine vicino al_padre osservano lo_studente,masculine,plural,feminine,plural,masculine,singular,3059,NaN,dichiara,osserva,NaN,NaN,acceptable,3059,PPS,0,NaN,NaN,2,attori,dichiarano,bambine,padre,osservano,studente,7.27978141967896,7.5,embedding_mental____PPS
objrel_that,il_ragazzo che le_sorelle accolgono attrae la_figlia,masculine,singular,feminine,plural,NaN,NaN,1279,NaN,accoglie,attraggono,NaN,NaN,acceptable,1279,SP,0,NaN,NaN,5,ragazzo,sorelle,accolgono,attrae,figlia,,7.52257010085548,7,objrel_that_________SP
objrel_nounpp,i_bambini che le_figlie davanti ai_fratelli osserva indicano i_padri,masculine,plural,feminine,plural,masculine,plural,2164,osserva,osserva,indica,V1,osservano,num_violation,6840,PPP,7,NaN,NaN,5,bambini,figlie,fratelli,osserva,indicano,padri,7.80056866505049,6.83333333333333,objrel_nounpp_______PPP
embedding_mental,le_figlie dichiarano che l'_attore vicino alla_madre difende la_ragazza,feminine,plural,masculine,singular,feminine,singular,2400,NaN,dichiara,difendono,NaN,NaN,acceptable,2400,PSS,0,NaN,NaN,1,figlie,dichiarano,attore,madre,difende,ragazza,7.89488755025509,6.83333333333333,embedding_mental____PSS
embedding_mental,il_ragazzo dichiara che i_fratelli vicino all'_attrice studente la_donna,masculine,singular,masculine,plural,feminine,singular,3626,studente,dichiarano,guarda,V2,guardano,verb_noun,3437,SPS,-7,NaN,NaN,5,ragazzo,dichiara,fratelli,attrice,studente,donna,8.62914515817864,7.16666666666667,embedding_mental____SPS
embedding_mental_SR,le_studentesse ricordano che i_figli accoglie la_sorella,feminine,plural,masculine,plural,NaN,NaN,744,accoglie,ricorda,accoglie,V2,accolgono,num_violation,100,PP,5,NaN,NaN,3,studentesse,ricordano,figli,accoglie,sorella,,7.21014238333007,8,embedding_mental_SR_PP
objrel_nounpp,gli_orologi che i_figli accanto alle_ragazze salutano difendono le_sorelle,masculine,plural,masculine,plural,feminine,plural,2525,glorologi,saluta,difende,N1,gli attori,inanimate,1707,PPP,-1,NaN,NaN,3,orologi,figli,ragazze,salutano,difendono,sorelle,7.18607889037685,7.16666666666667,objrel_nounpp_______PPP
objrel_that,l'_uomo che la_contadina attrae bloccano le_donne,masculine,singular,feminine,singular,NaN,NaN,3456,bloccano,attraggono,bloccano,V2,blocca,num_violation,1608,SS,5,NaN,NaN,2,uomo,contadina,attrae,bloccano,donne,,7.28637023079199,6.4,objrel_that_________SS
objrel_that,la_contadina che i_fratelli difendono interrompe le_figlie,feminine,singular,masculine,plural,NaN,NaN,1589,NaN,difende,interrompono,NaN,NaN,acceptable,1589,SP,0,NaN,NaN,5,contadina,fratelli,difendono,interrompe,figlie,,6.14777689563513,8.4,objrel_that_________SP
objrel_nounpp,lo_studente che le_madri davanti agli_uomini evitano accoglie il_ragazzo,masculine,singular,feminine,plural,masculine,plural,2008,NaN,evita,accolgono,NaN,NaN,acceptable,2008,SPP,0,NaN,NaN,2,studente,madri,uomini,evitano,accoglie,ragazzo,7.51387079183873,6.83333333333333,objrel_nounpp_______SPP
objrel_nounpp,gli_uomini che le_madri davanti alla_contadina fermano bloccano la_studentessa,masculine,plural,feminine,plural,feminine,singular,3202,NaN,ferma,blocca,NaN,NaN,acceptable,3202,PPS,0,NaN,NaN,1,uomini,madri,contadina,fermano,bloccano,studentessa,6.70057599276309,7.66666666666667,objrel_nounpp_______PPS
objrel_that,la_contadina che le_bambine ricordano accoglie le_studentesse,feminine,singular,feminine,plural,NaN,NaN,1602,NaN,ricorda,accolgono,NaN,NaN,acceptable,1602,SP,0,NaN,NaN,3,contadina,bambine,ricordano,accoglie,studentesse,,5.77511570593934,8.8,objrel_that_________SP
objrel_that,il_padre che la_bambina incontri ricorda lo_studente,masculine,singular,feminine,singular,NaN,NaN,3340,incontri,interrompono,ricordano,V1,interrompe,wrong_person,6303,SS,-4,NaN,NaN,5,padre,bambina,incontri,ricorda,studente,,9.04542755569886,7,objrel_that_________SS
objrel_nounpp,le_attrici che le_sorelle vicino all'_amica ricordano indicano gli_studenti,feminine,plural,feminine,plural,feminine,singular,3622,NaN,ricorda,indica,NaN,NaN,acceptable,3622,PPS,0,NaN,NaN,3,attrici,sorelle,amica,ricordano,indicano,studenti,7.37685804168487,7.33333333333333,objrel_nounpp_______PPS
objrel_that,le_attrici che l'_amico guarda accoglie i_bambini,feminine,plural,masculine,singular,NaN,NaN,794,accoglie,guardano,accoglie,V2,accolgono,num_violation,35,PS,5,NaN,NaN,3,attrici,amico,guarda,accoglie,bambini,,8.47270820386396,6.6,objrel_that_________PS
objrel_nounpp,le_sorelle che le_contadine accanto al_ragazzo difendono conoscono i_figli,feminine,plural,feminine,plural,masculine,singular,3964,NaN,difende,conosce,NaN,NaN,acceptable,3964,PPS,0,NaN,NaN,1,sorelle,contadine,ragazzo,difendono,conoscono,figli,7.32011186400072,7.66666666666667,objrel_nounpp_______PPS
objrel_that,il_ragazzo che le_contadine indicano saluta gli_studenti,masculine,singular,feminine,plural,NaN,NaN,1270,NaN,indica,salutano,NaN,NaN,acceptable,1270,SP,0,NaN,NaN,3,ragazzo,contadine,indicano,saluta,studenti,,7.31268878015213,7.6,objrel_that_________SP
embedding_mental,i_bambini dicono che i_figli davanti alla_studentessa accoglie i_padri,masculine,plural,masculine,plural,feminine,singular,2617,accoglie,dice,accoglie,V2,accolgono,num_violation,67,PPS,7,NaN,NaN,1,bambini,dicono,figli,studentessa,accoglie,padri,8.01219919369984,7,embedding_mental____PPS
objrel_nounpp,la_donna che le_figlie accanto al_ragazzo conoscono saluta la_sorella,feminine,singular,feminine,plural,masculine,singular,1684,NaN,conosce,salutano,NaN,NaN,acceptable,1684,SPS,0,NaN,NaN,4,donna,figlie,ragazzo,conoscono,saluta,sorella,8.91453741363,6.66666666666667,objrel_nounpp_______SPS
objrel_that,il_ragazzo che le_amiche conoscono ricorda gli_studenti,masculine,singular,feminine,plural,NaN,NaN,1263,NaN,conosce,ricordano,NaN,NaN,acceptable,1263,SP,0,NaN,NaN,2,ragazzo,amiche,conoscono,ricorda,studenti,,8.72846190183078,7.4,objrel_that_________SP
embedding_mental,il_ragazzo ricorda che il_bambino accanto all'_amico ferma i_figli,masculine,singular,masculine,singular,masculine,singular,125,NaN,ricordano,fermano,NaN,NaN,acceptable,125,SSS,0,NaN,NaN,1,ragazzo,ricorda,bambino,amico,ferma,figli,10.0258287112742,6,embedding_mental____SSS
objrel_nounpp,le_donne che gli_studenti dietro alle_madri incontrano difendiamo le_ragazze,feminine,plural,masculine,plural,feminine,plural,537,difendiamo,incontra,difende,V2,difendono,wrong_person,3150,PPP,-8,NaN,NaN,3,donne,studenti,madri,incontrano,difendiamo,ragazze,7.57469864958926,7.5,objrel_nounpp_______PPP
objrel_that,le_bambine che il_fratello guarda ignora i_figli,feminine,plural,masculine,singular,NaN,NaN,808,ignora,guardano,ignora,V2,ignorano,num_violation,4773,PS,5,NaN,NaN,4,bambine,fratello,guarda,ignora,figli,,8.87267503586075,6.4,objrel_that_________PS
embedding_mental,gli_studenti ricordano che l'_uomo davanti al_figlio guarda la_contadina,masculine,plural,masculine,singular,masculine,singular,2093,NaN,ricorda,guardano,NaN,NaN,acceptable,2093,PSS,0,NaN,NaN,5,studenti,ricordano,uomo,figlio,guarda,contadina,8.71994338350188,7,embedding_mental____PSS
embedding_mental,le_attrici ricordano che i_padri dietro alle_ragazze fermate i_figli,feminine,plural,masculine,plural,feminine,plural,520,fermate,ricorda,ferma,V2,fermano,wrong_person,2038,PPP,-7,NaN,NaN,4,attrici,ricordano,padri,ragazze,fermate,figli,7.63126136514648,6.66666666666667,embedding_mental____PPP
embedding_mental_SR,l'_attore ricorda che i_figli interrompono il_padre,masculine,singular,masculine,plural,NaN,NaN,1449,NaN,ricordano,interrompe,NaN,NaN,acceptable,1449,SP,0,NaN,NaN,4,attore,ricorda,figli,interrompono,padre,,8.38115651856556,7,embedding_mental_SR_SP
objrel_nounpp,le_studentesse che il_bambino vicino all'_amico salutano accolgono le_contadine,feminine,plural,masculine,singular,masculine,singular,1000,salutano,salutano,accoglie,V1,saluta,num_violation,7713,PSS,7,NaN,NaN,1,studentesse,bambino,amico,salutano,accolgono,contadine,6.4988540916075,8.16666666666667,objrel_nounpp_______PSS
objrel_nounpp,i_ragazzi che i_padri vicino alla_sorella conosce evitano l'_attrice,masculine,plural,masculine,plural,feminine,singular,2646,conosce,conosce,evita,V1,conoscono,num_violation,2018,PPS,7,NaN,NaN,4,ragazzi,padri,sorella,conosce,evitano,attrice,8.18557009113813,6.66666666666667,objrel_nounpp_______PPS
objrel_that,le_figlie che il_padre amico accolgono le_amiche,feminine,plural,masculine,singular,NaN,NaN,882,amico,conoscono,accoglie,V1,conosce,verb_noun,629,PS,-4,NaN,NaN,2,figlie,padre,amico,accolgono,amiche,,8.36961545192351,6.2,objrel_that_________PS
embedding_mental,la_figlia dichiara che l'_amica accanto alla_studentessa bambini gli_attori,feminine,singular,feminine,singular,feminine,singular,1357,bambini,dichiarano,salutano,V2,saluta,verb_noun,1015,SSS,-7,NaN,NaN,4,figlia,dichiara,amica,studentessa,bambini,attori,8.39277343074807,7.16666666666667,embedding_mental____SSS
objrel_nounpp,il_bambino che le_amiche davanti al_fratello ricorda ferma il_ragazzo,masculine,singular,feminine,plural,masculine,singular,3214,ricorda,ricorda,fermano,V1,ricordano,num_violation,7255,SPS,7,NaN,NaN,2,bambino,amiche,fratello,ricorda,ferma,ragazzo,9.59263690005728,6.66666666666667,objrel_nounpp_______SPS
objrel_nounpp,le_madri che le_ragazze davanti alle_contadine ricordare ignorano la_sorella,feminine,plural,feminine,plural,feminine,plural,46,ricordare,ricorda,ignora,V1,ricordano,infinitive,7558,PPP,-7,NaN,NaN,1,madri,ragazze,contadine,ricordare,ignorano,sorella,7.21487305814783,7.5,objrel_nounpp_______PPP
embedding_mental,i_ragazzi dichiarano che le_bambine vicino alla_madre interrompere l'_amico,masculine,plural,feminine,plural,feminine,singular,2138,interrompere,dichiara,interrompe,V2,interrompono,infinitive,3511,PPS,-7,NaN,NaN,4,ragazzi,dichiarano,bambine,madre,interrompere,amico,8.81831667882734,7.66666666666667,embedding_mental____PPS
objrel_nounpp,le_sorelle che le_contadine accanto al_ragazzo difende conoscono i_figli,feminine,plural,feminine,plural,masculine,singular,235,difende,difende,conosce,V1,difendono,num_violation,2955,PPS,7,NaN,NaN,3,sorelle,contadine,ragazzo,difende,conoscono,figli,7.48732888214468,7.33333333333333,objrel_nounpp_______PPS
