Sentence,Sentence_Type,condition,slide,Element_changed,Violation_Type
i_bambini dicono che i_figli davanti alla_studentessa accoglie i_padri,embedding_mental,PPS,7,V2,num_violation
la_donna che le_figlie accanto al_ragazzo conoscono saluta la_sorella,objrel_nounpp,SPS,0,NaN,acceptable
il_ragazzo che le_amiche conoscono ricorda gli_studenti,objrel_that,SP,0,NaN,acceptable
il_ragazzo ricorda che il_bambino accanto all'_amico ferma i_figli,embedding_mental,SSS,0,NaN,acceptable
le_donne che gli_studenti dietro alle_madri incontrano difendiamo le_ragazze,objrel_nounpp,PPP,-8,V2,wrong_person
le_bambine che il_fratello guarda ignora i_figli,objrel_that,PS,5,V2,num_violation
gli_studenti ricordano che l'_uomo davanti al_figlio guarda la_contadina,embedding_mental,PSS,0,NaN,acceptable
le_attrici ricordano che i_padri dietro alle_ragazze fermate i_figli,embedding_mental,PPP,-7,V2,wrong_person
l'_attore ricorda che i_figli interrompono il_padre,embedding_mental_SR,SP,0,NaN,acceptable
le_studentesse che il_bambino vicino all'_amico salutano accolgono le_contadine,objrel_nounpp,PSS,7,V1,num_violation
i_ragazzi che i_padri vicino alla_sorella conosce evitano l'_attrice,objrel_nounpp,PPS,7,V1,num_violation
le_figlie che il_padre amico accolgono le_amiche,objrel_that,PS,-4,V1,verb_noun
la_figlia dichiara che l'_amica accanto alla_studentessa bambini gli_attori,embedding_mental,SSS,-7,V2,verb_noun
il_bambino che le_amiche davanti al_fratello ricorda ferma il_ragazzo,objrel_nounpp,SPS,7,V1,num_violation
le_madri che le_ragazze davanti alle_contadine ricordare ignorano la_sorella,objrel_nounpp,PPP,-7,V1,infinitive
i_ragazzi dichiarano che le_bambine vicino alla_madre interrompere l'_amico,embedding_mental,PPS,-7,V2,infinitive
le_sorelle che le_contadine accanto al_ragazzo difende conoscono i_figli,objrel_nounpp,PPS,7,V1,num_violation
l'_attore dice che il_figlio indicano le_donne,embedding_mental_SR,SS,5,V2,num_violation
i_fratelli che gli_uomini davanti alle_studentesse amiamo ricordano le_bambine,objrel_nounpp,PPP,-7,V1,wrong_person
la_donna che le_madri vicino all'_attore evitano guardare le_contadine,objrel_nounpp,SPS,-8,V2,infinitive
il_bambino dice che il_sedile dietro alle_madri evitano le_amiche,embedding_mental,SPP,-4,N2,inanimate
le_sorelle che il_figlio incontra ricordare l'_amico,objrel_that,PS,-5,V2,infinitive
la_bambina dice che il_ragazzo fratello l'_attore,embedding_mental_SR,SS,-5,V2,verb_noun
i_figli che la_bambina vicino al_padre critica incontra la_studentessa,objrel_nounpp,PSS,8,V2,num_violation
le_figlie che la_ragazza vicino alla_madre guarda evitano le_studentesse,objrel_nounpp,PSS,0,NaN,acceptable
la_contadina che le_amiche ragazzi blocca il_fratello,objrel_that,SP,-4,V1,verb_noun
l'_amica ricorda che i_fratelli dietro agli_studenti bloccate le_contadine,embedding_mental,SPP,-7,V2,wrong_person
i_fratelli ricordano che le_contadine interrompere il_figlio,embedding_mental_SR,PP,-5,V2,infinitive
l'_amico che l'_uomo accanto alla_ragazza difendere attrae il_contadino,objrel_nounpp,SSS,-7,V1,infinitive
la_madre che le_amiche accanto al_contadino attraggono conosce il_bambino,objrel_nounpp,SPS,0,NaN,acceptable
i_figli dicono che il_fratello dietro agli_attori ama il_contadino,embedding_mental,PSP,0,NaN,acceptable
gli_studenti dicono che la_ragazza critica le_bambine,embedding_mental_SR,PS,0,NaN,acceptable
il_ragazzo che la_studentessa attrae difendono il_padre,objrel_that,SS,5,V2,num_violation
l'_attore ricorda che l'_amico accanto ai_bambini sorella lo_studente,embedding_mental,SSP,-7,V2,verb_noun
le_amiche ricordano che i_padri dietro al_figlio attrae le_contadine,embedding_mental,PPS,7,V2,num_violation
i_ragazzi che i_fratelli vicino agli_amici evitano madre le_attrici,objrel_nounpp,PPP,-8,V2,verb_noun
l'_attore che l'_amica davanti alle_studentesse osserva bambino il_figlio,objrel_nounpp,SSP,-8,V2,verb_noun
la_bambina dichiara che l'_attrice accanto agli_uomini accolgo il_ragazzo,embedding_mental,SSP,-7,V2,wrong_person
le_studentesse dichiarano che il_ragazzo vicino alle_sorelle critica gli_uomini,embedding_mental,PSP,0,NaN,acceptable
i_quaderni che i_figli dietro al_contadino criticano ricordano la_bambina,objrel_nounpp,PPS,-1,N1,inanimate
l'_uomo dichiara che le_figlie accanto alla_bambina guardano i_ragazzi,embedding_mental,SPS,0,NaN,acceptable
le_bambine che la_donna vicino ai_ragazzi saluta guardano i_padri,objrel_nounpp,PSP,0,NaN,acceptable
i_padri che le_donne davanti alla_figlia osservano amano gli_amici,objrel_nounpp,PPS,0,NaN,acceptable
la_donna che l'_amica dietro alle_figlie ama ricorda la_bambina,objrel_nounpp,SSP,0,NaN,acceptable
le_attrici che la_donna accogli bloccano il_fratello,objrel_that,PS,-4,V1,wrong_person
la_madre che le_amiche vicino ai_bambini indicano ricorda le_sorelle,objrel_nounpp,SPP,0,NaN,acceptable
l'_amica dice che l'_uomo accanto alle_ragazze saluta la_figlia,embedding_mental,SSP,0,NaN,acceptable
il_ragazzo che l'_amica vicino alla_figlia indica evito i_bambini,objrel_nounpp,SSS,-8,V2,wrong_person
le_donne che l'_amico attrae figlio la_bambina,objrel_that,PS,-5,V2,verb_noun
lo_studente ricorda che l'_uomo amano la_donna,embedding_mental_SR,SS,5,V2,num_violation
le_ragazze ricordano che la_studentessa vicino agli_attori osservano le_figlie,embedding_mental,PSP,7,V2,num_violation
i_bambini che il_figlio saluta attrici il_ragazzo,objrel_that,PS,-5,V2,verb_noun
la_bambina che la_contadina attrici ama il_figlio,objrel_that,SS,-4,V1,verb_noun
il_ragazzo che gli_studenti dietro alle_sorelle attraggono figli l'_amica,objrel_nounpp,SPP,-8,V2,verb_noun
il_fratello che le_contadine vicino agli_attori ricordano critica l'_amico,objrel_nounpp,SPP,0,NaN,acceptable
i_padri dicono che le_attrici vicino agli_amici guardiamo le_madri,embedding_mental,PPP,-7,V2,wrong_person
le_studentesse ricordano che le_ragazze davanti ai_bambini conosce l'_amico,embedding_mental,PPP,7,V2,num_violation
il_bambino che il_contadino osservano evita le_amiche,objrel_that,SS,4,V1,num_violation
le_amiche che le_madri osservano indicano le_donne,objrel_that,PP,0,NaN,acceptable
la_madre dice che i_bambini vicino ai_ragazzi accolgono le_attrici,embedding_mental,SPP,0,NaN,acceptable
le_attrici che il_padre vicino ai_contadini blocca evita le_figlie,objrel_nounpp,PSP,8,V2,num_violation
le_contadine che la_bambina guarda indicano le_madri,objrel_that,PS,0,NaN,acceptable
le_attrici che il_fratello osservano ignorano il_bambino,objrel_that,PS,4,V1,num_violation
l'_antipatia dichiara che il_ragazzo evita l'_attrice,embedding_mental_SR,SS,-1,N1,abstract
il_contadino che la_studentessa dietro ai_bambini osservano ama i_fratelli,objrel_nounpp,SSP,7,V1,num_violation
gli_uomini che l'_attrice davanti ai_fratelli interrompe accolgono lo_studente,objrel_nounpp,PSP,0,NaN,acceptable
le_amiche che le_studentesse dietro agli_attori conoscono osservano le_donne,objrel_nounpp,PPP,0,NaN,acceptable
la_studentessa dice che i_bambini interrompe la_figlia,embedding_mental_SR,SP,5,V2,num_violation
il_dolore che i_contadini vicino alle_figlie conoscono attrae l'_amico,objrel_nounpp,SPP,-1,N1,abstract
il_ragazzo che le_donne attrae ferma le_madri,objrel_that,SP,4,V1,num_violation
la_contadina ricorda che i_padri dietro agli_uomini osservano i_figli,embedding_mental,SPP,0,NaN,acceptable
le_studentesse dicono che l'_amico dietro alle_madri accolgono la_ragazza,embedding_mental,PSP,7,V2,num_violation
i_padri che la_figlia accanto agli_studenti indica difendono l'_attrice,objrel_nounpp,PSP,0,NaN,acceptable
i_contadini che la_figlia blocca attraggono l'_amica,objrel_that,PS,0,NaN,acceptable
le_ragazze che lo_studente vicino alla_sorella ignorano bloccano la_madre,objrel_nounpp,PSS,7,V1,num_violation
la_bambina che gli_uomini vicino alle_studentesse attraggono fermano le_amiche,objrel_nounpp,SPP,8,V2,num_violation
il_padre ricorda che i_contadini vicino alle_studentesse difendete le_bambine,embedding_mental,SPP,-7,V2,wrong_person
la_ragazza che le_attrici accanto agli_amici incontrano ricorda le_contadine,objrel_nounpp,SPP,0,NaN,acceptable
il_padre ricorda che i_ragazzi vicino ai_figli interrompono i_fratelli,embedding_mental,SPP,0,NaN,acceptable
le_figlie che i_ragazzi dietro all'_attore ignorano osserva la_studentessa,objrel_nounpp,PPS,8,V2,num_violation
l'_attore ricorda che la_studentessa accanto alle_amiche guarda la_sorella,embedding_mental,SSP,0,NaN,acceptable
l'_amico che le_sorelle vicino al_padre indicate ama la_ragazza,objrel_nounpp,SPS,-7,V1,wrong_person
il_figlio che gli_amici davanti all'_uomo osservano ferma la_ragazza,objrel_nounpp,SPS,0,NaN,acceptable
il_fratello che lo_studente accanto al_figlio osservano difende la_ragazza,objrel_nounpp,SSS,7,V1,num_violation
il_salto dichiara che la_donna conosce le_madri,embedding_mental_SR,SS,-1,N1,abstract
i_fratelli che la_studentessa accanto all'_amica indicano salutano la_contadina,objrel_nounpp,PSS,7,V1,num_violation
lo_studente che il_fratello davanti alle_bambine attrae indica l'_amica,objrel_nounpp,SSP,0,NaN,acceptable
gli_uomini che gli_studenti accanto alla_figlia indicano guarda il_contadino,objrel_nounpp,PPS,8,V2,num_violation
il_figlio che i_contadini ricordano interrompe la_madre,objrel_that,SP,0,NaN,acceptable
la_sorella dichiara che la_ginnastica dietro all'_amica attraggono i_padri,embedding_mental,SPS,-4,N2,abstract
la_figlia che gli_studenti criticano accoglie le_amiche,objrel_that,SP,0,NaN,acceptable
i_salti dicono che le_donne interrompono la_contadina,embedding_mental_SR,PP,-1,N1,abstract
gli_attori dichiarano che il_ragazzo ignorare i_figli,embedding_mental_SR,PS,-5,V2,infinitive
la_contadina che i_padri ricordano amano l'_amica,objrel_that,SP,5,V2,num_violation
la_madre che il_bambino blocca fermano il_padre,objrel_that,SS,5,V2,num_violation
le_attrici ricordano che la_donna incontrano la_madre,embedding_mental_SR,PS,5,V2,num_violation
i_fratelli che la_studentessa davanti al_contadino attrae bloccano il_figlio,objrel_nounpp,PSS,0,NaN,acceptable
i_fratelli che i_contadini vicino ai_bambini osservano ama il_padre,objrel_nounpp,PPP,8,V2,num_violation
le_amiche che le_sedie davanti alle_donne evitano osservano la_contadina,objrel_nounpp,PPP,-3,N2,inanimate
il_sedile che l'_amico osserva guarda le_donne,objrel_that,SS,-1,N1,inanimate
le_penne che le_contadine vicino alla_madre evitano bloccano gli_studenti,objrel_nounpp,PPS,-1,N1,inanimate
gli_uomini che il_padre ama accolgono l'_amico,objrel_that,PS,0,NaN,acceptable
le_contadine ricordano che le_bambine difende i_figli,embedding_mental_SR,PP,5,V2,num_violation
le_ragazze che gli_attori vicino al_contadino fermano salutare le_madri,objrel_nounpp,PPS,-8,V2,infinitive
i_figli che il_ragazzo accanto ai_padri conosce ignorano l'_amico,objrel_nounpp,PSP,0,NaN,acceptable
le_ragazze ricordano che le_studentesse davanti alla_sorella indica i_fratelli,embedding_mental,PPS,7,V2,num_violation
il_fratello che l'_attrice vicino all'_uomo difende critica le_figlie,objrel_nounpp,SSS,0,NaN,acceptable
la_contadina che i_fratelli accanto alla_donna bambina saluta gli_amici,objrel_nounpp,SPS,-7,V1,verb_noun
il_fratello che gli_amici davanti ai_contadini sogna incontra l'_attore,objrel_nounpp,SPP,7,V1,num_violation
l'_amica ricorda che le_bambine accanto ai_figli interrompe i_fratelli,embedding_mental,SPP,7,V2,num_violation
le_figlie che la_ragazza vicino all'_uomo interrompe evitano la_donna,objrel_nounpp,PSS,0,NaN,acceptable
le_attrici ricordano che gli_uomini vicino ai_bambini fratello l'_amica,embedding_mental,PPP,-7,V2,verb_noun
il_bambino che la_contadina conoscono guarda le_studentesse,objrel_that,SS,4,V1,num_violation
i_fratelli che le_ragazze vicino agli_amici ignorano evitano le_figlie,objrel_nounpp,PPP,0,NaN,acceptable
il_ragazzo che i_figli dietro alla_madre evitiamo saluta gli_uomini,objrel_nounpp,SPS,-7,V1,wrong_person
le_sorelle che il_padre saluta ignorano il_contadino,objrel_that,PS,0,NaN,acceptable
la_madre dichiara che i_ragazzi accanto alla_bambina attraggono il_padre,embedding_mental,SPS,0,NaN,acceptable
gli_amici ricordano che l'_uomo bambino gli_attori,embedding_mental_SR,PS,-5,V2,verb_noun
i_contadini che la_figlia vicino ai_fratelli difende salutare gli_studenti,objrel_nounpp,PSP,-8,V2,infinitive
la_studentessa dice che la_madre davanti alla_bambina attraggono l'_uomo,embedding_mental,SSS,7,V2,num_violation
i_figli che gli_attori interrompe ignorano la_contadina,objrel_that,PP,4,V1,num_violation
i_ragazzi che i_fratelli vicino alle_contadine difendono interrompe il_bambino,objrel_nounpp,PPP,8,V2,num_violation
i_fratelli dicono che gli_amici vicino ai_bambini_padri le_madri,embedding_mental,PPP,-7,V2,verb_noun
l'_uomo che il_sedile accanto alle_sorelle ignora evita le_bambine,objrel_nounpp,SSP,-3,N2,inanimate
l'_amica che i_figli dietro alla_contadina accoglie guarda le_sorelle,objrel_nounpp,SPS,7,V1,num_violation
il_bambino che il_padre vicino all'_amica difende osservano i_figli,objrel_nounpp,SSS,8,V2,num_violation
le_sorelle che il_contadino accanto alle_ragazze ama bloccano gli_studenti,objrel_nounpp,PSP,0,NaN,acceptable
la_figlia che il_padre vicino alla_contadina guarda evita le_attrici,objrel_nounpp,SSS,0,NaN,acceptable
i_figli dicono che le_ragazze critichiamo i_contadini,embedding_mental_SR,PP,-5,V2,wrong_person
gli_attori che i_padri vicino al_contadino amano ragazze la_studentessa,objrel_nounpp,PPS,-8,V2,verb_noun
i_contadini ricordano che gli_uomini ignora il_figlio,embedding_mental_SR,PP,5,V2,num_violation
le_donne ricordano che il_padre attrae lo_studente,embedding_mental_SR,PS,0,NaN,acceptable
il_bambino dice che la_ragazza vicino agli_attori indicano le_contadine,embedding_mental,SSP,7,V2,num_violation
l'_amica dice che le_donne davanti alla_bambina ignora il_contadino,embedding_mental,SPS,7,V2,num_violation
l'_attrice dichiara che il_contadino accanto alla_madre conoscono gli_uomini,embedding_mental,SSS,7,V2,num_violation
i_fratelli che l'_amico osserva attrae la_bambina,objrel_that,PS,5,V2,num_violation
i_figli che lo_studente incontra evitano le_contadine,objrel_that,PS,0,NaN,acceptable
gli_studenti che i_ragazzi osservano sogni il_figlio,objrel_that,PP,-5,V2,wrong_person
le_bambine dichiarano che le_contadine accanto al_figlio indicano le_donne,embedding_mental,PPS,0,NaN,acceptable
le_donne che l'_amica vicino alle_contadine ricordano salutano l'_uomo,objrel_nounpp,PSP,7,V1,num_violation
i_fratelli dichiarano che le_attrici accanto ai_contadini attraiamo i_bambini,embedding_mental,PPP,-7,V2,wrong_person
gli_studenti che la_sorella critica bambini la_donna,objrel_that,PS,-5,V2,verb_noun
i_figli che le_donne vicino alla_madre ignora conoscono la_ragazza,objrel_nounpp,PPS,7,V1,num_violation
l'_attore che le_bambine davanti alle_donne attraggono incontra il_padre,objrel_nounpp,SPP,0,NaN,acceptable
la_studentessa che l'_amica saluta critica la_donna,objrel_that,SS,0,NaN,acceptable
la_figlia che gli_uomini accanto ai_ragazzi osservano fermo l'_amica,objrel_nounpp,SPP,-8,V2,wrong_person
i_ragazzi dicono che la_bambina accanto all'_attrice indica le_madri,embedding_mental,PSS,0,NaN,acceptable
le_figlie ricordano che i_ragazzi ignorano le_contadine,embedding_mental_SR,PP,0,NaN,acceptable
i_figli che i_fratelli accanto all'_attrice amano ignorano l'_amico,objrel_nounpp,PPS,0,NaN,acceptable
gli_amici dicono che le_contadine dietro alle_figlie guardare la_sorella,embedding_mental,PPP,-7,V2,infinitive
le_amiche che la_figlia interrompe salutano le_sorelle,objrel_that,PS,0,NaN,acceptable
i_bambini che le_studentesse dietro al_figlio ragazzi interrompono il_contadino,objrel_nounpp,PPS,-7,V1,verb_noun
le_ragazze che le_bambine ferma osservano la_sorella,objrel_that,PP,4,V1,num_violation
il_bambino che le_madri fermate critica il_padre,objrel_that,SP,-4,V1,wrong_person
la_bambina che le_amiche criticano ricorda le_donne,objrel_that,SP,0,NaN,acceptable
l'_uomo che il_contadino vicino agli_studenti saluta ricorda l'_attore,objrel_nounpp,SSP,0,NaN,acceptable
la_donna che il_padre accanto all'_amico ignorano ricorda le_madri,objrel_nounpp,SSS,7,V1,num_violation
i_ragazzi dicono che l'_attore attrai l'_amica,embedding_mental_SR,PS,-5,V2,wrong_person
l'_amico dice che la_sorella conosce le_madri,embedding_mental_SR,SS,0,NaN,acceptable
le_filosofie dichiarano che le_amiche attraggono le_donne,embedding_mental_SR,PP,-1,N1,abstract
il_bambino che la_figlia accanto al_ragazzo interrompe ferma le_donne,objrel_nounpp,SSS,0,NaN,acceptable
la_donna che le_figlie conoscono criticano le_ragazze,objrel_that,SP,5,V2,num_violation
l'_amico che le_bambine davanti al_ragazzo ignorano indicano la_sorella,objrel_nounpp,SPS,8,V2,num_violation
la_contadina dice che le_attrici incontrano l'_amico,embedding_mental_SR,SP,0,NaN,acceptable
le_sorelle che il_padre davanti all'_attore difendono ricordano gli_uomini,objrel_nounpp,PSS,7,V1,num_violation
la_donna che le_ragazze difendono dichiaro l'_attore,objrel_that,SP,-5,V2,wrong_person
le_sorelle che la_bambina dietro all'_amica attrae difendono le_studentesse,objrel_nounpp,PSS,0,NaN,acceptable
il_padre che gli_uomini accanto alle_figlie amano incontrano la_ragazza,objrel_nounpp,SPP,8,V2,num_violation
le_figlie che le_bambine vicino allo_studente fermano accolgono il_padre,objrel_nounpp,PPS,0,NaN,acceptable
l'_attore dice che gli_uomini vicino ai_contadini accolgono la_madre,embedding_mental,SPP,0,NaN,acceptable
la_donna dichiara che il_padre indicano gli_amici,embedding_mental_SR,SS,5,V2,num_violation
la_figlia dice che la_contadina osservare la_ragazza,embedding_mental_SR,SS,-5,V2,infinitive
gli_studenti che le_figlie dietro alla_sorella attraggono criticano il_fratello,objrel_nounpp,PPS,0,NaN,acceptable
l'_attore che le_sorelle salutano accogliere i_ragazzi,objrel_that,SP,-5,V2,infinitive
la_sorella che l'_antipatia davanti alle_figlie ignora blocca i_ragazzi,objrel_nounpp,SSP,-3,N2,abstract
il_contadino che gli_amici dietro alla_studentessa fermano blocca la_ragazza,objrel_nounpp,SPS,0,NaN,acceptable
gli_attori che i_fratelli fermano sogna le_sorelle,objrel_that,PP,5,V2,num_violation
l'_attore ricorda che l'_uomo davanti al_bambino evita l'_amico,embedding_mental,SSS,0,NaN,acceptable
le_bambine ricordano che gli_amici davanti alla_contadina incontrano l'_attore,embedding_mental,PPS,0,NaN,acceptable
l'_uomo che la_contadina dietro alla_madre ferma interrompono gli_studenti,objrel_nounpp,SSS,8,V2,num_violation
i_bambini che gli_studenti dietro all'_amica indicano donna il_contadino,objrel_nounpp,PPS,-8,V2,verb_noun
la_madre dice che la_bambina vicino allo_studente indico gli_attori,embedding_mental,SSS,-7,V2,wrong_person
la_donna ricorda che la_bambina vicino alla_sorella ama il_contadino,embedding_mental,SSS,0,NaN,acceptable
i_padri che il_figlio vicino al_contadino osserva guardano gli_amici,objrel_nounpp,PSS,0,NaN,acceptable
la_diatriba che i_figli vicino al_contadino osservano blocca il_fratello,objrel_nounpp,SPS,-1,N1,abstract
i_fratelli che l'_uomo vicino ai_contadini osservano guardano l'_attrice,objrel_nounpp,PSP,7,V1,num_violation
gli_uomini che la_studentessa accogli criticano la_contadina,objrel_that,PS,-4,V1,wrong_person
i_sonni dicono che la_bambina interrompe l'_amica,embedding_mental_SR,PS,-1,N1,abstract
i_contadini dichiarano che le_madri amano l'_uomo,embedding_mental_SR,PP,0,NaN,acceptable
gli_attori che il_bambino davanti alla_contadina osserva ignora i_padri,objrel_nounpp,PSS,8,V2,num_violation
l'_attore ricorda che l'_uomo accanto alle_sorelle accolgono le_madri,embedding_mental,SSP,7,V2,num_violation
il_figlio che la_studentessa accanto alle_donne amici attrae il_bambino,objrel_nounpp,SSP,-7,V1,verb_noun
le_bambine ricordano che l'_amica accanto al_figlio conoscono la_sorella,embedding_mental,PSS,7,V2,num_violation
le_amiche che la_madre ama ricordano le_donne,objrel_that,PS,0,NaN,acceptable
i_bambini che i_ragazzi vicino alle_sorelle studentessa attraggono il_contadino,objrel_nounpp,PPP,-7,V1,verb_noun
