subject,sentence_type,trial_type,violation_type,violation_position,congruent_subjects,congruent_attractor,congruent_subjects_attractor,condition,correct_wrong,valid_answer,block,trial_num,slide_num_of_viol,RT,is_outlier
21,embedding_mental_LR,Acceptable,None,other,False,True,False_True,SPP,CORRECT_INC,CORRECT,1,201,0,0,False
21,embedding_mental_LR,Acceptable,None,other,False,True,False_True,SPP,CORRECT_INC,CORRECT,1,256,0,0,False
21,embedding_mental_LR,Acceptable,None,other,False,True,False_True,SPP,WRONG_INC,WRONG,1,116,0,0,False
21,embedding_mental_LR,Acceptable,None,other,False,True,False_True,SPP,WRONG_INC,WRONG,1,70,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,False,True_False,PPS,CORRECT,CORRECT,1,118,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,False,True_False,PPS,CORRECT,CORRECT,1,247,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,False,True_False,PPS,CORRECT_INC,CORRECT,1,270,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,False,True_False,PPS,WRONG_INC,WRONG,1,195,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,False,True_False,PPS,WRONG_INC,WRONG,1,35,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,False,True_False,SSP,CORRECT,CORRECT,1,217,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,False,True_False,SSP,CORRECT_INC,CORRECT,1,175,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,False,True_False,SSP,WRONG_INC,WRONG,1,227,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,False,True_False,SSP,WRONG_INC,WRONG,1,36,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,False,True_False,SSP,WRONG_INC,WRONG,1,50,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,True,True_True,PPP,CORRECT,CORRECT,1,129,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,True,True_True,PPP,CORRECT,CORRECT,1,222,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,True,True_True,PPP,CORRECT_INC,CORRECT,1,134,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,True,True_True,PPP,CORRECT_INC,CORRECT,1,45,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,True,True_True,PPP,WRONG_INC,WRONG,1,90,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,True,True_True,SSS,CORRECT,CORRECT,1,205,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,True,True_True,SSS,CORRECT,CORRECT,1,218,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,True,True_True,SSS,CORRECT,CORRECT,1,4,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,True,True_True,SSS,CORRECT_INC,CORRECT,1,158,0,0,False
21,embedding_mental_LR,Acceptable,None,other,True,True,True_True,SSS,WRONG_INC,WRONG,1,212,0,0,False
21,embedding_mental_LR,Filler,N2,other,False,False,False_False,SPS,CORRECT_INC,CORRECT,1,77,-4,0,False
21,embedding_mental_LR,Filler,N2,other,False,True,False_True,PSS,CORRECT,CORRECT,1,108,-4,3.349,False
21,embedding_mental_LR,Filler,N2,other,False,True,False_True,PSS,CORRECT_INC,CORRECT,1,224,-4,0,False
21,embedding_mental_LR,Filler,N2,other,True,False,True_False,PPS,CORRECT_INC,CORRECT,1,187,-4,0,False
21,embedding_mental_LR,Filler,N2,other,True,False,True_False,PPS,CORRECT_INC,CORRECT,1,239,-4,0,False
21,embedding_mental_LR,Filler,N2,other,True,False,True_False,PPS,CORRECT_INC,CORRECT,1,25,-4,0,False
21,embedding_mental_LR,Filler,N2,other,True,False,True_False,PPS,CORRECT_INC,CORRECT,1,84,-4,0,False
21,embedding_mental_LR,Filler,N2,other,True,False,True_False,SSP,CORRECT_INC,CORRECT,1,111,-4,0,False
21,embedding_mental_LR,Filler,N2,other,True,True,True_True,PPP,CORRECT,CORRECT,1,230,-4,-1.4752,False
21,embedding_mental_LR,Filler,N2,other,True,True,True_True,PPP,CORRECT_INC,CORRECT,1,149,-4,0,False
21,embedding_mental_LR,Filler,V2,inner,False,False,False_False,PSP,CORRECT,CORRECT,1,97,-7,1.1562,False
21,embedding_mental_LR,Filler,V2,inner,False,False,False_False,PSP,CORRECT_INC,CORRECT,1,1,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,False,False,False_False,PSP,CORRECT_INC,CORRECT,1,13,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,False,False,False_False,PSP,CORRECT_INC,CORRECT,1,42,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,False,False,False_False,PSP,CORRECT_INC,CORRECT,1,72,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,False,False,False_False,PSP,WRONG,WRONG,1,135,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,False,False,False_False,PSP,WRONG,WRONG,1,236,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,False,False,False_False,SPS,CORRECT_INC,CORRECT,1,226,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,False,False,False_False,SPS,CORRECT_INC,CORRECT,1,94,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,False,True,False_True,PSS,CORRECT_INC,CORRECT,1,139,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,False,True,False_True,PSS,CORRECT_INC,CORRECT,1,145,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,False,True,False_True,PSS,CORRECT_INC,CORRECT,1,209,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,False,True,False_True,PSS,WRONG,WRONG,1,37,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,False,True,False_True,SPP,CORRECT_INC,CORRECT,1,112,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,False,True,False_True,SPP,CORRECT_INC,CORRECT,1,180,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,False,True,False_True,SPP,WRONG_DDC,REJECTED,1,123,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,True,False,True_False,PPS,CORRECT_INC,CORRECT,1,267,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,True,False,True_False,PPS,CORRECT_INC,CORRECT,1,88,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,True,False,True_False,SSP,CORRECT_INC,CORRECT,1,127,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,True,False,True_False,SSP,CORRECT_INC,CORRECT,1,232,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,True,False,True_False,SSP,CORRECT_INC,CORRECT,1,263,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,True,True,True_True,PPP,CORRECT_INC,CORRECT,1,205,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,True,True,True_True,PPP,CORRECT_INC,CORRECT,1,91,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,True,True,True_True,SSS,CORRECT_INC,CORRECT,1,138,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,True,True,True_True,SSS,CORRECT_INC,CORRECT,1,144,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,True,True,True_True,SSS,CORRECT_INC,CORRECT,1,177,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,True,True,True_True,SSS,CORRECT_INC,CORRECT,1,226,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,True,True,True_True,SSS,CORRECT_INC,CORRECT,1,230,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,True,True,True_True,SSS,CORRECT_INC,CORRECT,1,234,-7,0,False
21,embedding_mental_LR,Filler,V2,inner,True,True,True_True,SSS,CORRECT_INC,CORRECT,1,79,-7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,False,False_False,PSP,CORRECT_INC,CORRECT,1,119,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,False,False_False,PSP,CORRECT_INC,CORRECT,1,137,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,False,False_False,PSP,CORRECT_INC,CORRECT,1,211,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,False,False_False,PSP,CORRECT_INC,CORRECT,1,249,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,False,False_False,PSP,CORRECT_INC,CORRECT,1,253,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,False,False_False,SPS,CORRECT,CORRECT,1,66,7,0.72905,False
21,embedding_mental_LR,Violation,V2,inner,False,False,False_False,SPS,CORRECT_INC,CORRECT,1,110,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,False,False_False,SPS,CORRECT_INC,CORRECT,1,126,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,False,False_False,SPS,CORRECT_INC,CORRECT,1,127,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,False,False_False,SPS,CORRECT_INC,CORRECT,1,203,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,True,False_True,PSS,CORRECT,CORRECT,1,65,7,1.0402,False
21,embedding_mental_LR,Violation,V2,inner,False,True,False_True,PSS,CORRECT_INC,CORRECT,1,24,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,True,False_True,PSS,CORRECT_INC,CORRECT,1,29,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,True,False_True,PSS,CORRECT_INC,CORRECT,1,31,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,True,False_True,PSS,CORRECT_INC,CORRECT,1,87,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,True,False_True,SPP,CORRECT_INC,CORRECT,1,219,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,True,False_True,SPP,CORRECT_INC,CORRECT,1,224,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,True,False_True,SPP,CORRECT_INC,CORRECT,1,79,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,True,False_True,SPP,WRONG,WRONG,1,177,7,0,False
21,embedding_mental_LR,Violation,V2,inner,False,True,False_True,SPP,WRONG,WRONG,1,237,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,False,True_False,PPS,CORRECT_INC,CORRECT,1,114,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,False,True_False,PPS,CORRECT_INC,CORRECT,1,181,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,False,True_False,PPS,CORRECT_INC,CORRECT,1,216,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,False,True_False,PPS,CORRECT_INC,CORRECT,1,247,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,False,True_False,PPS,WRONG,WRONG,1,96,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,False,True_False,SSP,CORRECT,CORRECT,1,183,7,1.3466,False
21,embedding_mental_LR,Violation,V2,inner,True,False,True_False,SSP,CORRECT_INC,CORRECT,1,15,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,False,True_False,SSP,CORRECT_INC,CORRECT,1,198,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,False,True_False,SSP,CORRECT_INC,CORRECT,1,49,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,False,True_False,SSP,WRONG,WRONG,1,208,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,True,True_True,PPP,CORRECT,CORRECT,1,26,7,0.87464,False
21,embedding_mental_LR,Violation,V2,inner,True,True,True_True,PPP,CORRECT_INC,CORRECT,1,155,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,True,True_True,PPP,CORRECT_INC,CORRECT,1,36,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,True,True_True,PPP,CORRECT_INC,CORRECT,1,85,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,True,True_True,PPP,WRONG,WRONG,1,170,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,True,True_True,SSS,CORRECT_INC,CORRECT,1,150,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,True,True_True,SSS,CORRECT_INC,CORRECT,1,180,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,True,True_True,SSS,CORRECT_INC,CORRECT,1,228,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,True,True_True,SSS,WRONG,WRONG,1,76,7,0,False
21,embedding_mental_LR,Violation,V2,inner,True,True,True_True,SSS,WRONG_INC,WRONG,1,231,7,1.8755,False
21,embedding_mental_SR,Acceptable,None,other,False,,,PS,CORRECT,CORRECT,1,155,0,0,False
21,embedding_mental_SR,Acceptable,None,other,False,,,PS,CORRECT_INC,CORRECT,1,110,0,0,False
21,embedding_mental_SR,Acceptable,None,other,False,,,PS,CORRECT_INC,CORRECT,1,130,0,0,False
21,embedding_mental_SR,Acceptable,None,other,False,,,PS,CORRECT_INC,CORRECT,1,171,0,0,False
21,embedding_mental_SR,Acceptable,None,other,False,,,PS,WRONG_INC,WRONG,1,121,0,0,False
21,embedding_mental_SR,Acceptable,None,other,False,,,SP,CORRECT,CORRECT,1,176,0,0,False
21,embedding_mental_SR,Acceptable,None,other,False,,,SP,CORRECT,CORRECT,1,63,0,0,False
21,embedding_mental_SR,Acceptable,None,other,False,,,SP,CORRECT_INC,CORRECT,1,250,0,0,False
21,embedding_mental_SR,Acceptable,None,other,False,,,SP,CORRECT_INC,CORRECT,1,255,0,0,False
21,embedding_mental_SR,Acceptable,None,other,False,,,SP,WRONG_INC,WRONG,1,29,0,0,False
21,embedding_mental_SR,Acceptable,None,other,True,,,PP,CORRECT,CORRECT,1,179,0,0,False
21,embedding_mental_SR,Acceptable,None,other,True,,,PP,CORRECT,CORRECT,1,200,0,0,False
21,embedding_mental_SR,Acceptable,None,other,True,,,PP,CORRECT,CORRECT,1,22,0,0,False
21,embedding_mental_SR,Acceptable,None,other,True,,,PP,CORRECT_INC,CORRECT,1,78,0,0,False
21,embedding_mental_SR,Acceptable,None,other,True,,,PP,WRONG_INC,WRONG,1,214,0,0,False
21,embedding_mental_SR,Acceptable,None,other,True,,,SS,CORRECT,CORRECT,1,116,0,0,False
21,embedding_mental_SR,Acceptable,None,other,True,,,SS,CORRECT,CORRECT,1,207,0,0,False
21,embedding_mental_SR,Acceptable,None,other,True,,,SS,CORRECT,CORRECT,1,233,0,0,False
21,embedding_mental_SR,Acceptable,None,other,True,,,SS,CORRECT,CORRECT,1,236,0,0,False
21,embedding_mental_SR,Acceptable,None,other,True,,,SS,WRONG_INC,WRONG,1,100,0,0,False
21,embedding_mental_SR,Filler,N1,other,False,,,PS,CORRECT_INC,CORRECT,1,184,-1,0,False
21,embedding_mental_SR,Filler,N1,other,False,,,SP,CORRECT_INC,CORRECT,1,103,-1,0,False
21,embedding_mental_SR,Filler,N1,other,False,,,SP,CORRECT_INC,CORRECT,1,199,-1,0,False
21,embedding_mental_SR,Filler,N1,other,True,,,PP,WRONG,WRONG,1,181,-1,0,False
21,embedding_mental_SR,Filler,N1,other,True,,,SS,CORRECT_INC,CORRECT,1,53,-1,0,False
21,embedding_mental_SR,Filler,V2,inner,False,,,SP,CORRECT_INC,CORRECT,1,123,-5,0,False
21,embedding_mental_SR,Filler,V2,inner,False,,,SP,CORRECT_INC,CORRECT,1,190,-5,0,False
21,embedding_mental_SR,Filler,V2,inner,False,,,SP,CORRECT_INC,CORRECT,1,200,-5,0,False
21,embedding_mental_SR,Filler,V2,inner,False,,,SP,CORRECT_INC,CORRECT,1,242,-5,0,False
21,embedding_mental_SR,Filler,V2,inner,False,,,SP,CORRECT_INC,CORRECT,1,28,-5,0,False
21,embedding_mental_SR,Filler,V2,inner,False,,,SP,CORRECT_INC,CORRECT,1,33,-5,0,False
21,embedding_mental_SR,Filler,V2,inner,True,,,PP,CORRECT_INC,CORRECT,1,161,-5,0,False
21,embedding_mental_SR,Filler,V2,inner,True,,,PP,CORRECT_INC,CORRECT,1,203,-5,0,False
21,embedding_mental_SR,Filler,V2,inner,True,,,PP,CORRECT_INC,CORRECT,1,27,-5,0,False
21,embedding_mental_SR,Filler,V2,inner,True,,,SS,CORRECT_INC,CORRECT,1,10,-5,0,False
21,embedding_mental_SR,Filler,V2,inner,True,,,SS,CORRECT_INC,CORRECT,1,112,-5,0,False
21,embedding_mental_SR,Filler,V2,inner,True,,,SS,CORRECT_INC,CORRECT,1,167,-5,0,False
21,embedding_mental_SR,Filler,V2,inner,True,,,SS,CORRECT_INC,CORRECT,1,214,-5,0,False
21,embedding_mental_SR,Filler,V2,inner,True,,,SS,CORRECT_INC,CORRECT,1,248,-5,0,False
21,embedding_mental_SR,Filler,V2,inner,True,,,SS,CORRECT_INC,CORRECT,1,30,-5,0,False
21,embedding_mental_SR,Violation,V2,inner,False,,,PS,CORRECT,CORRECT,1,260,5,1.2522,False
21,embedding_mental_SR,Violation,V2,inner,False,,,PS,CORRECT_INC,CORRECT,1,171,5,0,False
21,embedding_mental_SR,Violation,V2,inner,False,,,PS,CORRECT_INC,CORRECT,1,220,5,0,False
21,embedding_mental_SR,Violation,V2,inner,False,,,PS,WRONG,WRONG,1,45,5,0,False
21,embedding_mental_SR,Violation,V2,inner,False,,,PS,WRONG,WRONG,1,94,5,0,False
21,embedding_mental_SR,Violation,V2,inner,False,,,SP,CORRECT_INC,CORRECT,1,146,5,0,False
21,embedding_mental_SR,Violation,V2,inner,False,,,SP,CORRECT_INC,CORRECT,1,219,5,0,False
21,embedding_mental_SR,Violation,V2,inner,False,,,SP,CORRECT_INC,CORRECT,1,52,5,0,False
21,embedding_mental_SR,Violation,V2,inner,False,,,SP,CORRECT_INC,CORRECT,1,64,5,0,False
21,embedding_mental_SR,Violation,V2,inner,False,,,SP,WRONG,WRONG,1,80,5,0,False
21,embedding_mental_SR,Violation,V2,inner,True,,,PP,CORRECT_INC,CORRECT,1,107,5,0,False
21,embedding_mental_SR,Violation,V2,inner,True,,,PP,CORRECT_INC,CORRECT,1,113,5,0,False
21,embedding_mental_SR,Violation,V2,inner,True,,,PP,CORRECT_INC,CORRECT,1,14,5,0,False
21,embedding_mental_SR,Violation,V2,inner,True,,,PP,CORRECT_INC,CORRECT,1,9,5,0,False
21,embedding_mental_SR,Violation,V2,inner,True,,,PP,WRONG,WRONG,1,47,5,0,False
21,embedding_mental_SR,Violation,V2,inner,True,,,SS,CORRECT_INC,CORRECT,1,106,5,0,False
21,embedding_mental_SR,Violation,V2,inner,True,,,SS,CORRECT_INC,CORRECT,1,223,5,0,False
21,embedding_mental_SR,Violation,V2,inner,True,,,SS,CORRECT_INC,CORRECT,1,238,5,0,False
21,embedding_mental_SR,Violation,V2,inner,True,,,SS,CORRECT_INC,CORRECT,1,245,5,0,False
21,embedding_mental_SR,Violation,V2,inner,True,,,SS,CORRECT_INC,CORRECT,1,81,5,0,False
21,objrel,Acceptable,None,other,False,,,PS,CORRECT,CORRECT,1,113,0,0,False
21,objrel,Acceptable,None,other,False,,,PS,CORRECT,CORRECT,1,199,0,0,False
21,objrel,Acceptable,None,other,False,,,PS,CORRECT,CORRECT,1,215,0,0,False
21,objrel,Acceptable,None,other,False,,,PS,CORRECT,CORRECT,1,32,0,0,False
21,objrel,Acceptable,None,other,False,,,PS,CORRECT,CORRECT,1,68,0,0,False
21,objrel,Acceptable,None,other,False,,,PS,CORRECT_INC,CORRECT,1,174,0,0,False
21,objrel,Acceptable,None,other,False,,,PS,CORRECT_INC,CORRECT,1,44,0,0,False
21,objrel,Acceptable,None,other,False,,,PS,WRONG_INC,WRONG,1,152,0,0,False
21,objrel,Acceptable,None,other,False,,,PS,WRONG_INC,WRONG,1,31,0,0,False
21,objrel,Acceptable,None,other,False,,,PS,WRONG_INC,WRONG,1,83,0,0,False
21,objrel,Acceptable,None,other,False,,,SP,CORRECT,CORRECT,1,166,0,0,False
21,objrel,Acceptable,None,other,False,,,SP,CORRECT,CORRECT,1,18,0,0,False
21,objrel,Acceptable,None,other,False,,,SP,CORRECT,CORRECT,1,183,0,0,False
21,objrel,Acceptable,None,other,False,,,SP,CORRECT,CORRECT,1,198,0,0,False
21,objrel,Acceptable,None,other,False,,,SP,CORRECT,CORRECT,1,57,0,0,False
21,objrel,Acceptable,None,other,False,,,SP,CORRECT_DDC,REJECTED,1,209,0,0,False
21,objrel,Acceptable,None,other,False,,,SP,CORRECT_INC,CORRECT,1,189,0,0,False
21,objrel,Acceptable,None,other,False,,,SP,WRONG,WRONG,1,101,0,0,False
21,objrel,Acceptable,None,other,False,,,SP,WRONG_INC,WRONG,1,168,0,0,False
21,objrel,Acceptable,None,other,False,,,SP,WRONG_INC,WRONG,1,264,0,0,False
21,objrel,Acceptable,None,other,True,,,PP,CORRECT,CORRECT,1,157,0,0,False
21,objrel,Acceptable,None,other,True,,,PP,CORRECT,CORRECT,1,160,0,0,False
21,objrel,Acceptable,None,other,True,,,PP,CORRECT,CORRECT,1,174,0,0,False
21,objrel,Acceptable,None,other,True,,,PP,CORRECT,CORRECT,1,257,0,0,False
21,objrel,Acceptable,None,other,True,,,PP,CORRECT,CORRECT,1,41,0,0,False
21,objrel,Acceptable,None,other,True,,,PP,CORRECT,CORRECT,1,56,0,0,False
21,objrel,Acceptable,None,other,True,,,PP,CORRECT_DDC,REJECTED,1,133,0,0,False
21,objrel,Acceptable,None,other,True,,,PP,CORRECT_INC,CORRECT,1,5,0,0,False
21,objrel,Acceptable,None,other,True,,,PP,WRONG_INC,WRONG,1,119,0,0,False
21,objrel,Acceptable,None,other,True,,,PP,WRONG_INC,WRONG,1,169,0,0,False
21,objrel,Acceptable,None,other,True,,,SS,CORRECT,CORRECT,1,147,0,0,False
21,objrel,Acceptable,None,other,True,,,SS,CORRECT,CORRECT,1,194,0,0,False
21,objrel,Acceptable,None,other,True,,,SS,CORRECT,CORRECT,1,6,0,0,False
21,objrel,Acceptable,None,other,True,,,SS,CORRECT,CORRECT,1,71,0,0,False
21,objrel,Acceptable,None,other,True,,,SS,CORRECT_INC,CORRECT,1,142,0,0,False
21,objrel,Acceptable,None,other,True,,,SS,CORRECT_INC,CORRECT,1,208,0,0,False
21,objrel,Acceptable,None,other,True,,,SS,WRONG,WRONG,1,74,0,0,False
21,objrel,Acceptable,None,other,True,,,SS,WRONG_INC,WRONG,1,102,0,0,False
21,objrel,Acceptable,None,other,True,,,SS,WRONG_INC,WRONG,1,142,0,0,False
21,objrel,Acceptable,None,other,True,,,SS,WRONG_INC,WRONG,1,64,0,0,False
21,objrel,Filler,N1,other,False,,,PS,WRONG,WRONG,1,8,-1,0,False
21,objrel,Filler,N1,other,False,,,PS,WRONG_INC,WRONG,1,150,-1,4.2186,False
21,objrel,Filler,N1,other,False,,,PS,WRONG_INC,WRONG,1,268,-1,4.1517,False
21,objrel,Filler,N1,other,False,,,SP,CORRECT_INC,CORRECT,1,100,-1,0,False
21,objrel,Filler,N1,other,False,,,SP,CORRECT_INC,CORRECT,1,144,-1,0,False
21,objrel,Filler,N1,other,False,,,SP,CORRECT_INC,CORRECT,1,268,-1,0,False
21,objrel,Filler,N1,other,True,,,PP,CORRECT_INC,CORRECT,1,197,-1,0,False
21,objrel,Filler,N1,other,True,,,PP,WRONG_INC,WRONG,1,229,-1,4.1728,False
21,objrel,Filler,N1,other,True,,,PP,WRONG_INC,WRONG,1,251,-1,3.9788,False
21,objrel,Filler,N1,other,True,,,PP,WRONG_INC,WRONG,1,63,-1,4.3743,False
21,objrel,Filler,V1,inner,False,,,PS,CORRECT_INC,CORRECT,1,166,-4,0,False
21,objrel,Filler,V1,inner,False,,,PS,CORRECT_INC,CORRECT,1,206,-4,0,False
21,objrel,Filler,V1,inner,False,,,PS,CORRECT_INC,CORRECT,1,61,-4,0,False
21,objrel,Filler,V1,inner,False,,,SP,CORRECT_INC,CORRECT,1,159,-4,0,False
21,objrel,Filler,V1,inner,False,,,SP,CORRECT_INC,CORRECT,1,59,-4,0,False
21,objrel,Filler,V1,inner,False,,,SP,CORRECT_INC,CORRECT,1,74,-4,0,False
21,objrel,Filler,V1,inner,False,,,SP,WRONG,WRONG,1,223,-4,0,False
21,objrel,Filler,V1,inner,True,,,PP,CORRECT_INC,CORRECT,1,10,-4,0,False
21,objrel,Filler,V1,inner,True,,,PP,CORRECT_INC,CORRECT,1,241,-4,0,False
21,objrel,Filler,V1,inner,True,,,PP,WRONG,WRONG,1,76,-4,0,False
21,objrel,Filler,V1,inner,True,,,SS,CORRECT,CORRECT,1,82,-4,1.2008,False
21,objrel,Filler,V1,inner,True,,,SS,CORRECT_INC,CORRECT,1,243,-4,0,False
21,objrel,Filler,V1,inner,True,,,SS,CORRECT_INC,CORRECT,1,53,-4,0,False
21,objrel,Filler,V1,inner,True,,,SS,CORRECT_INC,CORRECT,1,68,-4,0,False
21,objrel,Filler,V1,inner,True,,,SS,CORRECT_INC,CORRECT,1,87,-4,0,False
21,objrel,Filler,V2,outer,False,,,PS,CORRECT,CORRECT,1,265,-5,-1.9681,False
21,objrel,Filler,V2,outer,False,,,PS,CORRECT_INC,CORRECT,1,196,-5,0,False
21,objrel,Filler,V2,outer,False,,,PS,CORRECT_INC,CORRECT,1,211,-5,0,False
21,objrel,Filler,V2,outer,False,,,PS,CORRECT_INC,CORRECT,1,69,-5,0,False
21,objrel,Filler,V2,outer,False,,,PS,CORRECT_INC,CORRECT,1,80,-5,0,False
21,objrel,Filler,V2,outer,False,,,SP,CORRECT_INC,CORRECT,1,137,-5,0,False
21,objrel,Filler,V2,outer,False,,,SP,CORRECT_INC,CORRECT,1,39,-5,0,False
21,objrel,Filler,V2,outer,False,,,SP,WRONG,WRONG,1,103,-5,0,False
21,objrel,Filler,V2,outer,True,,,PP,CORRECT_INC,CORRECT,1,120,-5,0,False
21,objrel,Filler,V2,outer,True,,,PP,CORRECT_INC,CORRECT,1,156,-5,0,False
21,objrel,Filler,V2,outer,True,,,PP,CORRECT_INC,CORRECT,1,17,-5,0,False
21,objrel,Filler,V2,outer,True,,,PP,WRONG,WRONG,1,117,-5,0,False
