a_Sentence_Type	b_Sentence	c_GenderN1	d_NumN1	e_GenderN2	f_NumN2	g_GenderN3	h_NumN3	i_NumFraseOrigine	j_New_word	k_Verb1	l_Verb2	m_Element_changed	n_Old_word	o_Violation_Type	p_number	q_condition
embedding_mental_SR	gli studenti dicono che la ragazza amica le bambine	masculine	plural	feminine	singular			2312	amica	V2	dice	criticano	critica	verb_noun	58	PS
embedding_mental_SR	le bambine dicono che lo studente amica le madri	feminine	plural	masculine	singular			832	amica	V2	dice	ignorano	ignora	verb_noun	59	PS
embedding_mental_SR	i contadini dicono che il ragazzo amica i bambini	masculine	plural	masculine	singular			2890	amica	V2	dice	ignorano	ignora	verb_noun	60	PS
embedding_mental_SR	le bambine dicono che l' uomo amica lo studente	feminine	plural	masculine	singular			829	amica	V2	dice	indicano	indica	verb_noun	61	PS
embedding_mental_SR	gli studenti dicono che le figlie amica le ragazze	masculine	plural	feminine	plural			2061	amica	V2	dice	blocca	bloccano	verb_noun	62	PP
embedding_mental_SR	le contadine dicono che le figlie amica le attrici	feminine	plural	feminine	plural			82	amica	V2	dice	conosce	conoscono	verb_noun	63	PP
embedding_mental_SR	le attrici dicono che le studentesse amica il padre	feminine	plural	feminine	plural			34	amica	V2	dice	critica	criticano	verb_noun	64	PP
embedding_mental_SR	gli studenti dicono che le sorelle amica la bambina	masculine	plural	feminine	plural			2066	amica	V2	dice	ignora	ignorano	verb_noun	65	PP
embedding_mental_SR	gli attori dicono che le donne amica le madri	masculine	plural	feminine	plural			2035	amica	V2	dice	interrompe	interrompono	verb_noun	66	PP
embedding_mental_SR	le madri dichiarano che il figlio amica la bambina	feminine	plural	masculine	singular			906	amica	V2	dichiara	accolgono	accoglie	verb_noun	67	PS
embedding_mental_SR	le contadine dichiarano che il ragazzo amica il bambino	feminine	plural	masculine	singular			839	amica	V2	dichiara	attraggono	attrae	verb_noun	68	PS
embedding_mental_SR	i fratelli dichiarano che la bambina amica l' amica	masculine	plural	feminine	singular			2420	amica	V2	dichiara	conoscono	conosce	verb_noun	69	PS
embedding_mental_SR	i padri dichiarano che la bambina amica l' attore	masculine	plural	feminine	singular			2449	amica	V2	dichiara	difendono	difende	verb_noun	70	PS
embedding_mental_SR	le donne dichiarano che il contadino amica le sorelle	feminine	plural	masculine	singular			862	amica	V2	dichiara	evitano	evita	verb_noun	71	PS
embedding_mental_SR	i figli dichiarano che lo studente amica il bambino	masculine	plural	masculine	singular			2911	amica	V2	dichiara	guardano	guarda	verb_noun	72	PS
embedding_mental_SR	le madri dichiarano che il figlio amica la donna	feminine	plural	masculine	singular			908	amica	V2	dichiara	ignorano	ignora	verb_noun	73	PS
embedding_mental_SR	i contadini dichiarano che il fratello amica le donne	masculine	plural	masculine	singular			2878	amica	V2	dichiara	ignorano	ignora	verb_noun	74	PS
embedding_mental_SR	i padri dichiarano che il fratello amica la donna	masculine	plural	masculine	singular			2960	amica	V2	dichiara	ignorano	ignora	verb_noun	75	PS
embedding_mental_SR	le attrici dichiarano che la donna amica le bambine	feminine	plural	feminine	singular			285	amica	V2	dichiara	interrompono	interrompe	verb_noun	76	PS
embedding_mental_SR	gli uomini dichiarano che il ragazzo amica gli amici	masculine	plural	masculine	singular			2833	amica	V2	dichiara	osservano	osserva	verb_noun	77	PS
embedding_mental_SR	le bambine dichiarano che le sorelle amica gli amici	feminine	plural	feminine	plural			57	amica	V2	dichiara	ama	amano	verb_noun	78	PP
embedding_mental_SR	i bambini dichiarano che le ragazze amica le amiche	masculine	plural	feminine	plural			2107	amica	V2	dichiara	ama	amano	verb_noun	79	PP
embedding_mental_SR	le sorelle dichiarano che i figli amica la studentessa	feminine	plural	masculine	plural			707	amica	V2	dichiara	difende	difendono	verb_noun	80	PP
embedding_mental_SR	le contadine dichiarano che le donne amica la figlia	feminine	plural	feminine	plural			73	amica	V2	dichiara	ferma	fermano	verb_noun	81	PP
embedding_mental_SR	i ragazzi dichiarano che gli attori amica gli amici	masculine	plural	masculine	plural			2718	amica	V2	dichiara	ferma	fermano	verb_noun	82	PP
embedding_mental_SR	le bambine dichiarano che le attrici amica le contadine	feminine	plural	feminine	plural			48	amica	V2	dichiara	guarda	guardano	verb_noun	83	PP
embedding_mental_SR	i padri dichiarano che i figli amica i contadini	masculine	plural	masculine	plural			2697	amica	V2	dichiara	interrompe	interrompono	verb_noun	84	PP
embedding_mental_SR	le madri dichiarano che gli attori amica le sorelle	feminine	plural	masculine	plural			655	amica	V2	dichiara	osserva	osservano	verb_noun	85	PP
embedding_mental_SR	le contadine dichiarano che le sorelle amica la studentessa	feminine	plural	feminine	plural			76	amica	V2	dichiara	saluta	salutano	verb_noun	86	PP
embedding_mental_SR	le contadine ricordano che il ragazzo amica gli uomini	feminine	plural	masculine	singular			855	amica	V2	ricorda	accolgono	accoglie	verb_noun	87	PS
embedding_mental_SR	gli uomini ricordano che la bambina amica il contadino	masculine	plural	feminine	singular			2348	amica	V2	ricorda	difendono	difende	verb_noun	88	PS
embedding_mental_SR	le studentesse ricordano che l' uomo amica l' attrice	feminine	plural	masculine	singular			1000	amica	V2	ricorda	interrompono	interrompe	verb_noun	89	PS
embedding_mental_SR	i bambini ricordano che le madri amica il contadino	masculine	plural	feminine	plural			2129	amica	V2	ricorda	accoglie	accolgono	verb_noun	90	PP
embedding_mental_SR	le studentesse ricordano che le bambine amica l' uomo	feminine	plural	feminine	plural			245	amica	V2	ricorda	attrae	attraggono	verb_noun	91	PP
embedding_mental_SR	gli studenti ricordano che le bambine amica i figli	masculine	plural	feminine	plural			2069	amica	V2	ricorda	evita	evitano	verb_noun	92	PP
embedding_mental_SR	le figlie ricordano che i contadini amica gli attori	feminine	plural	masculine	plural			649	amica	V2	ricorda	ignora	ignorano	verb_noun	93	PP
embedding_mental_SR	i bambini ricordano che le contadine amica le ragazze	masculine	plural	feminine	plural			2126	amica	V2	ricorda	incontra	incontrano	verb_noun	94	PP
embedding_mental_SR	i padri ricordano che le donne amica la bambina	masculine	plural	feminine	plural			2220	amica	V2	ricorda	incontra	incontrano	verb_noun	95	PP
embedding_mental_SR	le ragazze ricordano che le bambine amica le studentesse	feminine	plural	feminine	plural			205	amica	V2	ricorda	indica	indicano	verb_noun	96	PP
embedding_mental_SR	le madri ricordano che le contadine amica i bambini	feminine	plural	feminine	plural			180	amica	V2	ricorda	interrompe	interrompono	verb_noun	97	PP
embedding_mental_SR	i padri ricordano che gli studenti amica i bambini	masculine	plural	masculine	plural			2708	amica	V2	ricorda	osserva	osservano	verb_noun	98	PP
embedding_mental_SR	la contadina dice che l' attrice amiche il fratello	feminine	singular	feminine	singular			1337	amiche	V2	dicono	amano	ama	verb_noun	99	SS
embedding_mental_SR	l' attrice dice che la bambina amiche le madri	feminine	singular	feminine	singular			1284	amiche	V2	dicono	attraggono	attrae	verb_noun	100	SS
embedding_mental_SR	la madre dice che la bambina amiche gli amici	feminine	singular	feminine	singular			1401	amiche	V2	dicono	conoscono	conosce	verb_noun	101	SS
embedding_mental_SR	il bambino dice che l' attore amiche la ragazza	masculine	singular	masculine	singular			3764	amiche	V2	dicono	conoscono	conosce	verb_noun	102	SS
embedding_mental_SR	l' attrice dice che il ragazzo amiche i fratelli	feminine	singular	masculine	singular			1786	amiche	V2	dicono	difendono	difende	verb_noun	103	SS
embedding_mental_SR	la studentessa dice che il contadino amiche le bambine	feminine	singular	masculine	singular			1973	amiche	V2	dicono	fermano	ferma	verb_noun	104	SS
embedding_mental_SR	il padre dice che il ragazzo amiche gli studenti	masculine	singular	masculine	singular			3872	amiche	V2	dicono	fermano	ferma	verb_noun	105	SS
embedding_mental_SR	lo studente dice che la madre amiche il fratello	masculine	singular	feminine	singular			3479	amiche	V2	dicono	guardano	guarda	verb_noun	106	SS
embedding_mental_SR	il figlio dice che il ragazzo amiche la studentessa	masculine	singular	masculine	singular			3819	amiche	V2	dicono	guardano	guarda	verb_noun	107	SS
embedding_mental_SR	il fratello dice che il padre amiche l' attrice	masculine	singular	masculine	singular			3847	amiche	V2	dicono	indicano	indica	verb_noun	108	SS
embedding_mental_SR	il fratello dice che la bambina amiche la donna	masculine	singular	feminine	singular			3314	amiche	V2	dicono	osservano	osserva	verb_noun	109	SS
embedding_mental_SR	la ragazza dice che i contadini amiche i bambini	feminine	singular	masculine	plural			1686	amiche	V2	dicono	accoglie	accolgono	verb_noun	110	SP
embedding_mental_SR	l' uomo dice che le contadine amiche l' attore	masculine	singular	feminine	plural			3202	amiche	V2	dicono	ama	amano	verb_noun	111	SP
embedding_mental_SR	la studentessa dice che le sorelle amiche le madri	feminine	singular	feminine	plural			1233	amiche	V2	dicono	conosce	conoscono	verb_noun	112	SP
embedding_mental_SR	il bambino dice che gli attori amiche i contadini	masculine	singular	masculine	plural			3504	amiche	V2	dicono	critica	criticano	verb_noun	113	SP
embedding_mental_SR	l' uomo dice che i padri amiche il figlio	masculine	singular	masculine	plural			3711	amiche	V2	dicono	critica	criticano	verb_noun	114	SP
embedding_mental_SR	la studentessa dice che gli uomini amiche l' amica	feminine	singular	masculine	plural			1728	amiche	V2	dicono	ferma	fermano	verb_noun	115	SP
embedding_mental_SR	il contadino dice che gli attori amiche il bambino	masculine	singular	masculine	plural			3533	amiche	V2	dicono	guarda	guardano	verb_noun	116	SP
embedding_mental_SR	il fratello dice che i bambini amiche il figlio	masculine	singular	masculine	plural			3595	amiche	V2	dicono	indica	indicano	verb_noun	117	SP
embedding_mental_SR	il ragazzo dice che i contadini amiche gli amici	masculine	singular	masculine	plural			3639	amiche	V2	dicono	saluta	salutano	verb_noun	118	SP
embedding_mental_SR	la ragazza dichiara che il fratello amiche i figli	feminine	singular	masculine	singular			1936	amiche	V2	dichiarano	accolgono	accoglie	verb_noun	119	SS
embedding_mental_SR	la figlia dichiara che la donna amiche la studentessa	feminine	singular	feminine	singular			1384	amiche	V2	dichiarano	attraggono	attrae	verb_noun	120	SS
embedding_mental_SR	il ragazzo dichiara che il fratello amiche l' attore	masculine	singular	masculine	singular			3893	amiche	V2	dichiarano	conoscono	conosce	verb_noun	121	SS
embedding_mental_SR	l' attore dichiara che il figlio amiche i bambini	masculine	singular	masculine	singular			3943	amiche	V2	dichiarano	conoscono	conosce	verb_noun	122	SS
embedding_mental_SR	il figlio dichiara che il padre amiche le madri	masculine	singular	masculine	singular			3829	amiche	V2	dichiarano	indicano	indica	verb_noun	123	SS
embedding_mental_SR	la contadina dichiara che il ragazzo amiche il padre	feminine	singular	masculine	singular			1834	amiche	V2	dichiarano	interrompono	interrompe	verb_noun	124	SS
embedding_mental_SR	l' attrice dichiara che la contadina amiche il ragazzo	feminine	singular	feminine	singular			1295	amiche	V2	dichiarano	salutano	saluta	verb_noun	125	SS
embedding_mental_SR	l' attrice dichiara che il ragazzo amiche il contadino	feminine	singular	masculine	singular			1796	amiche	V2	dichiarano	salutano	saluta	verb_noun	126	SS
embedding_mental_SR	la figlia dichiara che gli uomini amiche il fratello	feminine	singular	masculine	plural			1643	amiche	V2	dichiarano	accoglie	accolgono	verb_noun	127	SP
embedding_mental_SR	la contadina dichiara che i bambini amiche l' amica	feminine	singular	masculine	plural			1595	amiche	V2	dichiarano	attrae	attraggono	verb_noun	128	SP
embedding_mental_SR	il bambino dichiara che i ragazzi amiche i contadini	masculine	singular	masculine	plural			3523	amiche	V2	dichiarano	blocca	bloccano	verb_noun	129	SP
embedding_mental_SR	l' uomo dichiara che gli studenti amiche i bambini	masculine	singular	masculine	plural			3713	amiche	V2	dichiarano	difende	difendono	verb_noun	130	SP
embedding_mental_SR	la contadina ricorda che il fratello amiche la sorella	feminine	singular	masculine	singular			1843	amiche	V2	ricordano	accolgono	accoglie	verb_noun	131	SS
embedding_mental_SR	la figlia ricorda che il fratello amiche la donna	feminine	singular	masculine	singular			1894	amiche	V2	ricordano	amano	ama	verb_noun	132	SS
embedding_mental_SR	il figlio ricorda che l' uomo amiche la sorella	masculine	singular	masculine	singular			3843	amiche	V2	ricordano	conoscono	conosce	verb_noun	133	SS
embedding_mental_SR	la sorella ricorda che l' attrice amiche il figlio	feminine	singular	feminine	singular			1468	amiche	V2	ricordano	criticano	critica	verb_noun	134	SS
embedding_mental_SR	la contadina ricorda che la sorella amiche l' attrice	feminine	singular	feminine	singular			1354	amiche	V2	ricordano	evitano	evita	verb_noun	135	SS
embedding_mental_SR	la madre ricorda che la bambina amiche il ragazzo	feminine	singular	feminine	singular			1420	amiche	V2	ricordano	fermano	ferma	verb_noun	136	SS
embedding_mental_SR	il padre ricorda che la donna amiche le madri	masculine	singular	feminine	singular			3369	amiche	V2	ricordano	fermano	ferma	verb_noun	137	SS
embedding_mental_SR	il bambino ricorda che la ragazza amiche la contadina	masculine	singular	feminine	singular			3272	amiche	V2	ricordano	guardano	guarda	verb_noun	138	SS
embedding_mental_SR	la studentessa ricorda che la contadina amiche la madre	feminine	singular	feminine	singular			1496	amiche	V2	ricordano	interrompono	interrompe	verb_noun	139	SS
embedding_mental_SR	il fratello ricorda che il padre amiche il figlio	masculine	singular	masculine	singular			3861	amiche	V2	ricordano	salutano	saluta	verb_noun	140	SS
embedding_mental_SR	lo studente ricorda che le madri amiche le donne	masculine	singular	feminine	plural			3247	amiche	V2	ricordano	blocca	bloccano	verb_noun	141	SP
embedding_mental_SR	la bambina ricorda che i fratelli amiche il ragazzo	feminine	singular	masculine	plural			1583	amiche	V2	ricordano	difende	difendono	verb_noun	142	SP
embedding_mental_SR	la bambina ricorda che i figli amiche le madri	feminine	singular	masculine	plural			1582	amiche	V2	ricordano	ferma	fermano	verb_noun	143	SP
embedding_mental_SR	la sorella ricorda che i ragazzi amiche il padre	feminine	singular	masculine	plural			1723	amiche	V2	ricordano	indica	indicano	verb_noun	144	SP
embedding_mental_SR	la sorella ricorda che i bambini amiche i fratelli	feminine	singular	masculine	plural			1716	amiche	V2	ricordano	interrompe	interrompono	verb_noun	145	SP
embedding_mental_SR	la bambina ricorda che le sorelle amiche i figli	feminine	singular	feminine	plural			1072	amiche	V2	ricordano	saluta	salutano	verb_noun	146	SP
embedding_mental_SR	le bambine dicono che il ragazzo amiche le studentesse	feminine	plural	masculine	singular			822	amiche	V2	dice	accolgono	accoglie	verb_noun	147	PS
embedding_mental_SR	le donne dicono che la contadina amiche la bambina	feminine	plural	feminine	singular			354	amiche	V2	dice	amano	ama	verb_noun	148	PS
embedding_mental_SR	le figlie dicono che la studentessa amiche gli amici	feminine	plural	feminine	singular			389	amiche	V2	dice	bloccano	blocca	verb_noun	149	PS
embedding_mental_SR	i contadini dicono che la bambina amiche le madri	masculine	plural	feminine	singular			2385	amiche	V2	dice	difendono	difende	verb_noun	150	PS
embedding_mental_SR	gli studenti dicono che la figlia amiche la bambina	masculine	plural	feminine	singular			2309	amiche	V2	dice	evitano	evita	verb_noun	151	PS
embedding_mental_SR	le ragazze dicono che la contadina amiche la madre	feminine	plural	feminine	singular			437	amiche	V2	dice	guardano	guarda	verb_noun	152	PS
embedding_mental_SR	gli studenti dicono che la sorella amiche la contadina	masculine	plural	feminine	singular			2313	amiche	V2	dice	ignorano	ignora	verb_noun	153	PS
embedding_mental_SR	i contadini dicono che la madre amiche le attrici	masculine	plural	feminine	singular			2386	amiche	V2	dice	indicano	indica	verb_noun	154	PS
embedding_mental_SR	gli attori dicono che il ragazzo amiche il padre	masculine	plural	masculine	singular			2797	amiche	V2	dice	indicano	indica	verb_noun	155	PS
embedding_mental_SR	le figlie dicono che la madre amiche l' uomo	feminine	plural	feminine	singular			384	amiche	V2	dice	salutano	saluta	verb_noun	156	PS
embedding_mental_SR	le figlie dicono che gli uomini amiche i ragazzi	feminine	plural	masculine	plural			639	amiche	V2	dice	ama	amano	verb_noun	157	PP
embedding_mental_SR	i fratelli dicono che le figlie amiche le donne	masculine	plural	feminine	plural			2195	amiche	V2	dice	ama	amano	verb_noun	158	PP
embedding_mental_SR	le sorelle dicono che le contadine amiche i bambini	feminine	plural	feminine	plural			217	amiche	V2	dice	blocca	bloccano	verb_noun	159	PP
embedding_mental_SR	i fratelli dicono che le attrici amiche l' uomo	masculine	plural	feminine	plural			2191	amiche	V2	dice	blocca	bloccano	verb_noun	160	PP
embedding_mental_SR	le donne dicono che i padri amiche la sorella	feminine	plural	masculine	plural			619	amiche	V2	dice	osserva	osservano	verb_noun	161	PP
embedding_mental_SR	i bambini dicono che i ragazzi amiche la studentessa	masculine	plural	masculine	plural			2611	amiche	V2	dice	osserva	osservano	verb_noun	162	PP
embedding_mental_SR	le ragazze dichiarano che la bambina amiche la sorella	feminine	plural	feminine	singular			429	amiche	V2	dichiara	accolgono	accoglie	verb_noun	163	PS
embedding_mental_SR	le madri dichiarano che la bambina amiche il fratello	feminine	plural	feminine	singular			399	amiche	V2	dichiara	amano	ama	verb_noun	164	PS
embedding_mental_SR	gli studenti dichiarano che il contadino amiche il fratello	masculine	plural	masculine	singular			2808	amiche	V2	dichiara	bloccano	blocca	verb_noun	165	PS
embedding_mental_SR	gli studenti dichiarano che la figlia amiche i contadini	masculine	plural	feminine	singular			2294	amiche	V2	dichiara	criticano	critica	verb_noun	166	PS
embedding_mental_SR	gli studenti dichiarano che la sorella amiche i ragazzi	masculine	plural	feminine	singular			2299	amiche	V2	dichiara	difendono	difende	verb_noun	167	PS
embedding_mental_SR	i bambini dichiarano che la madre amiche la contadina	masculine	plural	feminine	singular			2361	amiche	V2	dichiara	evitano	evita	verb_noun	168	PS
embedding_mental_SR	i figli dichiarano che la donna amiche la sorella	masculine	plural	feminine	singular			2399	amiche	V2	dichiara	guardano	guarda	verb_noun	169	PS
embedding_mental_SR	gli studenti dichiarano che l' attore amiche il figlio	masculine	plural	masculine	singular			2814	amiche	V2	dichiara	guardano	guarda	verb_noun	170	PS
embedding_mental_SR	le figlie dichiarano che la madre amiche i bambini	feminine	plural	feminine	singular			376	amiche	V2	dichiara	ignorano	ignora	verb_noun	171	PS
embedding_mental_SR	le figlie dichiarano che la ragazza amiche le donne	feminine	plural	feminine	singular			377	amiche	V2	dichiara	salutano	saluta	verb_noun	172	PS
embedding_mental_SR	le figlie dichiarano che la studentessa amiche il padre	feminine	plural	feminine	singular			381	amiche	V2	dichiara	salutano	saluta	verb_noun	173	PS
embedding_mental_SR	gli uomini dichiarano che la contadina amiche le attrici	masculine	plural	feminine	singular			2331	amiche	V2	dichiara	salutano	saluta	verb_noun	174	PS
embedding_mental_SR	le ragazze dichiarano che le attrici amiche le bambine	feminine	plural	feminine	plural			185	amiche	V2	dichiara	accoglie	accolgono	verb_noun	175	PP
embedding_mental_SR	i contadini dichiarano che le madri amiche l' uomo	masculine	plural	feminine	plural			2136	amiche	V2	dichiara	ama	amano	verb_noun	176	PP
embedding_mental_SR	le madri dichiarano che le sorelle amiche i ragazzi	feminine	plural	feminine	plural			162	amiche	V2	dichiara	ferma	fermano	verb_noun	177	PP
