a_Sentence_Type	b_Sentence	c_GenderN1	d_NumN1	e_GenderN2	f_NumN2	g_GenderN3	h_NumN3	i_NumFraseOrigine	j_New_word	k_Verb1	l_Verb2	m_Element_changed	n_Old_word	o_Violation_Type		p_number	q_condition
objrel_nounpp	l' uomo che l' attrice accanto al figlio ignora amica il contadino	masculine	singular	feminine	singular	masculine	singular	3516	amica	ignorano	osservano	2	osserva	verb_noun		68	SSS
objrel_nounpp	l' attore che il fratello accanto al bambino ignora amica la sorella	masculine	singular	masculine	singular	masculine	singular	4015	amica	ignorano	ricordano	2	ricorda	verb_noun		69	SSS
objrel_nounpp	i fratelli che il ragazzo dietro alle bambine amica accolgono le sorelle	masculine	plural	masculine	singular	feminine	plural	2819	amica	ignorano	accoglie	1	ignora	verb_noun		70	PSP
objrel_nounpp	i bambini che il contadino vicino al padre amica attraggono le ragazze	masculine	plural	masculine	singular	masculine	singular	2980	amica	ignorano	attrae	1	ignora	verb_noun		71	PSS
objrel_nounpp	i padri che il contadino accanto alla sorella ignora amica le attrici	masculine	plural	masculine	singular	feminine	singular	2887	amica	ignorano	blocca	2	bloccano	verb_noun		72	PSS
objrel_nounpp	i ragazzi che il contadino accanto alla sorella amica indicano la figlia	masculine	plural	masculine	singular	feminine	singular	2892	amica	ignorano	indica	1	ignora	verb_noun		73	PSS
objrel_nounpp	la contadina che il fratello accanto alla donna amica ama gli studenti	feminine	singular	masculine	singular	feminine	singular	1849	amica	incontrano	amano	1	incontra	verb_noun		74	SSS
objrel_nounpp	il bambino che l' attrice davanti alle contadine amica difende l' amico	masculine	singular	feminine	singular	feminine	plural	3279	amica	incontrano	difendono	1	incontra	verb_noun		75	SSP
objrel_nounpp	gli uomini che l' attore davanti alle studentesse incontra amica le bambine	masculine	plural	masculine	singular	feminine	plural	2798	amica	incontrano	conosce	2	conoscono	verb_noun		76	PSP
objrel_nounpp	le attrici che la ragazza dietro ai fratelli amica difendono il contadino	feminine	plural	feminine	singular	masculine	plural	385	amica	incontrano	difende	1	incontra	verb_noun		77	PSP
objrel_nounpp	le contadine che la studentessa accanto al figlio amica ignorano le donne	feminine	plural	feminine	singular	masculine	singular	470	amica	incontrano	ignora	1	incontra	verb_noun		78	PSS
objrel_nounpp	i fratelli che il contadino accanto al padre amica indicano le studentesse	masculine	plural	masculine	singular	masculine	singular	2999	amica	incontrano	indica	1	incontra	verb_noun		79	PSS
objrel_nounpp	le figlie che l' uomo vicino allo studente amica interrompono l' amico	feminine	plural	masculine	singular	masculine	singular	977	amica	incontrano	interrompe	1	incontra	verb_noun		80	PSS
objrel_nounpp	i contadini che la figlia vicino allo studente incontra amica il ragazzo	masculine	plural	feminine	singular	masculine	singular	2494	amica	incontrano	ricorda	2	ricordano	verb_noun		81	PSS
objrel_nounpp	l' attrice che la sorella accanto all' uomo indica amica le ragazze	feminine	singular	feminine	singular	masculine	singular	1462	amica	indicano	ignorano	2	ignora	verb_noun		82	SSS
objrel_nounpp	il contadino che il padre dietro alle studentesse amica saluta le bambine	masculine	singular	masculine	singular	feminine	plural	3795	amica	indicano	salutano	1	indica	verb_noun		83	SSP
objrel_nounpp	le bambine che il fratello vicino alle contadine amica accolgono le figlie	feminine	plural	masculine	singular	feminine	plural	770	amica	indicano	accoglie	1	indica	verb_noun		84	PSP
objrel_nounpp	gli attori che la contadina vicino alle donne indica amica il padre	masculine	plural	feminine	singular	feminine	plural	2272	amica	indicano	attrae	2	attraggono	verb_noun		85	PSP
objrel_nounpp	le ragazze che l' uomo dietro alla contadina amica conoscono l' attrice	feminine	plural	masculine	singular	feminine	singular	873	amica	indicano	conosce	1	indica	verb_noun		86	PSS
objrel_nounpp	gli studenti che la ragazza accanto alle bambine amica conoscono la figlia	masculine	plural	feminine	singular	feminine	plural	2279	amica	indicano	conosce	1	indica	verb_noun		87	PSP
objrel_nounpp	la ragazza che il fratello vicino ai contadini amica conosce lo studente	feminine	singular	masculine	singular	masculine	plural	1940	amica	interrompono	conoscono	1	interrompe	verb_noun		88	SSP
objrel_nounpp	la bambina che il contadino accanto alle studentesse amica ricorda le figlie	feminine	singular	masculine	singular	feminine	plural	1776	amica	interrompono	ricordano	1	interrompe	verb_noun		89	SSP
objrel_nounpp	la contadina che il figlio davanti al bambino interrompe amica il fratello	feminine	singular	masculine	singular	masculine	singular	1970	amica	interrompono	salutano	2	saluta	verb_noun		90	SSS
objrel_nounpp	i contadini che il figlio davanti agli attori amica conoscono le amiche	masculine	plural	masculine	singular	masculine	plural	2933	amica	interrompono	conosce	1	interrompe	verb_noun		91	PSP
objrel_nounpp	le sorelle che il ragazzo vicino al bambino amica difendono le studentesse	feminine	plural	masculine	singular	masculine	singular	994	amica	interrompono	difende	1	interrompe	verb_noun		92	PSS
objrel_nounpp	le contadine che il fratello davanti alle donne amica indicano il bambino	feminine	plural	masculine	singular	feminine	plural	775	amica	interrompono	indica	1	interrompe	verb_noun		93	PSP
objrel_nounpp	le attrici che la figlia vicino ai bambini amica ricordano l' amica	feminine	plural	feminine	singular	masculine	plural	384	amica	interrompono	ricorda	1	interrompe	verb_noun		94	PSP
objrel_nounpp	le sorelle che la contadina davanti all' attore osserva amica i figli	feminine	plural	feminine	singular	masculine	singular	495	amica	osservano	blocca	2	bloccano	verb_noun		95	PSS
objrel_nounpp	le studentesse che la madre accanto ai contadini osserva amica i ragazzi	feminine	plural	feminine	singular	masculine	plural	438	amica	osservano	ignora	2	ignorano	verb_noun		96	PSP
objrel_nounpp	il ragazzo che il fratello vicino agli studenti ricorda amica il bambino	masculine	singular	masculine	singular	masculine	plural	3940	amica	ricordano	conoscono	2	conosce	verb_noun		97	SSP
objrel_nounpp	la ragazza che lo studente dietro ai bambini ricorda amica gli amici	feminine	singular	masculine	singular	masculine	plural	1943	amica	ricordano	criticano	2	critica	verb_noun		98	SSP
objrel_nounpp	le bambine che l' attrice accanto alla madre amica incontrano la contadina	feminine	plural	feminine	singular	feminine	singular	329	amica	ricordano	incontra	1	ricorda	verb_noun		99	PSS
objrel_nounpp	i bambini che il figlio vicino all' uomo ricorda amica gli amici	masculine	plural	masculine	singular	masculine	singular	2983	amica	ricordano	osserva	2	osservano	verb_noun		100	PSS
objrel_nounpp	lo studente che la donna davanti al ragazzo amica guarda i padri	masculine	singular	feminine	singular	masculine	singular	3525	amica	salutano	guardano	1	saluta	verb_noun		101	SSS
objrel_nounpp	il padre che l' attore accanto alla studentessa saluta amica il fratello	masculine	singular	masculine	singular	feminine	singular	3872	amica	salutano	guardano	2	guarda	verb_noun		102	SSS
objrel_nounpp	la bambina che la figlia vicino al padre amica indica i ragazzi	feminine	singular	feminine	singular	masculine	singular	1468	amica	salutano	indicano	1	saluta	verb_noun		103	SSS
objrel_nounpp	le bambine che il padre dietro alla studentessa saluta amica la contadina	feminine	plural	masculine	singular	feminine	singular	840	amica	salutano	blocca	2	bloccano	verb_noun		104	PSS
objrel_nounpp	il ragazzo che le attrici vicino ai figli amica attrae lo studente	masculine	singular	feminine	plural	masculine	plural	3183	amica	accoglie	attraggono	1	accolgono	verb_noun		105	SPP
objrel_nounpp	la bambina che le sorelle dietro alla contadina accolgono amica il fratello	feminine	singular	feminine	plural	feminine	singular	1088	amica	accoglie	conoscono	2	conosce	verb_noun		106	SPS
objrel_nounpp	la figlia che gli uomini accanto alla contadina amica osserva le donne	feminine	singular	masculine	plural	feminine	singular	1612	amica	accoglie	osservano	1	accolgono	verb_noun		107	SPS
objrel_nounpp	la bambina che gli uomini accanto all' attrice accolgono amica le ragazze	feminine	singular	masculine	plural	feminine	singular	1591	amica	accoglie	ricordano	2	ricorda	verb_noun		108	SPS
objrel_nounpp	i padri che i bambini davanti alla studentessa amica indicano l' attrice	masculine	plural	masculine	plural	feminine	singular	2640	amica	accoglie	indica	1	accolgono	verb_noun		109	PPS
objrel_nounpp	il padre che le bambine dietro ai figli amano amica i contadini	masculine	singular	feminine	plural	masculine	plural	3172	amica	ama	fermano	2	ferma	verb_noun		110	SPP
objrel_nounpp	l' attore che le studentesse dietro alla madre amano amica l' amico	masculine	singular	feminine	plural	feminine	singular	3136	amica	ama	guardano	2	guarda	verb_noun		111	SPS
objrel_nounpp	le sorelle che i bambini dietro alle studentesse amica incontrano la contadina	feminine	plural	masculine	plural	feminine	plural	558	amica	ama	incontra	1	amano	verb_noun		112	PPP
objrel_nounpp	le attrici che le donne accanto alle studentesse amano amica il bambino	feminine	plural	feminine	plural	feminine	plural	9	amica	ama	interrompe	2	interrompono	verb_noun		113	PPP
objrel_nounpp	i fratelli che gli uomini davanti alle studentesse amica ricordano le bambine	masculine	plural	masculine	plural	feminine	plural	2563	amica	ama	ricorda	1	amano	verb_noun		114	PPP
objrel_nounpp	i fratelli che gli uomini davanti alle studentesse amano amica le bambine	masculine	plural	masculine	plural	feminine	plural	2563	amica	ama	ricorda	2	ricordano	verb_noun		115	PPP
objrel_nounpp	il figlio che i padri accanto ai fratelli amica accoglie la donna	masculine	singular	masculine	plural	masculine	plural	3669	amica	attrae	accolgono	1	attraggono	verb_noun		116	SPP
objrel_nounpp	le sorelle che gli attori vicino alla donna amica amano gli amici	feminine	plural	masculine	plural	feminine	singular	620	amica	attrae	ama	1	attraggono	verb_noun		117	PPS
objrel_nounpp	le ragazze che le donne accanto al contadino amica incontrano la studentessa	feminine	plural	feminine	plural	masculine	singular	231	amica	attrae	incontra	1	attraggono	verb_noun		118	PPS
objrel_nounpp	i figli che le sorelle dietro all' attore amica incontrano la bambina	masculine	plural	feminine	plural	masculine	singular	2251	amica	attrae	incontra	1	attraggono	verb_noun		119	PPS
objrel_nounpp	le bambine che le ragazze accanto alle attrici amica interrompono i figli	feminine	plural	feminine	plural	feminine	plural	18	amica	attrae	interrompe	1	attraggono	verb_noun		120	PPP
objrel_nounpp	le studentesse che le sorelle dietro ai bambini attraggono amica le ragazze	feminine	plural	feminine	plural	masculine	plural	189	amica	attrae	saluta	2	salutano	verb_noun		121	PPP
objrel_nounpp	il bambino che i ragazzi vicino alla contadina amica difende la studentessa	masculine	singular	masculine	plural	feminine	singular	3598	amica	blocca	difendono	1	bloccano	verb_noun		122	SPS
objrel_nounpp	il ragazzo che gli attori vicino all' uomo bloccano amica le madri	masculine	singular	masculine	plural	masculine	singular	3753	amica	blocca	difendono	2	difende	verb_noun		123	SPS
objrel_nounpp	il figlio che i contadini accanto alle madri amica indica le studentesse	masculine	singular	masculine	plural	feminine	plural	3543	amica	blocca	indicano	1	bloccano	verb_noun		124	SPP
objrel_nounpp	la figlia che le contadine vicino ai fratelli bloccano amica l' uomo	feminine	singular	feminine	plural	masculine	plural	1166	amica	blocca	osservano	2	osserva	verb_noun		125	SPP
objrel_nounpp	le attrici che gli studenti davanti al fratello bloccano amica le amiche	feminine	plural	masculine	plural	masculine	singular	704	amica	blocca	incontra	2	incontrano	verb_noun		126	PPS
objrel_nounpp	gli uomini che i bambini dietro ai contadini amica indicano la donna	masculine	plural	masculine	plural	masculine	plural	2661	amica	blocca	indica	1	bloccano	verb_noun		127	PPP
objrel_nounpp	la figlia che i ragazzi accanto alle contadine amica critica l' attrice	feminine	singular	masculine	plural	feminine	plural	1546	amica	conosce	criticano	1	conoscono	verb_noun		128	SPP
objrel_nounpp	la figlia che gli studenti vicino alle attrici amica difende il ragazzo	feminine	singular	masculine	plural	feminine	plural	1540	amica	conosce	difendono	1	conoscono	verb_noun		129	SPP
objrel_nounpp	la figlia che i bambini vicino agli attori conoscono amica la ragazza	feminine	singular	masculine	plural	masculine	plural	1672	amica	conosce	difendono	2	difende	verb_noun		130	SPP
objrel_nounpp	la studentessa che le contadine vicino agli attori conoscono amica la sorella	feminine	singular	feminine	plural	masculine	plural	1193	amica	conosce	fermano	2	ferma	verb_noun		131	SPP
objrel_nounpp	il contadino che le ragazze vicino alle donne conoscono amica le attrici	masculine	singular	feminine	plural	feminine	plural	3034	amica	conosce	fermano	2	ferma	verb_noun		132	SPP
objrel_nounpp	la contadina che i figli accanto agli studenti conoscono amica i bambini	feminine	singular	masculine	plural	masculine	plural	1661	amica	conosce	indicano	2	indica	verb_noun		133	SPP
objrel_nounpp	i fratelli che i figli accanto alle attrici amica accolgono le bambine	masculine	plural	masculine	plural	feminine	plural	2566	amica	conosce	accoglie	1	conoscono	verb_noun		134	PPP
objrel_nounpp	le sorelle che gli attori dietro alle studentesse conoscono amica le figlie	feminine	plural	masculine	plural	feminine	plural	555	amica	conosce	ferma	2	fermano	verb_noun		135	PPP
objrel_nounpp	la bambina che gli uomini dietro alle attrici criticano amica la contadina	feminine	singular	masculine	plural	feminine	plural	1523	amica	critica	accolgono	2	accoglie	verb_noun		136	SPP
objrel_nounpp	le studentesse che i padri dietro alle bambine criticano amica l' attrice	feminine	plural	masculine	plural	feminine	plural	566	amica	critica	ama	2	amano	verb_noun		137	PPP
objrel_nounpp	gli attori che le contadine accanto alla studentessa amica evitano le donne	masculine	plural	feminine	plural	feminine	singular	2086	amica	critica	evita	1	criticano	verb_noun		138	PPS
objrel_nounpp	i bambini che i fratelli dietro alle ragazze criticano amica gli amici	masculine	plural	masculine	plural	feminine	plural	2544	amica	critica	ricorda	2	ricordano	verb_noun		139	PPP
objrel_nounpp	gli studenti che i figli accanto al padre criticano amica l' amica	masculine	plural	masculine	plural	masculine	singular	2728	amica	critica	ricorda	2	ricordano	verb_noun		140	PPS
objrel_nounpp	l' attore che i padri dietro alle bambine difendono amica gli studenti	masculine	singular	masculine	plural	feminine	plural	3577	amica	difende	attraggono	2	attrae	verb_noun		141	SPP
objrel_nounpp	la ragazza che i padri dietro alle sorelle amica ferma le amiche	feminine	singular	masculine	plural	feminine	plural	1562	amica	difende	fermano	1	difendono	verb_noun		142	SPP
objrel_nounpp	la bambina che gli attori davanti alle sorelle amica guarda i figli	feminine	singular	masculine	plural	feminine	plural	1521	amica	difende	guardano	1	difendono	verb_noun		143	SPP
objrel_nounpp	la figlia che le studentesse accanto alla sorella amica interrompe il bambino	feminine	singular	feminine	plural	feminine	singular	1112	amica	difende	interrompono	1	difendono	verb_noun		144	SPS
objrel_nounpp	la figlia che gli uomini dietro alle contadine amica interrompe le donne	feminine	singular	masculine	plural	feminine	plural	1542	amica	difende	interrompono	1	difendono	verb_noun		145	SPP
objrel_nounpp	le contadine che le bambine vicino ai fratelli difendono amica le figlie	feminine	plural	feminine	plural	masculine	plural	148	amica	difende	ama	2	amano	verb_noun		146	PPP
objrel_nounpp	i bambini che gli uomini vicino alle figlie difendono amica i padri	masculine	plural	masculine	plural	feminine	plural	2540	amica	difende	ignora	2	ignorano	verb_noun		147	PPP
objrel_nounpp	i fratelli che le studentesse vicino alle ragazze amica incontrano l' attrice	masculine	plural	feminine	plural	feminine	plural	2066	amica	difende	incontra	1	difendono	verb_noun		148	PPP
objrel_nounpp	i fratelli che le donne vicino agli attori difendono amica il padre	masculine	plural	feminine	plural	masculine	plural	2186	amica	difende	incontra	2	incontrano	verb_noun		149	PPP
objrel_nounpp	le ragazze che i bambini dietro agli studenti amica osservano la madre	feminine	plural	masculine	plural	masculine	plural	676	amica	difende	osserva	1	difendono	verb_noun		150	PPP
objrel_nounpp	gli studenti che le figlie davanti ai bambini amica ricordano la madre	masculine	plural	feminine	plural	masculine	plural	2155	amica	difende	ricorda	1	difendono	verb_noun		151	PPP
objrel_nounpp	la figlia che i ragazzi davanti all' attore amica attrae i contadini	feminine	singular	masculine	plural	masculine	singular	1740	amica	evita	attraggono	1	evitano	verb_noun		152	SPS
objrel_nounpp	il ragazzo che i contadini accanto agli attori amica conosce il fratello	masculine	singular	masculine	plural	masculine	plural	3687	amica	evita	conoscono	1	evitano	verb_noun		153	SPP
