Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
embedding_mental_SR,i_bambini dicono che i_figli attraggono lo_studente,masculine,plural,masculine,plural,NaN,NaN,3217,NaN,dice,attrae,NaN,NaN,acceptable,3217,PP,0,NaN,NaN,5,bambini,dicono,figli,attraggono,studente,,8.33179196558121,7.2,embedding_mental_SR_PP
objrel_nounpp,la_figlia che il_padre dietro ai_ragazzi attrae saluta il_contadino,feminine,singular,masculine,singular,masculine,plural,695,NaN,attraggono,salutano,NaN,NaN,acceptable,695,SSP,0,NaN,NaN,5,figlia,padre,ragazzi,attrae,saluta,contadino,8.59127592648795,6.5,objrel_nounpp_______SSP
objrel_nounpp,i_bambini che le_figlie davanti ai_fratelli osservano attrici i_padri,masculine,plural,feminine,plural,masculine,plural,2164,attrici,osserva,indica,V2,indicano,verb_noun,1682,PPP,-8,NaN,NaN,3,bambini,figlie,fratelli,osservano,attrici,padri,7.32065669131625,7,objrel_nounpp_______PPP
embedding_mental,la_madre ricorda che la_contadina vicino ai_bambini evitano i_ragazzi,feminine,singular,feminine,singular,masculine,plural,1434,evitano,ricordano,evitano,V2,evita,num_violation,1933,SSP,7,NaN,NaN,2,madre,ricorda,contadina,bambini,evitano,ragazzi,8.4278033429347,7,embedding_mental____SSP
embedding_mental_SR,la_ragazza dice che le_donne fermare il_bambino,feminine,singular,feminine,plural,NaN,NaN,1170,fermare,dicono,ferma,V2,fermano,infinitive,2076,SP,-5,NaN,NaN,5,ragazza,dice,donne,fermare,bambino,,10.0511914056165,6,embedding_mental_SR_SP
objrel_nounpp,le_figlie che i_padri accanto alle_amiche incontrano conosce il_bambino,feminine,plural,masculine,plural,feminine,plural,545,conosce,incontra,conosce,V2,conoscono,num_violation,2072,PPP,8,NaN,NaN,1,figlie,padri,amiche,incontrano,conosce,bambino,8.01690304549864,6.83333333333333,objrel_nounpp_______PPP
embedding_mental_SR,le_studentesse ricordano che le_figlie attrae il_contadino,feminine,plural,feminine,plural,NaN,NaN,247,attrae,ricorda,attrae,V2,attraggono,num_violation,619,PP,5,NaN,NaN,1,studentesse,ricordano,figlie,attrae,contadino,,6.26920660799714,8.2,embedding_mental_SR_PP
embedding_mental,i_ragazzi dicono che la_bambina dietro alla_contadina ama il_figlio,masculine,plural,feminine,singular,feminine,singular,2254,NaN,dice,amano,NaN,NaN,acceptable,2254,PSS,0,NaN,NaN,2,ragazzi,dicono,bambina,contadina,ama,figlio,9.04887911687446,6.33333333333333,embedding_mental____PSS
objrel_that,la_studentessa che l'_amico attrae indico i_padri,feminine,singular,masculine,singular,NaN,NaN,1990,indico,attraggono,osservano,V2,osserva,wrong_person,6750,SS,-5,NaN,NaN,3,studentessa,amico,attrae,indico,padri,,6.93462137160717,6.6,objrel_that_________SS
objrel_nounpp,i_dolori che la_bambina davanti alle_ragazze conosce criticano i_padri,masculine,plural,feminine,singular,feminine,plural,2270,dolori,conoscono,critica,N1,gliattori,abstract,4278,PSP,-1,NaN,NaN,4,dolori,bambina,ragazze,conosce,criticano,padri,7.6615453693175,6.83333333333333,objrel_nounpp_______PSP
objrel_nounpp,le_attrici che la_contadina dietro all'_uomo interrompe attraete la_madre,feminine,plural,feminine,singular,masculine,singular,452,attraete,interrompono,attrae,V2,attraggono,wrong_person,950,PSS,-8,NaN,NaN,5,attrici,contadina,uomo,interrompe,attraete,madre,6.31491468994993,7.16666666666667,objrel_nounpp_______PSS
embedding_mental_SR,la_ginnastica ricorda che la_bambina blocca gli_attori,feminine,singular,feminine,singular,NaN,NaN,1443,ginnastica,ricordano,bloccano,N1,la ragazza,abstract,4089,SS,-1,NaN,NaN,3,ginnastica,ricorda,bambina,blocca,attori,,7.86167548159027,7.2,embedding_mental_SR_SS
objrel_that,l'_amica che le_ragazze interrompono incontra gli_uomini,feminine,singular,feminine,plural,NaN,NaN,1336,NaN,interrompe,incontrano,NaN,NaN,acceptable,1336,SP,0,NaN,NaN,4,amica,ragazze,interrompono,incontra,uomini,,8.0734934407622,7.6,objrel_that_________SP
embedding_mental_SR,le_figlie dicono che la_studentessa accolgono la_madre,feminine,plural,feminine,singular,NaN,NaN,388,accolgono,dice,accolgono,V2,accoglie,num_violation,172,PS,5,NaN,NaN,5,figlie,dicono,studentessa,accolgono,madre,,7.73044329998509,7.4,embedding_mental_SR_PS
objrel_nounpp,la_contadina che gli_uomini vicino al_bambino evitano studenti lo_studente,feminine,singular,masculine,plural,masculine,singular,1720,studenti,evita,difendono,V2,difende,verb_noun,7636,SPS,-8,NaN,NaN,2,contadina,uomini,bambino,evitano,studenti,studente,7.67682118298339,7.5,objrel_nounpp_______SPS
objrel_that,le_ragazze che il_fratello interrompe osservano le_figlie,feminine,plural,masculine,singular,NaN,NaN,2852,NaN,interrompono,osserva,NaN,NaN,acceptable,2852,PS,0,NaN,NaN,1,ragazze,fratello,interrompe,osservano,figlie,,7.58886837201128,8,objrel_that_________PS
embedding_mental,le_donne dicono che l'_amico dietro alle_ragazze ignori i_figli,feminine,plural,masculine,singular,feminine,plural,785,ignori,dice,ignorano,V2,ignora,wrong_person,2635,PSP,-7,NaN,NaN,1,donne,dicono,amico,ragazze,ignori,figli,9.35036021125192,5.66666666666667,embedding_mental____PSP
objrel_nounpp,l'_amica che i_figli accanto alle_donne indichiamo critica le_contadine,feminine,singular,masculine,plural,feminine,plural,1515,indichiamo,indica,criticano,V1,indicano,wrong_person,5938,SPP,-7,NaN,NaN,2,amica,figli,donne,indichiamo,critica,contadine,6.88221240369796,6.83333333333333,objrel_nounpp_______SPP
embedding_mental,le_contadine dicono che le_attrici davanti ai_fratelli osservano la_bambina,feminine,plural,feminine,plural,masculine,plural,3881,NaN,dice,osserva,NaN,NaN,acceptable,3881,PPP,0,NaN,NaN,5,contadine,dicono,attrici,fratelli,osservano,bambina,6.95781857461337,7.66666666666667,embedding_mental____PPP
objrel_nounpp,il_figlio che il_fratello dietro alla_ragazza fermo ignora le_donne,masculine,singular,masculine,singular,feminine,singular,3854,fermo,fermano,ignorano,V1,ferma,wrong_person,4113,SSS,-7,NaN,NaN,4,figlio,fratello,ragazza,fermo,ignora,donne,9.49093753736401,6.16666666666667,objrel_nounpp_______SSS
embedding_mental,la_contadina ricorda che l'_amica davanti allo_studente indicano i_fratelli,feminine,singular,feminine,singular,masculine,singular,1471,indicano,ricordano,indicano,V2,indica,num_violation,3212,SSS,7,NaN,NaN,1,contadina,ricorda,amica,studente,indicano,fratelli,7.78805458131248,7.5,embedding_mental____SSS
embedding_mental,le_studentesse dichiarano che il_fratello davanti alla_figlia amano le_madri,feminine,plural,masculine,singular,feminine,singular,878,amano,dichiara,amano,V2,ama,num_violation,419,PSS,7,NaN,NaN,3,studentesse,dichiarano,fratello,figlia,amano,madri,7.58147466284201,7.5,embedding_mental____PSS
objrel_nounpp,il_fratello che le_figlie accanto all'_amica ricorda incontra la_bambina,masculine,singular,feminine,plural,feminine,singular,3106,ricorda,ricorda,incontrano,V1,ricordano,num_violation,7270,SPS,7,NaN,NaN,1,fratello,figlie,amica,ricorda,incontra,bambina,8.75477872632034,6.83333333333333,objrel_nounpp_______SPS
objrel_nounpp,la_studentessa che i_contadini dietro ai_ragazzi accolgono conosce l'_amico,feminine,singular,masculine,plural,masculine,plural,1921,NaN,accoglie,conoscono,NaN,NaN,acceptable,1921,SPP,0,NaN,NaN,2,studentessa,contadini,ragazzi,accolgono,conosce,amico,8.13514752340267,8,objrel_nounpp_______SPP
embedding_mental,i_ragazzi ricordano che il_padre vicino agli_studenti guardano il_bambino,masculine,plural,masculine,singular,masculine,plural,2960,guardano,ricorda,guardano,V2,guarda,num_violation,2526,PSP,7,NaN,NaN,4,ragazzi,ricordano,padre,studenti,guardano,bambino,9.02676472054245,7.33333333333333,embedding_mental____PSP
objrel_nounpp,la_madre che la_ragazza accanto alle_sorelle indicano accoglie gli_uomini,feminine,singular,feminine,singular,feminine,plural,1301,indicano,indicano,accolgono,V1,indica,num_violation,5932,SSP,7,NaN,NaN,1,madre,ragazza,sorelle,indicano,accoglie,uomini,8.5545809385335,6.83333333333333,objrel_nounpp_______SSP
objrel_nounpp,la_figlia che il_fratello dietro all'_amica evitare indica la_bambina,feminine,singular,masculine,singular,feminine,singular,1862,evitare,evitano,indicano,V1,evita,infinitive,3364,SSS,-7,NaN,NaN,3,figlia,fratello,amica,evitare,indica,bambina,9.19845695978491,6.5,objrel_nounpp_______SSS
objrel_that,le_attrici che il_padre blocca evita la_studentessa,feminine,plural,masculine,singular,NaN,NaN,789,evita,bloccano,evita,V2,evitano,num_violation,3292,PS,5,NaN,NaN,3,attrici,padre,blocca,evita,studentessa,,7.30649602512051,6.8,objrel_that_________PS
objrel_nounpp,i_contadini che le_attrici accanto alle_donne ignorano ama gli_uomini,masculine,plural,feminine,plural,feminine,plural,2052,ama,ignora,ama,V2,amano,num_violation,654,PPP,8,NaN,NaN,4,contadini,attrici,donne,ignorano,ama,uomini,7.67884753349172,6.33333333333333,objrel_nounpp_______PPP
objrel_that,la_figlia che la_madre critica guarda il_bambino,feminine,singular,feminine,singular,NaN,NaN,718,NaN,criticano,guardano,NaN,NaN,acceptable,718,SS,0,NaN,NaN,2,figlia,madre,critica,guarda,bambino,,9.77239728605026,6.2,objrel_that_________SS
objrel_nounpp,l'_uomo che i_bambini accanto al_contadino osservano guardano il_figlio,masculine,singular,masculine,plural,masculine,singular,3770,guardano,osserva,guardano,V2,guarda,num_violation,4624,SPS,8,NaN,NaN,1,uomo,bambini,contadino,osservano,guardano,figlio,8.50955967480303,7.16666666666667,objrel_nounpp_______SPS
objrel_nounpp,i_figli che la_contadina davanti all'_attrice evita sogna la_sorella,masculine,plural,feminine,singular,feminine,singular,2370,sogna,evitano,saluta,V2,salutano,num_violation,7861,PSS,8,NaN,NaN,4,figli,contadina,attrice,evita,sogna,sorella,7.37154813263464,6.33333333333333,objrel_nounpp_______PSS
embedding_mental,l'_amica ricorda che i_padri dietro agli_attori incontrare i_figli,feminine,singular,masculine,plural,masculine,plural,1645,incontrare,ricordano,incontra,V2,incontrano,infinitive,2894,SPP,-7,NaN,NaN,1,amica,ricorda,padri,attori,incontrare,figli,8.52587083520943,6.33333333333333,embedding_mental____SPP
objrel_nounpp,la_figlia che le_studentesse vicino alle_bambine guardano difendono i_ragazzi,feminine,singular,feminine,plural,feminine,plural,1044,difendono,guarda,difendono,V2,difende,num_violation,3258,SPP,8,NaN,NaN,5,figlia,studentesse,bambine,guardano,difendono,ragazzi,7.6551269773159,8,objrel_nounpp_______SPP
objrel_nounpp,le_ragazze che i_fratelli accanto all'_attore bloccano ignorano le_madri,feminine,plural,masculine,plural,masculine,singular,3900,NaN,blocca,ignora,NaN,NaN,acceptable,3900,PPS,0,NaN,NaN,3,ragazze,fratelli,attore,bloccano,ignorano,madri,7.15903760661587,7,objrel_nounpp_______PPS
objrel_that,i_contadini che le_donne ignorano indicano i_figli,masculine,plural,feminine,plural,NaN,NaN,3277,NaN,ignora,indica,NaN,NaN,acceptable,3277,PP,0,NaN,NaN,4,contadini,donne,ignorano,indicano,figli,,7.60665585909185,7,objrel_that_________PP
objrel_nounpp,i_padri che la_sorella davanti al_bambino guardano ricordano il_contadino,masculine,plural,feminine,singular,masculine,singular,2515,guardano,guardano,ricorda,V1,guarda,num_violation,4549,PSS,7,NaN,NaN,3,padri,sorella,bambino,guardano,ricordano,contadino,7.89998419806944,7.5,objrel_nounpp_______PSS
objrel_that,i_padri che le_contadine incontrano dichiarate le_bambine,masculine,plural,feminine,plural,NaN,NaN,2221,dichiarate,incontra,ignora,V2,ignorano,wrong_person,3032,PP,-5,NaN,NaN,1,padri,contadine,incontrano,dichiarate,bambine,,5.74108810298866,8.2,objrel_that_________PP
objrel_that,la_madre che gli_studenti conoscere critica gli_amici,feminine,singular,masculine,plural,NaN,NaN,1659,conoscere,conosce,criticano,V1,conoscono,infinitive,2157,SP,-4,NaN,NaN,4,madre,studenti,conoscere,critica,amici,,8.98786262037247,6.8,objrel_that_________SP
objrel_that,il_bambino che la_figlia ama criticano l'_amica,masculine,singular,feminine,singular,NaN,NaN,3265,criticano,amano,criticano,V2,critica,num_violation,2589,SS,5,NaN,NaN,5,bambino,figlia,ama,criticano,amica,,8.46345468254446,6,objrel_that_________SS
embedding_mental,le_madri dicono che i_contadini davanti alla_bambina fermano la_figlia,feminine,plural,masculine,plural,feminine,singular,3426,NaN,dice,ferma,NaN,NaN,acceptable,3426,PPS,0,NaN,NaN,1,madri,dicono,contadini,bambina,fermano,figlia,8.15555800790384,6.66666666666667,embedding_mental____PPS
embedding_mental_SR,i_piaceri dicono che lo_studente guarda i_padri,masculine,plural,masculine,singular,NaN,NaN,2769,piaceri,dice,guardano,N1,gli amici,abstract,5354,PS,-1,NaN,NaN,2,piaceri,dicono,studente,guarda,padri,,8.2173330666051,6.4,embedding_mental_SR_PS
objrel_nounpp,le_studentesse che le_bambine dietro alla_donna interrompono blocca le_ragazze,feminine,plural,feminine,plural,feminine,singular,121,blocca,interrompe,blocca,V2,bloccano,num_violation,1624,PPS,8,NaN,NaN,3,studentesse,bambine,donna,interrompono,blocca,ragazze,7.37404536397745,8,objrel_nounpp_______PPS
objrel_nounpp,il_padre che i_fratelli dietro agli_uomini studentesse critica gli_amici,masculine,singular,masculine,plural,masculine,plural,3678,studentesse,difende,criticano,V1,difendono,verb_noun,7442,SPP,-7,NaN,NaN,4,padre,fratelli,uomini,studentesse,critica,amici,8.81313871967404,7,objrel_nounpp_______SPP
embedding_mental,l'_attore dice che l'_amico accanto alle_figlie critica gli_studenti,masculine,singular,masculine,singular,feminine,plural,721,NaN,dicono,criticano,NaN,NaN,acceptable,721,SSP,0,NaN,NaN,2,attore,dice,amico,figlie,critica,studenti,8.70264656235268,6,embedding_mental____SSP
objrel_nounpp,le_donne che il_fratello dietro alle_attrici conosce padri il_bambino,feminine,plural,masculine,singular,feminine,plural,783,padri,conoscono,saluta,V2,salutano,verb_noun,5538,PSP,-8,NaN,NaN,4,donne,fratello,attrici,conosce,padri,bambino,8.74377843378195,6.5,objrel_nounpp_______PSP
objrel_that,le_studentesse che i_bambini osservano incontrano la_donna,feminine,plural,masculine,plural,NaN,NaN,3950,NaN,osserva,incontra,NaN,NaN,acceptable,3950,PP,0,NaN,NaN,4,studentesse,bambini,osservano,incontrano,donna,,7.46329484815688,8.4,objrel_that_________PP
objrel_nounpp,gli_studenti che la_madre davanti alla_sorella ignora difende l'_amico,masculine,plural,feminine,singular,feminine,singular,2343,difende,ignorano,difende,V2,difendono,num_violation,2827,PSS,8,NaN,NaN,3,studenti,madre,sorella,ignora,difende,amico,8.60885101796494,6.33333333333333,objrel_nounpp_______PSS
objrel_that,le_donne che gli_attori osservano dichiariamo la_figlia,feminine,plural,masculine,plural,NaN,NaN,594,dichiariamo,osserva,ignora,V2,ignorano,wrong_person,3264,PP,-5,NaN,NaN,4,donne,attori,osservano,dichiariamo,figlia,,7.40145342655306,7.4,objrel_that_________PP
embedding_mental,i_ragazzi dichiarano che gli_uomini davanti al_contadino incontrano il_figlio,masculine,plural,masculine,plural,masculine,singular,3256,NaN,dichiara,incontra,NaN,NaN,acceptable,3256,PPS,0,NaN,NaN,5,ragazzi,dichiarano,uomini,contadino,incontrano,figlio,8.27434793586758,8,embedding_mental____PPS
embedding_mental_SR,le_sorelle dicono che le_figlie osserva i_ragazzi,feminine,plural,feminine,plural,NaN,NaN,218,osserva,dice,osserva,V2,osservano,num_violation,3556,PP,5,NaN,NaN,3,sorelle,dicono,figlie,osserva,ragazzi,,8.46718485063826,6.6,embedding_mental_SR_PP
objrel_that,la_ragazza che l'_amico evitare saluta il_fratello,feminine,singular,masculine,singular,NaN,NaN,1930,evitare,evitano,salutano,V1,evita,infinitive,3371,SS,-4,NaN,NaN,5,ragazza,amico,evitare,saluta,fratello,,9.62427251717276,6.6,objrel_that_________SS
objrel_nounpp,gli_amici che le_attrici accanto alla_sorella incontrano indica la_studentessa,masculine,plural,feminine,plural,feminine,singular,2080,indica,incontra,indica,V2,indicano,num_violation,5741,PPS,8,NaN,NaN,4,amici,attrici,sorella,incontrano,indica,studentessa,7.65767190314367,7.66666666666667,objrel_nounpp_______PPS
embedding_mental_SR,il_bambino dice che il_contadino amano gli_uomini,masculine,singular,masculine,singular,NaN,NaN,3751,amano,dicono,amano,V2,ama,num_violation,373,SS,5,NaN,NaN,4,bambino,dice,contadino,amano,uomini,,9.14822075724591,6.2,embedding_mental_SR_SS
embedding_mental,le_figlie ricordano che le_sedie davanti alle_attrici criticano l'_amica,feminine,plural,feminine,plural,feminine,plural,40,sedie,ricorda,critica,N2,lecontadine,inanimate,6259,PPP,-4,NaN,NaN,2,figlie,ricordano,sedie,attrici,criticano,amica,6.53244071610181,6.83333333333333,embedding_mental____PPP
objrel_that,l'_amico che la_studentessa indicano ferma il_ragazzo,masculine,singular,feminine,singular,NaN,NaN,3420,indicano,indicano,fermano,V1,indica,num_violation,5996,SS,4,NaN,NaN,4,amico,studentessa,indicano,ferma,ragazzo,,8.95857329514448,7.2,objrel_that_________SS
objrel_nounpp,l'_amico che la_studentessa accanto agli_uomini ferma evitare la_ragazza,masculine,singular,feminine,singular,masculine,plural,3452,evitare,fermano,evitano,V2,evita,infinitive,3441,SSP,-8,NaN,NaN,3,amico,studentessa,uomini,ferma,evitare,ragazza,9.46082896360586,6.83333333333333,objrel_nounpp_______SSP
embedding_mental_SR,la_figlia dichiara che le_amiche ferma la_donna,feminine,singular,feminine,plural,NaN,NaN,1123,ferma,dichiarano,ferma,V2,fermano,num_violation,2080,SP,5,NaN,NaN,3,figlia,dichiara,amiche,ferma,donna,,8.86811175372415,6,embedding_mental_SR_SP
objrel_nounpp,la_donna che la_studentessa davanti alla_ragazza ferma ignorano le_amiche,feminine,singular,feminine,singular,feminine,singular,1354,ignorano,fermano,ignorano,V2,ignora,num_violation,4909,SSS,8,NaN,NaN,1,donna,studentessa,ragazza,ferma,ignorano,amiche,8.32637226676724,7,objrel_nounpp_______SSS
objrel_that,i_contadini che la_ragazza incontrano fermano la_studentessa,masculine,plural,feminine,singular,NaN,NaN,2384,incontrano,incontrano,ferma,V1,incontra,num_violation,5582,PS,4,NaN,NaN,3,contadini,ragazza,incontrano,fermano,studentessa,,7.26476998692287,8.8,objrel_that_________PS
objrel_nounpp,il_ragazzo che il_fratello davanti agli_amici evita incontra la_figlia,masculine,singular,masculine,singular,masculine,plural,260,NaN,evitano,incontrano,NaN,NaN,acceptable,260,SSP,0,NaN,NaN,5,ragazzo,fratello,amici,evita,incontra,figlia,9.07293994042847,6.5,objrel_nounpp_______SSP
objrel_nounpp,le_donne che la_bambina vicino alle_attrici indico interrompono i_fratelli,feminine,plural,feminine,singular,feminine,plural,277,indico,indicano,interrompe,V1,indica,wrong_person,6088,PSP,-7,NaN,NaN,1,donne,bambina,attrici,indico,interrompono,fratelli,6.93088350560955,7.5,objrel_nounpp_______PSP
objrel_nounpp,l'_uomo che la_madre dietro alle_attrici evita accoglie le_donne,masculine,singular,feminine,singular,feminine,plural,528,NaN,evitano,accolgono,NaN,NaN,acceptable,528,SSP,0,NaN,NaN,1,uomo,madre,attrici,evita,accoglie,donne,8.09507389444782,5.66666666666667,objrel_nounpp_______SSP
objrel_nounpp,i_contadini che gli_orologi accanto alla_sorella guarda salutano le_attrici,masculine,plural,feminine,singular,feminine,singular,2366,glorologi,guardano,saluta,N2,la ragazza,inanimate,1876,PSS,-3,NaN,NaN,5,contadini,orologi,sorella,guarda,salutano,attrici,7.34483827609008,7.33333333333333,objrel_nounpp_______PSS
embedding_mental,l'_amica dice che la_figlia davanti alla_madre bambini le_attrici,feminine,singular,feminine,singular,feminine,singular,1324,bambini,dicono,accolgono,V2,accoglie,verb_noun,981,SSS,-7,NaN,NaN,5,amica,dice,figlia,madre,bambini,attrici,9.51806459232705,5.66666666666667,embedding_mental____SSS
objrel_nounpp,le_ragazze che le_madri dietro ai_fratelli conosce amano gli_studenti,feminine,plural,feminine,plural,masculine,plural,178,conosce,conosce,ama,V1,conoscono,num_violation,2000,PPP,7,NaN,NaN,3,ragazze,madri,fratelli,conosce,amano,studenti,8.3912473828218,6.66666666666667,objrel_nounpp_______PPP
objrel_nounpp,la_bambina che il_figlio davanti ai_fratelli difendono indica l'_amica,feminine,singular,masculine,singular,masculine,plural,1901,difendono,difendono,indicano,V1,difende,num_violation,3104,SSP,7,NaN,NaN,5,bambina,figlio,fratelli,difendono,indica,amica,8.36715653695757,6.83333333333333,objrel_nounpp_______SSP
objrel_nounpp,la_madre che le_figlie accanto al_contadino evitano indica i_bambini,feminine,singular,feminine,plural,masculine,singular,1806,NaN,evita,indicano,NaN,NaN,acceptable,1806,SPS,0,NaN,NaN,3,madre,figlie,contadino,evitano,indica,bambini,7.85051899349464,6.66666666666667,objrel_nounpp_______SPS
