Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
objrel_that,l'_attrice che la_contadina osservano attrae la_figlia,feminine,singular,feminine,singular,NaN,NaN,1282,osservano,osservano,attraggono,V1,osserva,num_violation,6896,SS,4,NaN,NaN,1,attrice,contadina,osservano,attrae,figlia,,6.5595190429966,7.4,objrel_that_________SS
objrel_nounpp,la_sorella che la_contadina dietro agli_studenti ricorda amano il_ragazzo,feminine,singular,feminine,singular,masculine,plural,1433,amano,ricordano,amano,V2,ama,num_violation,869,SSP,8,NaN,NaN,1,sorella,contadina,studenti,ricorda,amano,ragazzo,8.35464913017157,7.16666666666667,objrel_nounpp_______SSP
objrel_that,il_figlio che le_contadine incontra critica l'_amico,masculine,singular,feminine,plural,NaN,NaN,3049,incontra,incontra,criticano,V1,incontrano,num_violation,5337,SP,4,NaN,NaN,2,figlio,contadine,incontra,critica,amico,,7.77798011363589,7,objrel_that_________SP
objrel_nounpp,la_figlia che gli_amici dietro ai_ragazzi evitano indicano la_sorella,feminine,singular,masculine,plural,masculine,plural,1670,indicano,evita,indicano,V2,indica,num_violation,6103,SPP,8,NaN,NaN,5,figlia,amici,ragazzi,evitano,indicano,sorella,8.7975107297061,6.66666666666667,objrel_nounpp_______SPP
objrel_that,gli_studenti che l'_attrice conoscono interrompono i_ragazzi,masculine,plural,feminine,singular,NaN,NaN,2303,conoscono,conoscono,interrompe,V1,conosce,num_violation,2226,PS,4,NaN,NaN,2,studenti,attrice,conoscono,interrompono,ragazzi,,7.62322294222105,8.6,objrel_that_________PS
embedding_mental_SR,il_figlio dice che gli_amici amiamo i_padri,masculine,singular,masculine,plural,NaN,NaN,3561,amiamo,dicono,ama,V2,amano,wrong_person,361,SP,-5,NaN,NaN,5,figlio,dice,amici,amiamo,padri,,9.24985736064557,5.2,embedding_mental_SR_SP
objrel_that,la_bambina che gli_attori bloccare saluta la_donna,feminine,singular,masculine,plural,NaN,NaN,1547,bloccare,blocca,salutano,V1,bloccano,infinitive,1687,SP,-4,NaN,NaN,4,bambina,attori,bloccare,saluta,donna,,8.27460684238181,6.4,objrel_that_________SP
embedding_mental_SR,le_figlie ricordano che il_contadino ignorano lo_studente,feminine,plural,masculine,singular,NaN,NaN,896,ignorano,ricorda,ignorano,V2,ignora,num_violation,2752,PS,5,NaN,NaN,2,figlie,ricordano,contadino,ignorano,studente,,6.57133870590384,8,embedding_mental_SR_PS
embedding_mental,l'_attrice dichiara che la_bambina dietro alla_donna incontrano il_fratello,feminine,singular,feminine,singular,feminine,singular,1330,incontrano,dichiarano,incontrano,V2,incontra,num_violation,2943,SSS,7,NaN,NaN,3,attrice,dichiara,bambina,donna,incontrano,fratello,8.40847193348284,7.5,embedding_mental____SSS
objrel_nounpp,la_ragazza che la_sorella davanti all'_amica accolgono incontra le_madri,feminine,singular,feminine,singular,feminine,singular,1377,accolgono,accolgono,incontrano,V1,accoglie,num_violation,255,SSS,7,NaN,NaN,2,ragazza,sorella,amica,accolgono,incontra,madri,7.88756645257039,6.83333333333333,objrel_nounpp_______SSS
embedding_mental_SR,l'_uomo dice che le_amiche criticano le_bambine,masculine,singular,feminine,plural,NaN,NaN,1519,NaN,dicono,critica,NaN,NaN,acceptable,1519,SP,0,NaN,NaN,5,uomo,dice,amiche,criticano,bambine,,8.30766878041245,6,embedding_mental_SR_SP
objrel_that,le_figlie che la_studentessa critica conosce le_bambine,feminine,plural,feminine,singular,NaN,NaN,394,conosce,criticano,conosce,V2,conoscono,num_violation,1862,PS,5,NaN,NaN,3,figlie,studentessa,critica,conosce,bambine,,7.55131835065765,7.6,objrel_that_________PS
embedding_mental_SR,i_contadini dichiarano che i_figli bloccano le_studentesse,masculine,plural,masculine,plural,NaN,NaN,3253,NaN,dichiara,blocca,NaN,NaN,acceptable,3253,PP,0,NaN,NaN,2,contadini,dichiarano,figli,bloccano,studentesse,,6.4043808507024,8.6,embedding_mental_SR_PP
embedding_mental,l'_uomo ricorda che i_ragazzi davanti all'_attrice osservano la_bambina,masculine,singular,masculine,plural,feminine,singular,1273,NaN,ricordano,osserva,NaN,NaN,acceptable,1273,SPS,0,NaN,NaN,5,uomo,ricorda,ragazzi,attrice,osservano,bambina,8.89617652858033,6.83333333333333,embedding_mental____SPS
objrel_nounpp,la_donna che le_studentesse vicino al_ragazzo accolgono difende la_madre,feminine,singular,feminine,plural,masculine,singular,1704,NaN,accoglie,difendono,NaN,NaN,acceptable,1704,SPS,0,NaN,NaN,5,donna,studentesse,ragazzo,accolgono,difende,madre,7.86738543446481,7.33333333333333,objrel_nounpp_______SPS
objrel_nounpp,la_studentessa che i_fratelli dietro al_padre indica attrae il_bambino,feminine,singular,masculine,plural,masculine,singular,1764,indica,indica,attraggono,V1,indicano,num_violation,5746,SPS,7,NaN,NaN,1,studentessa,fratelli,padre,indica,attrae,bambino,8.28456794111226,7.16666666666667,objrel_nounpp_______SPS
objrel_nounpp,le_madri che la_bambina dietro alle_donne ama ragazza gli_amici,feminine,plural,feminine,singular,feminine,plural,292,ragazza,amano,interrompe,V2,interrompono,verb_noun,5715,PSP,-8,NaN,NaN,2,madri,bambina,donne,ama,ragazza,amici,9.37293523818857,5.33333333333333,objrel_nounpp_______PSP
embedding_mental,il_padre dice che il_fratello davanti alle_amiche attore le_bambine,masculine,singular,masculine,singular,feminine,plural,3802,attore,dicono,accolgono,V2,accoglie,verb_noun,387,SSP,-7,NaN,NaN,3,padre,dice,fratello,amiche,attore,bambine,9.32208029989787,6,embedding_mental____SSP
embedding_mental,le_studentesse ricordano che i_contadini davanti alle_ragazze conoscere le_bambine,feminine,plural,masculine,plural,feminine,plural,567,conoscere,ricorda,conosce,V2,conoscono,infinitive,1195,PPP,-7,NaN,NaN,4,studentesse,ricordano,contadini,ragazze,conoscere,bambine,7.49495906476627,8.66666666666667,embedding_mental____PPP
objrel_nounpp,i_ragazzi che l'_amico vicino ai_fratelli accolgono attraggono le_sorelle,masculine,plural,masculine,singular,masculine,plural,2960,accolgono,accolgono,attrae,V1,accoglie,num_violation,278,PSP,7,NaN,NaN,1,ragazzi,amico,fratelli,accolgono,attraggono,sorelle,7.80599762449771,7.66666666666667,objrel_nounpp_______PSP
objrel_that,le_bambine che gli_amici bloccano saluti gli_studenti,feminine,plural,masculine,plural,NaN,NaN,548,saluti,blocca,ama,V2,amano,wrong_person,7654,PP,-5,NaN,NaN,3,bambine,amici,bloccano,saluti,studenti,,7.70867287926249,6.8,objrel_that_________PP
objrel_nounpp,il_ragazzo che gli_attori vicino all'_uomo bloccare difende le_madri,masculine,singular,masculine,plural,masculine,singular,3753,bloccare,blocca,difendono,V1,bloccano,infinitive,1683,SPS,-7,NaN,NaN,5,ragazzo,attori,uomo,bloccare,difende,madri,8.11449623223898,6.16666666666667,objrel_nounpp_______SPS
objrel_that,gli_attori che le_amiche difendono incontrano i_contadini,masculine,plural,feminine,plural,NaN,NaN,3068,NaN,difende,incontra,NaN,NaN,acceptable,3068,PP,0,NaN,NaN,3,attori,amiche,difendono,incontrano,contadini,,6.53800556180535,8,objrel_that_________PP
objrel_nounpp,gli_studenti che la_ragazza dietro alle_amiche ricorda criticare il_padre,masculine,plural,feminine,singular,feminine,plural,2280,criticare,ricordano,critica,V2,criticano,infinitive,2552,PSP,-8,NaN,NaN,3,studenti,ragazza,amiche,ricorda,criticare,padre,8.86208295338502,7,objrel_nounpp_______PSP
objrel_nounpp,le_attrici che la_bambina davanti alle_amiche attrae accolgono le_studentesse,feminine,plural,feminine,singular,feminine,plural,2592,NaN,attraggono,accoglie,NaN,NaN,acceptable,2592,PSP,0,NaN,NaN,1,attrici,bambina,amiche,attrae,accolgono,studentesse,6.26838672431492,7.66666666666667,objrel_nounpp_______PSP
objrel_nounpp,i_fratelli che il_figlio accanto ai_ragazzi ricorda difende i_bambini,masculine,plural,masculine,singular,masculine,plural,2948,difende,ricordano,difende,V2,difendono,num_violation,2854,PSP,8,NaN,NaN,3,fratelli,figlio,ragazzi,ricorda,difende,bambini,9.20010968572805,7,objrel_nounpp_______PSP
embedding_mental_SR,gli_attori ricordano che le_madri ignora le_donne,masculine,plural,feminine,plural,NaN,NaN,2047,ignora,ricorda,ignora,V2,ignorano,num_violation,2647,PP,5,NaN,NaN,2,attori,ricordano,madri,ignora,donne,,7.28667463083131,6.2,embedding_mental_SR_PP
objrel_nounpp,le_ragazze che gli_attori vicino alla_studentessa accolgono ignorano il_figlio,feminine,plural,masculine,plural,feminine,singular,3881,NaN,accoglie,ignora,NaN,NaN,acceptable,3881,PPS,0,NaN,NaN,1,ragazze,attori,studentessa,accolgono,ignorano,figlio,7.19048273604896,7.83333333333333,objrel_nounpp_______PPS
objrel_nounpp,l'_attrice che le_figlie vicino ai_bambini indicano conosce l'_uomo,feminine,singular,feminine,plural,masculine,plural,1491,NaN,indica,conoscono,NaN,NaN,acceptable,1491,SPP,0,NaN,NaN,4,attrice,figlie,bambini,indicano,conosce,uomo,8.74917769290056,6.5,objrel_nounpp_______SPP
objrel_that,le_bambine che le_attrici indicano guardare gli_uomini,feminine,plural,feminine,plural,NaN,NaN,64,guardare,indica,guarda,V2,guardano,infinitive,4703,PP,-5,NaN,NaN,4,bambine,attrici,indicano,guardare,uomini,,7.99013757029542,7.2,objrel_that_________PP
objrel_nounpp,le_donne che le_contadine vicino alla_ragazza ignora evitano la_bambina,feminine,plural,feminine,plural,feminine,singular,92,ignora,ignora,evita,V1,ignorano,num_violation,4819,PPS,7,NaN,NaN,5,donne,contadine,ragazza,ignora,evitano,bambina,7.33843010750196,6.83333333333333,objrel_nounpp_______PPS
objrel_nounpp,l'_uomo che le_amiche vicino alla_bambina studentessa blocca i_fratelli,masculine,singular,feminine,plural,feminine,singular,3137,studentessa,indica,bloccano,V1,indicano,verb_noun,7265,SPS,-7,NaN,NaN,4,uomo,amiche,bambina,studentessa,blocca,fratelli,8.50514330881824,7,objrel_nounpp_______SPS
embedding_mental,la_contadina ricorda che gli_uomini davanti ai_figli evitano i_padri,feminine,singular,masculine,plural,masculine,plural,1832,NaN,ricordano,evita,NaN,NaN,acceptable,1832,SPP,0,NaN,NaN,3,contadina,ricorda,uomini,figli,evitano,padri,7.64865778001473,6.5,embedding_mental____SPP
embedding_mental,i_fratelli dicono che l'_amica vicino alla_madre interrompono lo_studente,masculine,plural,feminine,singular,feminine,singular,2376,interrompono,dice,interrompono,V2,interrompe,num_violation,3501,PSS,7,NaN,NaN,3,fratelli,dicono,amica,madre,interrompono,studente,8.39018339989382,7.33333333333333,embedding_mental____PSS
objrel_that,gli_orologi che le_sorelle attraggono osservano la_donna,masculine,plural,feminine,plural,NaN,NaN,2140,glorologi,attrae,osserva,N1,i contadini,inanimate,1628,PP,-1,NaN,NaN,3,orologi,sorelle,attraggono,osservano,donna,,6.88832624392057,7.6,objrel_that_________PP
embedding_mental_SR,gli_attori ricordano che le_madri guardano la_sorella,masculine,plural,feminine,plural,NaN,NaN,3096,NaN,ricorda,guarda,NaN,NaN,acceptable,3096,PP,0,NaN,NaN,3,attori,ricordano,madri,guardano,sorella,,7.51805886677492,7,embedding_mental_SR_PP
embedding_mental_SR,gli_studenti dichiarano che il_contadino attrarre i_figli,masculine,plural,masculine,singular,NaN,NaN,2807,attrarre,dichiara,attraggono,V2,attrae,infinitive,685,PS,-5,NaN,NaN,5,studenti,dichiarano,contadino,attrarre,figli,,6.89548561600031,8,embedding_mental_SR_PS
embedding_mental,i_bambini dicono che i_figli davanti alla_studentessa accoglie i_padri,masculine,plural,masculine,plural,feminine,singular,2617,accoglie,dice,accoglie,V2,accolgono,num_violation,67,PPS,7,NaN,NaN,3,bambini,dicono,figli,studentessa,accoglie,padri,8.01219919369984,7,embedding_mental____PPS
embedding_mental_SR,le_donne dicono che i_ragazzi incontrare i_fratelli,feminine,plural,masculine,plural,NaN,NaN,620,incontrare,dice,incontra,V2,incontrano,infinitive,2893,PP,-5,NaN,NaN,1,donne,dicono,ragazzi,incontrare,fratelli,,9.50457038669911,7.2,embedding_mental_SR_PP
embedding_mental,le_attrici ricordano che le_sorelle davanti allo_studente attraiamo il_bambino,feminine,plural,feminine,plural,masculine,singular,201,attraiamo,ricorda,attrae,V2,attraggono,wrong_person,679,PPS,-7,NaN,NaN,4,attrici,ricordano,sorelle,studente,attraiamo,bambino,6.2946247064295,7.83333333333333,embedding_mental____PPS
embedding_mental_SR,le_bambine dicono che le_donne guarda i_fratelli,feminine,plural,feminine,plural,NaN,NaN,64,guarda,dice,guarda,V2,guardano,num_violation,2366,PP,5,NaN,NaN,4,bambine,dicono,donne,guarda,fratelli,,9.30994299385349,6.4,embedding_mental_SR_PP
objrel_nounpp,le_studentesse che il_fratello vicino al_contadino saluta interrompe i_figli,feminine,plural,masculine,singular,masculine,singular,1004,interrompe,salutano,interrompe,V2,interrompono,num_violation,6196,PSS,8,NaN,NaN,3,studentesse,fratello,contadino,saluta,interrompe,figli,7.46901911301206,8.16666666666667,objrel_nounpp_______PSS
objrel_that,la_ginnastica che i_fratelli incontrano osserva gli_uomini,feminine,singular,masculine,plural,NaN,NaN,1608,ginnastica,incontra,osservano,N1,la donna,abstract,4122,SP,-1,NaN,NaN,2,ginnastica,fratelli,incontrano,osserva,uomini,,7.69937729973566,8.2,objrel_that_________SP
objrel_nounpp,l'_uomo che il_frigorifero dietro agli_amici amano osserva i_figli,masculine,singular,feminine,plural,masculine,plural,3205,frigorifero,ama,osservano,N2,le studentesse,inanimate,1444,SPP,-3,NaN,NaN,2,uomo,frigorifero,amici,amano,osserva,figli,8.6668709022932,6.16666666666667,objrel_nounpp_______SPP
embedding_mental,le_donne ricordano che l'_attrice vicino alle_amiche attraggo la_studentessa,feminine,plural,feminine,singular,feminine,plural,284,attraggo,ricorda,attraggono,V2,attrae,wrong_person,569,PSP,-7,NaN,NaN,3,donne,ricordano,attrice,amiche,attraggo,studentessa,6.89629626629598,7.66666666666667,embedding_mental____PSP
objrel_that,l'_attrice che la_figlia blocca ricorda i_ragazzi,feminine,singular,feminine,singular,NaN,NaN,466,NaN,bloccano,ricordano,NaN,NaN,acceptable,466,SS,0,NaN,NaN,4,attrice,figlia,blocca,ricorda,ragazzi,,8.86525230741711,6.6,objrel_that_________SS
objrel_nounpp,i_ragazzi che le_contadine davanti all'_amica incontra criticano gli_attori,masculine,plural,feminine,plural,feminine,singular,2136,incontra,incontra,critica,V1,incontrano,num_violation,5338,PPS,7,NaN,NaN,4,ragazzi,contadine,amica,incontra,criticano,attori,6.9086492349536,7.33333333333333,objrel_nounpp_______PPS
objrel_nounpp,la_sorella che il_figlio davanti alle_contadine ama interrompe il_bambino,feminine,singular,masculine,singular,feminine,plural,861,NaN,amano,interrompono,NaN,NaN,acceptable,861,SSP,0,NaN,NaN,2,sorella,figlio,contadine,ama,interrompe,bambino,8.05631147929827,7,objrel_nounpp_______SSP
embedding_mental,l'_amico ricorda che la_figlia accanto ai_bambini saluta lo_studente,masculine,singular,feminine,singular,masculine,plural,716,NaN,ricordano,salutano,NaN,NaN,acceptable,716,SSP,0,NaN,NaN,3,amico,ricorda,figlia,bambini,saluta,studente,9.28288660114089,6.5,embedding_mental____SSP
objrel_nounpp,le_sorelle che la_ragazza vicino alle_contadine ama criticano i_fratelli,feminine,plural,feminine,singular,feminine,plural,2967,NaN,amano,critica,NaN,NaN,acceptable,2967,PSP,0,NaN,NaN,2,sorelle,ragazza,contadine,ama,criticano,fratelli,7.17355553010637,7.16666666666667,objrel_nounpp_______PSP
objrel_nounpp,lo_studente che i_fratelli dietro alla_ragazza guardano indicano il_bambino,masculine,singular,masculine,plural,feminine,singular,3651,indicano,guarda,indicano,V2,indica,num_violation,6110,SPS,8,NaN,NaN,2,studente,fratelli,ragazza,guardano,indicano,bambino,8.57020784682986,7.66666666666667,objrel_nounpp_______SPS
objrel_that,le_attrici che la_bambina interrompe ignorano il_ragazzo,feminine,plural,feminine,singular,NaN,NaN,2573,NaN,interrompono,ignora,NaN,NaN,acceptable,2573,PS,0,NaN,NaN,4,attrici,bambina,interrompe,ignorano,ragazzo,,7.09635584210587,7.8,objrel_that_________PS
objrel_nounpp,le_contadine che il_figlio dietro all'_amico attrae osservano la_studentessa,feminine,plural,masculine,singular,masculine,singular,2662,NaN,attraggono,osserva,NaN,NaN,acceptable,2662,PSS,0,NaN,NaN,5,contadine,figlio,amico,attrae,osservano,studentessa,7.14325046214314,7.66666666666667,objrel_nounpp_______PSS
embedding_mental,il_contadino dichiara che il_ragazzo vicino agli_studenti incontra l'_uomo,masculine,singular,masculine,singular,masculine,plural,543,NaN,dichiarano,incontrano,NaN,NaN,acceptable,543,SSP,0,NaN,NaN,5,contadino,dichiara,ragazzo,studenti,incontra,uomo,8.32952262997492,7.33333333333333,embedding_mental____SSP
objrel_nounpp,i_fratelli che la_figlia vicino agli_studenti osservano salutano l'_amico,masculine,plural,feminine,singular,masculine,plural,2442,osservano,osservano,saluta,V1,osserva,num_violation,7030,PSP,7,NaN,NaN,4,fratelli,figlia,studenti,osservano,salutano,amico,7.98130535544343,7.33333333333333,objrel_nounpp_______PSP
embedding_mental,gli_attori dicono che il_figlio davanti al_padre blocca le_studentesse,masculine,plural,masculine,singular,masculine,singular,2056,NaN,dice,bloccano,NaN,NaN,acceptable,2056,PSS,0,NaN,NaN,5,attori,dicono,figlio,padre,blocca,studentesse,8.49779367141652,6.66666666666667,embedding_mental____PSS
embedding_mental,le_studentesse dichiarano che il_ragazzo vicino alle_sorelle_contadine gli_uomini,feminine,plural,masculine,singular,feminine,plural,816,contadine,dichiara,criticano,V2,critica,verb_noun,1338,PSP,-7,NaN,NaN,1,studentesse,dichiarano,ragazzo,sorelle,contadine,uomini,7.14434267820812,8.33333333333333,embedding_mental____PSP
embedding_mental_SR,le_filosofie dicono che i_ragazzi fermano gli_amici,feminine,plural,masculine,plural,NaN,NaN,719,filosofie,dice,ferma,N1,le sorelle,abstract,3744,PP,-1,NaN,NaN,5,filosofie,dicono,ragazzi,fermano,amici,,8.07536106635349,6.8,embedding_mental_SR_PP
objrel_nounpp,l'_attore che le_studentesse accanto all'_amica ricordano ignora la_ragazza,masculine,singular,feminine,plural,feminine,singular,1448,NaN,ricorda,ignorano,NaN,NaN,acceptable,1448,SPS,0,NaN,NaN,3,attore,studentesse,amica,ricordano,ignora,ragazza,7.61009780475915,7.33333333333333,objrel_nounpp_______SPS
objrel_that,la_televisione che la_madre incontra indica i_bambini,feminine,singular,feminine,singular,NaN,NaN,1468,televisione,incontrano,indicano,N1,la sorella,inanimate,7294,SS,-1,NaN,NaN,4,televisione,madre,incontra,indica,bambini,,8.5598101820195,7.4,objrel_that_________SS
objrel_nounpp,le_ragazze che le_contadine vicino ai_padri criticano ricordano il_bambino,feminine,plural,feminine,plural,masculine,plural,3919,NaN,critica,ricorda,NaN,NaN,acceptable,3919,PPP,0,NaN,NaN,5,ragazze,contadine,padri,criticano,ricordano,bambino,6.81027974033098,7.66666666666667,objrel_nounpp_______PPP
embedding_mental,l'_amica dice che il_contadino accanto alle_ragazze studentessa il_figlio,feminine,singular,masculine,singular,feminine,plural,1766,studentessa,dicono,difendono,V2,difende,verb_noun,3527,SSP,-7,NaN,NaN,4,amica,dice,contadino,ragazze,studentessa,figlio,9.10454786772259,7,embedding_mental____SSP
objrel_nounpp,le_ragazze che il_contadino davanti agli_uomini conosce evitare l'_amica,feminine,plural,masculine,singular,masculine,plural,925,evitare,conoscono,evita,V2,evitano,infinitive,3305,PSP,-8,NaN,NaN,5,ragazze,contadino,uomini,conosce,evitare,amica,9.00883501480971,6.83333333333333,objrel_nounpp_______PSP
objrel_nounpp,le_donne che gli_amici dietro alle_sorelle ferma interrompono le_studentesse,feminine,plural,masculine,plural,feminine,plural,534,ferma,ferma,interrompe,V1,fermano,num_violation,3919,PPP,7,NaN,NaN,5,donne,amici,sorelle,ferma,interrompono,studentesse,7.76122376044203,7.5,objrel_nounpp_______PPP
embedding_mental_SR,le_attrici dicono che le_sorelle blocca il_padre,feminine,plural,feminine,plural,NaN,NaN,32,blocca,dice,blocca,V2,bloccano,num_violation,829,PP,5,NaN,NaN,1,attrici,dicono,sorelle,blocca,padre,,8.15416361712914,6.2,embedding_mental_SR_PP
objrel_nounpp,il_contadino che le_attrici accanto al_ragazzo osserva attrae gli_studenti,masculine,singular,feminine,plural,masculine,singular,3224,osserva,osserva,attraggono,V1,osservano,num_violation,6723,SPS,7,NaN,NaN,3,contadino,attrici,ragazzo,osserva,attrae,studenti,7.15643539452359,7.33333333333333,objrel_nounpp_______SPS
objrel_that,il_contadino che gli_uomini criticano attrae i_fratelli,masculine,singular,masculine,plural,NaN,NaN,1055,NaN,critica,attraggono,NaN,NaN,acceptable,1055,SP,0,NaN,NaN,3,contadino,uomini,criticano,attrae,fratelli,,6.93293750015217,7.6,objrel_that_________SP
embedding_mental,la_bambina ricorda che i_contadini accanto al_padre indicano la_sorella,feminine,singular,masculine,plural,masculine,singular,1298,NaN,ricordano,indica,NaN,NaN,acceptable,1298,SPS,0,NaN,NaN,4,bambina,ricorda,contadini,padre,indicano,sorella,8.88938012883198,7.16666666666667,embedding_mental____SPS
embedding_mental,il_ragazzo dice che il_padre accanto alle_figlie sogni la_bambina,masculine,singular,masculine,singular,feminine,plural,3808,sogni,dicono,salutano,V2,saluta,wrong_person,3837,SSP,-7,NaN,NaN,3,ragazzo,dice,padre,figlie,sogni,bambina,9.75667866119418,5.66666666666667,embedding_mental____SSP
objrel_that,lo_studente che le_donne difendono ricorda le_attrici,masculine,singular,feminine,plural,NaN,NaN,1979,NaN,difende,ricordano,NaN,NaN,acceptable,1979,SP,0,NaN,NaN,4,studente,donne,difendono,ricorda,attrici,,7.40023583564944,7.2,objrel_that_________SP
