Sentence_Type,Sentence,GenderN1,NumN1,GenderN2,NumN2,GenderN3,NumN3,NumFraseOrigine,New_word,Verb1,Verb2,Element_changed,Old_word,Violation_Type,number,condition,slide,frequency,length,block,IncludedWords1,IncludedWords2,IncludedWords3,IncludedWords4,IncludedWords5,IncludedWords6,MeanLogFreq_W,MeanLength_W,ConditionAggragated
objrel_nounpp,l' amica che le studentesse dietro all' attrice ignorano criticano la ragazza,feminine,singular,feminine,plural,feminine,singular,1073,criticano,ignora,criticano,V2,critica,num_violation,2759,SPS,8,NaN,NaN,1,amica,studentesse,attrice,ignorano,criticano,ragazza,6.9146604282507,7.83333333333333,objrel_nounpp_______SPS
objrel_nounpp,il bambino che le attrici dietro alle donne bloccano criticano i padri,masculine,singular,feminine,plural,feminine,plural,3025,criticano,blocca,criticano,V2,critica,num_violation,2740,SPP,8,NaN,NaN,1,bambino,attrici,donne,bloccano,criticano,padri,6.93947514798817,6.83333333333333,objrel_nounpp_______SPP
objrel_nounpp,le contadine che le attrici vicino agli uomini difendono interrompe le bambine,feminine,plural,feminine,plural,masculine,plural,147,interrompe,difende,interrompe,V2,interrompono,num_violation,6218,PPP,8,NaN,NaN,1,contadine,attrici,uomini,difendono,interrompe,bambine,6.14235123679558,8,objrel_nounpp_______PPP
objrel_nounpp,gli attori che le studentesse davanti al contadino salutano ignora gli amici,masculine,plural,feminine,plural,masculine,singular,2224,ignora,saluta,ignora,V2,ignorano,num_violation,4880,PPS,8,NaN,NaN,1,attori,studentesse,contadino,salutano,ignora,amici,6.7141922676924,7.5,objrel_nounpp_______PPS
objrel_nounpp,le ragazze che la studentessa dietro ai fratelli ama ferma le contadine,feminine,plural,feminine,singular,masculine,plural,423,ferma,amano,ferma,V2,fermano,num_violation,3743,PSP,8,NaN,NaN,1,ragazze,studentessa,fratelli,ama,ferma,contadine,7.77439922767191,7.16666666666667,objrel_nounpp_______PSP
objrel_nounpp,gli attori che la figlia vicino al ragazzo difende osserva la studentessa,masculine,plural,feminine,singular,masculine,singular,2469,osserva,difendono,osserva,V2,osservano,num_violation,6619,PSS,8,NaN,NaN,1,attori,figlia,ragazzo,difende,osserva,studentessa,7.86555986382668,7.33333333333333,objrel_nounpp_______PSS
embedding_mental_SR,il contadino ricorda che la ragazza guardano gli attori,masculine,singular,feminine,singular,NaN,NaN,3289,guardano,ricordano,guardano,V2,guarda,num_violation,2484,SS,5,NaN,NaN,1,contadino,ricorda,ragazza,guardano,attori,,8.17602879580645,7.4,embedding_mental_SR_SS
embedding_mental_SR,il fratello ricorda che le attrici difende le donne,masculine,singular,feminine,plural,NaN,NaN,3102,difende,ricordano,difende,V2,difendono,num_violation,1607,SP,5,NaN,NaN,1,fratello,ricorda,attrici,difende,donne,,8.1294415321968,6.8,embedding_mental_SR_SP
embedding_mental_SR,i padri dichiarano che gli attori indica il fratello,masculine,plural,masculine,plural,NaN,NaN,2692,indica,dichiara,indica,V2,indicano,num_violation,3110,PP,5,NaN,NaN,1,padri,dichiarano,attori,indica,fratello,,7.37922821221194,7,embedding_mental_SR_PP
embedding_mental_SR,gli uomini ricordano che la figlia indicano le studentesse,masculine,plural,feminine,singular,NaN,NaN,2350,indicano,ricorda,indicano,V2,indica,num_violation,3237,PS,5,NaN,NaN,1,uomini,ricordano,figlia,indicano,studentesse,,7.87885304530014,8,embedding_mental_SR_PS
embedding_mental,la studentessa dice che la figlia accanto alla bambina accolgono gli amici,feminine,singular,feminine,singular,feminine,singular,1379,accolgono,dicono,accolgono,V2,accoglie,num_violation,114,SSS,7,NaN,NaN,1,studentessa,dice,figlia,bambina,accolgono,amici,8.57735849668379,7,embedding_mental____SSS
embedding_mental,l' amica dichiara che la sorella vicino ai ragazzi ignorano gli studenti,feminine,singular,feminine,singular,masculine,plural,1392,ignorano,dichiarano,ignorano,V2,ignora,num_violation,2694,SSP,7,NaN,NaN,1,amica,dichiara,sorella,ragazzi,ignorano,studenti,8.23559455005367,7.16666666666667,embedding_mental____SSP
embedding_mental,lo studente dichiara che i ragazzi accanto al padre critica le sorelle,masculine,singular,masculine,plural,masculine,singular,3776,critica,dichiarano,critica,V2,criticano,num_violation,1255,SPS,7,NaN,NaN,1,studente,dichiara,ragazzi,padre,critica,sorelle,8.46816599232619,7,embedding_mental____SPS
embedding_mental,la figlia dichiara che i bambini davanti agli amici ama le contadine,feminine,singular,masculine,plural,masculine,plural,1679,ama,dichiarano,ama,V2,amano,num_violation,257,SPP,7,NaN,NaN,1,figlia,dichiara,bambini,amici,ama,contadine,8.22582598731417,6.33333333333333,embedding_mental____SPP
embedding_mental,i contadini dichiarano che le sorelle dietro alle bambine critica la donna,masculine,plural,feminine,plural,feminine,plural,2050,critica,dichiara,critica,V2,criticano,num_violation,1299,PPP,7,NaN,NaN,1,contadini,dichiarano,sorelle,bambine,critica,donna,7.39345330954855,7.5,embedding_mental____PPP
embedding_mental,i fratelli dichiarano che le ragazze dietro all' amico attrae i padri,masculine,plural,feminine,plural,masculine,singular,2254,attrae,dichiara,attrae,V2,attraggono,num_violation,546,PPS,7,NaN,NaN,1,fratelli,dichiarano,ragazze,amico,attrae,padri,7.84997844011829,6.83333333333333,embedding_mental____PPS
embedding_mental,le ragazze dicono che il padre davanti alle bambine conoscono gli studenti,feminine,plural,masculine,singular,feminine,plural,807,conoscono,dice,conoscono,V2,conosce,num_violation,1150,PSP,7,NaN,NaN,1,ragazze,dicono,padre,bambine,conoscono,studenti,8.99484156752583,7,embedding_mental____PSP
embedding_mental,gli attori dichiarano che la donna accanto all' amico ignorano il padre,masculine,plural,feminine,singular,masculine,singular,2464,ignorano,dichiara,ignorano,V2,ignora,num_violation,2756,PSS,7,NaN,NaN,1,attori,dichiarano,donna,amico,ignorano,padre,8.32977511014396,6.5,embedding_mental____PSS
objrel_that,lo studente che l' attore guarda difende i bambini,masculine,singular,masculine,singular,NaN,NaN,972,NaN,guardano,difendono,NaN,NaN,acceptable,972,SS,0,NaN,NaN,1,studente,attore,guarda,difende,bambini,,8.40306645521861,6.8,objrel_that_________SS
objrel_that,la figlia che la madre evita difende l' amico,feminine,singular,feminine,singular,NaN,NaN,719,NaN,evitano,difendono,NaN,NaN,acceptable,719,SS,0,NaN,NaN,1,figlia,madre,evita,difende,amico,,8.83934130642061,5.6,objrel_that_________SS
objrel_that,il ragazzo che le donne guardano critica gli uomini,masculine,singular,feminine,plural,NaN,NaN,1274,NaN,guarda,criticano,NaN,NaN,acceptable,1274,SP,0,NaN,NaN,1,ragazzo,donne,guardano,critica,uomini,,8.97008794121973,6.6,objrel_that_________SP
objrel_that,il fratello che le amiche salutano difende le madri,masculine,singular,feminine,plural,NaN,NaN,1176,NaN,saluta,difendono,NaN,NaN,acceptable,1176,SP,0,NaN,NaN,1,fratello,amiche,salutano,difende,madri,,7.14937935749611,6.8,objrel_that_________SP
objrel_that,i ragazzi che gli amici interrompono bloccano i padri,masculine,plural,masculine,plural,NaN,NaN,3460,NaN,interrompe,blocca,NaN,NaN,acceptable,3460,PP,0,NaN,NaN,1,ragazzi,amici,interrompono,bloccano,padri,,7.48599055432807,7.4,objrel_that_________PP
objrel_that,gli studenti che i padri amano guardano le madri,masculine,plural,masculine,plural,NaN,NaN,3116,NaN,ama,guarda,NaN,NaN,acceptable,3116,PP,0,NaN,NaN,1,studenti,padri,amano,guardano,madri,,7.39018244455586,6.2,objrel_that_________PP
objrel_that,le madri che il ragazzo ferma guardano i figli,feminine,plural,masculine,singular,NaN,NaN,2804,NaN,fermano,guarda,NaN,NaN,acceptable,2804,PS,0,NaN,NaN,1,madri,ragazzo,ferma,guardano,figli,,8.71804533757413,6,objrel_that_________PS
objrel_that,i fratelli che il contadino accoglie criticano i ragazzi,masculine,plural,masculine,singular,NaN,NaN,2365,NaN,accolgono,critica,NaN,NaN,acceptable,2365,PS,0,NaN,NaN,1,fratelli,contadino,accoglie,criticano,ragazzi,,6.89406846535807,8.2,objrel_that_________PS
embedding_mental_SR,l' amico dice che la contadina conosce il figlio,masculine,singular,feminine,singular,NaN,NaN,384,NaN,dicono,conoscono,NaN,NaN,acceptable,384,SS,0,NaN,NaN,1,amico,dice,contadina,conosce,figlio,,9.38788654794322,6.2,embedding_mental_SR_SS
embedding_mental_SR,il contadino ricorda che le donne criticano il padre,masculine,singular,feminine,plural,NaN,NaN,1115,NaN,ricordano,critica,NaN,NaN,acceptable,1115,SP,0,NaN,NaN,1,contadino,ricorda,donne,criticano,padre,,8.1382206425482,7,embedding_mental_SR_SP
embedding_mental_SR,i figli dichiarano che le ragazze amano le contadine,masculine,plural,feminine,plural,NaN,NaN,3329,NaN,dichiara,ama,NaN,NaN,acceptable,3329,PP,0,NaN,NaN,1,figli,dichiarano,ragazze,amano,contadine,,7.10788479310158,7.2,embedding_mental_SR_PP
embedding_mental_SR,le attrici dicono che la ragazza evita le sorelle,feminine,plural,feminine,singular,NaN,NaN,2594,NaN,dice,evitano,NaN,NaN,acceptable,2594,PS,0,NaN,NaN,1,attrici,dicono,ragazza,evita,sorelle,,7.96153313736282,6.4,embedding_mental_SR_PS
objrel_nounpp,la bambina che la studentessa vicino al padre blocca evita la donna,feminine,singular,feminine,singular,masculine,singular,589,NaN,bloccano,evitano,NaN,NaN,acceptable,589,SSS,0,NaN,NaN,1,bambina,studentessa,padre,blocca,evita,donna,8.5148247109145,6.5,objrel_nounpp_______SSS
objrel_nounpp,la ragazza che la sorella davanti allo studente indica ama le figlie,feminine,singular,feminine,singular,masculine,singular,844,NaN,indicano,amano,NaN,NaN,acceptable,844,SSS,0,NaN,NaN,1,ragazza,sorella,studente,indica,ama,figlie,8.62252782489699,6.16666666666667,objrel_nounpp_______SSS
objrel_nounpp,la ragazza che il bambino davanti ai fratelli saluta guarda la figlia,feminine,singular,masculine,singular,masculine,plural,792,NaN,salutano,guardano,NaN,NaN,acceptable,792,SSP,0,NaN,NaN,1,ragazza,bambino,fratelli,saluta,guarda,figlia,9.6442419797319,6.66666666666667,objrel_nounpp_______SSP
objrel_nounpp,il bambino che l' attore davanti alle madri attrae interrompe le contadine,masculine,singular,masculine,singular,feminine,plural,32,NaN,attraggono,interrompono,NaN,NaN,acceptable,32,SSP,0,NaN,NaN,1,bambino,attore,madri,attrae,interrompe,contadine,6.516201560247,7.16666666666667,objrel_nounpp_______SSP
objrel_nounpp,la studentessa che le bambine davanti alla donna conoscono osserva le madri,feminine,singular,feminine,plural,feminine,singular,1940,NaN,conosce,osservano,NaN,NaN,acceptable,1940,SPS,0,NaN,NaN,1,studentessa,bambine,donna,conoscono,osserva,madri,7.72382255585659,7.33333333333333,objrel_nounpp_______SPS
objrel_nounpp,la contadina che i figli accanto al padre difendono accoglie le madri,feminine,singular,masculine,plural,masculine,singular,1622,NaN,difende,accolgono,NaN,NaN,acceptable,1622,SPS,0,NaN,NaN,1,contadina,figli,padre,difendono,accoglie,madri,7.01292656116568,6.83333333333333,objrel_nounpp_______SPS
objrel_nounpp,la contadina che le bambine vicino ai padri criticano ignora la studentessa,feminine,singular,feminine,plural,masculine,plural,1641,NaN,critica,ignorano,NaN,NaN,acceptable,1641,SPP,0,NaN,NaN,1,contadina,bambine,padri,criticano,ignora,studentessa,5.99245850006381,7.83333333333333,objrel_nounpp_______SPP
objrel_nounpp,l' amica che i contadini vicino ai padri conoscono saluta le figlie,feminine,singular,masculine,plural,masculine,plural,1330,NaN,conosce,salutano,NaN,NaN,acceptable,1330,SPP,0,NaN,NaN,1,amica,contadini,padri,conoscono,saluta,figlie,7.60984695847593,6.66666666666667,objrel_nounpp_______SPP
objrel_nounpp,le attrici che i bambini vicino ai figli guardano interrompono le studentesse,feminine,plural,masculine,plural,masculine,plural,3591,NaN,guarda,interrompe,NaN,NaN,acceptable,3591,PPP,0,NaN,NaN,1,attrici,bambini,figli,guardano,interrompono,studentesse,7.01684462759799,8.33333333333333,objrel_nounpp_______PPP
objrel_nounpp,gli attori che le figlie dietro alle bambine ignorano salutano le madri,masculine,plural,feminine,plural,feminine,plural,3111,NaN,ignora,saluta,NaN,NaN,acceptable,3111,PPP,0,NaN,NaN,1,attori,figlie,bambine,ignorano,salutano,madri,6.42392609855062,6.66666666666667,objrel_nounpp_______PPP
objrel_nounpp,i figli che i bambini vicino alla donna osservano salutano l' attrice,masculine,plural,masculine,plural,feminine,singular,3327,NaN,osserva,saluta,NaN,NaN,acceptable,3327,PPS,0,NaN,NaN,1,figli,bambini,donna,osservano,salutano,attrice,7.95395163660812,6.83333333333333,objrel_nounpp_______PPS
objrel_nounpp,le contadine che i fratelli accanto al padre attraggono ignorano gli studenti,feminine,plural,masculine,plural,masculine,singular,3687,NaN,attrae,ignora,NaN,NaN,acceptable,3687,PPS,0,NaN,NaN,1,contadine,fratelli,padre,attraggono,ignorano,studenti,6.77618008689393,8,objrel_nounpp_______PPS
objrel_nounpp,le bambine che il figlio vicino ai padri indica bloccano l' attore,feminine,plural,masculine,singular,masculine,plural,2619,NaN,indicano,blocca,NaN,NaN,acceptable,2619,PSP,0,NaN,NaN,1,bambine,figlio,padri,indica,bloccano,attore,7.59107556903922,6.33333333333333,objrel_nounpp_______PSP
objrel_nounpp,le sorelle che l' attore dietro ai bambini blocca accolgono la figlia,feminine,plural,masculine,singular,masculine,plural,2942,NaN,bloccano,accoglie,NaN,NaN,acceptable,2942,PSP,0,NaN,NaN,1,sorelle,attore,bambini,blocca,accolgono,figlia,7.67755384979809,6.83333333333333,objrel_nounpp_______PSP
objrel_nounpp,i contadini che il fratello accanto all' attore ricorda difendono l' uomo,masculine,plural,masculine,singular,masculine,singular,2272,NaN,ricordano,difende,NaN,NaN,acceptable,2272,PSS,0,NaN,NaN,1,contadini,fratello,attore,ricorda,difendono,uomo,8.33743044182162,7.16666666666667,objrel_nounpp_______PSS
objrel_nounpp,i figli che lo studente dietro al contadino accoglie conoscono l' amica,masculine,plural,masculine,singular,masculine,singular,2374,NaN,accolgono,conosce,NaN,NaN,acceptable,2374,PSS,0,NaN,NaN,1,figli,studente,contadino,accoglie,conoscono,amica,7.62330855539956,7.33333333333333,objrel_nounpp_______PSS
embedding_mental,il fratello dice che la figlia vicino al ragazzo saluta il bambino,masculine,singular,feminine,singular,masculine,singular,61,NaN,dicono,salutano,NaN,NaN,acceptable,61,SSS,0,NaN,NaN,1,fratello,dice,figlia,ragazzo,saluta,bambino,9.94513042278594,6.33333333333333,embedding_mental____SSS
embedding_mental,il ragazzo dice che l' attrice accanto ai bambini saluta le madri,masculine,singular,feminine,singular,masculine,plural,640,NaN,dicono,salutano,NaN,NaN,acceptable,640,SSP,0,NaN,NaN,1,ragazzo,dice,attrice,bambini,saluta,madri,8.91747653310235,6,embedding_mental____SSP
embedding_mental,la bambina ricorda che i padri dietro all' attrice difendono le figlie,feminine,singular,masculine,plural,feminine,singular,1301,NaN,ricordano,difende,NaN,NaN,acceptable,1301,SPS,0,NaN,NaN,1,bambina,ricorda,padri,attrice,difendono,figlie,7.54860604586003,6.83333333333333,embedding_mental____SPS
embedding_mental,lo studente dichiara che le sorelle accanto alle bambine incontrano la ragazza,masculine,singular,feminine,plural,feminine,plural,2013,NaN,dichiarano,incontra,NaN,NaN,acceptable,2013,SPP,0,NaN,NaN,1,studente,dichiara,sorelle,bambine,incontrano,ragazza,7.69943739674703,7.83333333333333,embedding_mental____SPP
embedding_mental,le madri dichiarano che gli amici vicino alle attrici amano gli uomini,feminine,plural,masculine,plural,feminine,plural,3944,NaN,dichiara,ama,NaN,NaN,acceptable,3944,PPP,0,NaN,NaN,1,madri,dichiarano,amici,attrici,amano,uomini,7.63018565559533,6.33333333333333,embedding_mental____PPP
embedding_mental,i bambini ricordano che le madri dietro all' attore salutano i figli,masculine,plural,feminine,plural,masculine,singular,3146,NaN,ricorda,saluta,NaN,NaN,acceptable,3146,PPS,0,NaN,NaN,1,bambini,ricordano,madri,attore,salutano,figli,7.61020951549368,6.66666666666667,embedding_mental____PPS
embedding_mental,le ragazze dichiarano che l' attrice dietro ai padri attrae gli uomini,feminine,plural,feminine,singular,masculine,plural,2945,NaN,dichiara,attraggono,NaN,NaN,acceptable,2945,PSP,0,NaN,NaN,1,ragazze,dichiarano,attrice,padri,attrae,uomini,7.51559314930971,6.83333333333333,embedding_mental____PSP
embedding_mental,gli amici ricordano che lo studente davanti all' attrice blocca la donna,masculine,plural,masculine,singular,feminine,singular,2044,NaN,ricorda,bloccano,NaN,NaN,acceptable,2044,PSS,0,NaN,NaN,1,amici,ricordano,studente,attrice,blocca,donna,8.2152307030318,6.66666666666667,embedding_mental____PSS
objrel_that,l' attrice che l' amico fermare ama la bambina,feminine,singular,masculine,singular,NaN,NaN,1790,fermare,fermano,amano,V1,ferma,infinitive,3829,SS,4,NaN,NaN,1,attrice,amico,fermare,ama,bambina,,9.08615344725984,5.8,objrel_that_________SS
objrel_that,la madre che la figlia ricorda ignorare l' amico,feminine,singular,feminine,singular,NaN,NaN,1423,ignorare,ricordano,ignorano,V2,ignora,infinitive,4973,SS,5,NaN,NaN,1,madre,figlia,ricorda,ignorare,amico,,9.65481432466559,6.2,objrel_that_________SS
objrel_nounpp,la sorella che la bambina dietro alla donna difendere indica il padre,feminine,singular,feminine,singular,feminine,singular,1378,difendere,difendono,indicano,V1,difende,infinitive,2873,SSS,7,NaN,NaN,1,sorella,bambina,donna,difendere,indica,padre,9.30357382473341,6.5,objrel_nounpp_______SSS
objrel_nounpp,la madre che l' attrice davanti alle sorelle guardare ferma la figlia,feminine,singular,feminine,singular,feminine,plural,1299,guardare,guardano,fermano,V1,guarda,infinitive,4287,SSP,7,NaN,NaN,1,madre,attrice,sorelle,guardare,ferma,figlia,9.13854059255433,6.33333333333333,objrel_nounpp_______SSP
objrel_nounpp,le contadine che le attrici vicino alla figlia ricordano salutare le studentesse,feminine,plural,feminine,plural,feminine,singular,82,salutare,ricorda,saluta,V2,salutano,infinitive,7949,PPS,8,NaN,NaN,1,contadine,attrici,figlia,ricordano,salutare,studentesse,6.45486304934026,8.33333333333333,objrel_nounpp_______PPS
objrel_nounpp,i figli che l' amico vicino al fratello conosce fermare le donne,masculine,plural,masculine,singular,masculine,singular,2995,fermare,conoscono,ferma,V2,fermano,infinitive,3784,PSS,8,NaN,NaN,1,figli,amico,fratello,conosce,fermare,donne,9.83166072807158,6.16666666666667,objrel_nounpp_______PSS
embedding_mental_SR,le attrici dicono che i figli attrarre le donne,feminine,plural,masculine,plural,NaN,NaN,545,attrarre,dice,attrae,V2,attraggono,infinitive,650,PP,5,NaN,NaN,1,attrici,dicono,figli,attrarre,donne,,7.97428069477168,6.2,embedding_mental_SR_PP
embedding_mental,l' uomo dichiara che la studentessa vicino agli attori criticare i figli,masculine,singular,feminine,singular,masculine,plural,3461,criticare,dichiarano,criticano,V2,critica,infinitive,1262,SSP,7,NaN,NaN,1,uomo,dichiara,studentessa,attori,criticare,figli,7.92933206105277,7.16666666666667,embedding_mental____SSP
embedding_mental,l' attore ricorda che il figlio vicino alla contadina conoscere i fratelli,masculine,singular,masculine,singular,feminine,singular,3891,conoscere,ricordano,conoscono,V2,conosce,infinitive,1032,SSS,7,NaN,NaN,1,attore,ricorda,figlio,contadina,conoscere,fratelli,8.33021757644549,7.5,embedding_mental____SSS
objrel_that,le madri che le sorelle sogno incontrano i ragazzi,feminine,plural,feminine,plural,NaN,NaN,174,sogno,attrae,incontra,V1,attraggono,wrong_person,7972,PP,4,NaN,NaN,1,madri,sorelle,sogno,incontrano,ragazzi,,8.19825288882213,6.8,objrel_that_________PP
objrel_that,le ragazze che i fratelli incontrano sogni il bambino,feminine,plural,masculine,plural,NaN,NaN,683,sogni,incontra,attrae,V2,attraggono,wrong_person,7890,PP,5,NaN,NaN,1,ragazze,fratelli,incontrano,sogni,bambino,,8.71535215901083,7.4,objrel_that_________PP
objrel_nounpp,le attrici che le donne vicino ai figli sogniamo criticano l' uomo,feminine,plural,feminine,plural,masculine,plural,137,sogniamo,saluta,critica,V1,salutano,wrong_person,7911,PPP,7,NaN,NaN,1,attrici,donne,figli,sogniamo,criticano,uomo,7.40020278303762,6.33333333333333,objrel_nounpp_______PPP
objrel_nounpp,le amiche che il bambino vicino alla donna ignori conoscono l' uomo,feminine,plural,masculine,singular,feminine,singular,821,ignori,ignorano,conosce,V1,ignora,wrong_person,4814,PSS,7,NaN,NaN,1,amiche,bambino,donna,ignori,conoscono,uomo,8.931611079539,6.16666666666667,objrel_nounpp_______PSS
objrel_nounpp,i contadini che il ragazzo vicino alla figlia difende incontriamo le donne,masculine,plural,masculine,singular,feminine,singular,2876,incontriamo,difendono,incontra,V2,incontrano,wrong_person,5398,PSS,8,NaN,NaN,1,contadini,ragazzo,figlia,difende,incontriamo,donne,8.34696147216284,7.5,objrel_nounpp_______PSS
objrel_nounpp,l' attore che l' uomo accanto al ragazzo ignora conosci l' amico,masculine,singular,masculine,singular,masculine,singular,4017,conosci,ignorano,conoscono,V2,conosce,wrong_person,2053,SSS,8,NaN,NaN,1,attore,uomo,ragazzo,ignora,conosci,amico,9.4021546884147,5.83333333333333,objrel_nounpp_______SSS
embedding_mental,le donne dichiarano che la sorella vicino agli studenti blocco l' amica,feminine,plural,feminine,singular,masculine,plural,395,blocco,dichiara,bloccano,V2,blocca,wrong_person,883,PSP,7,NaN,NaN,1,donne,dichiarano,sorella,studenti,blocco,amica,8.32120847077102,6.83333333333333,embedding_mental____PSP
embedding_mental,i fratelli dichiarano che le madri davanti alla ragazza difendete l' attore,masculine,plural,feminine,plural,feminine,singular,2129,difendete,dichiara,difende,V2,difendono,wrong_person,1514,PPS,7,NaN,NaN,1,fratelli,dichiarano,madri,ragazza,difendete,attore,7.18800269792571,7.5,embedding_mental____PPS
embedding_mental_SR,l' uomo dichiara che il bambino accogli la donna,masculine,singular,masculine,singular,NaN,NaN,3959,accogli,dichiarano,accolgono,V2,accoglie,wrong_person,23,SS,5,NaN,NaN,1,uomo,dichiara,bambino,accogli,donna,,8.63660440969512,6.2,embedding_mental_SR_SS
